epoch,accuracy,dice_coef,jacard_coef,loss,val_accuracy,val_dice_coef,val_jacard_coef,val_loss
0,0.8986605405807495,0.4433373510837555,0.30144840478897095,0.40583381056785583,0.05629950016736984,0.10503298789262772,0.05608643591403961,1.1127136945724487
1,0.9809126257896423,0.7139259576797485,0.5627323389053345,0.20573608577251434,0.49574145674705505,0.1755148470401764,0.09742067009210587,0.6993500590324402
2,0.9864161610603333,0.7889108657836914,0.6580635905265808,0.15180110931396484,0.5992875695228577,0.20984305441379547,0.11880762875080109,0.664225161075592
3,0.9892897009849548,0.8332692384719849,0.7184385657310486,0.11997195333242416,0.06456442177295685,0.10613935440778732,0.05670834332704544,1.0850287675857544
4,0.9907734394073486,0.8617634177207947,0.7599603533744812,0.09962406754493713,0.07045787572860718,0.10662597417831421,0.05698082968592644,1.073541522026062
5,0.9922123551368713,0.8850167989730835,0.795625627040863,0.0829232707619667,0.3586861789226532,0.14440491795539856,0.07873298227787018,0.8655008673667908
6,0.9922261834144592,0.8878138661384583,0.8031601309776306,0.08101142942905426,0.4845587909221649,0.17194640636444092,0.09527572244405746,0.7846977710723877
7,0.9930901527404785,0.902786910533905,0.8245208859443665,0.07025743275880814,0.06707853823900223,0.10613811761140823,0.05670703202486038,1.0956064462661743
8,0.9932136535644531,0.9069117903709412,0.8319395184516907,0.06738267093896866,0.5459263920783997,0.19241534173488617,0.10787267237901688,0.7634549140930176
9,0.9936107397079468,0.9180716872215271,0.8493343591690063,0.05941358581185341,0.6077843904495239,0.21512892842292786,0.12224138528108597,0.7117084860801697
10,0.9939646124839783,0.9244751930236816,0.8601877689361572,0.05484222620725632,0.48196670413017273,0.17206980288028717,0.09532029181718826,0.8015116453170776
11,0.9943159818649292,0.9304548501968384,0.8703569769859314,0.05054203420877457,0.525557279586792,0.18516719341278076,0.10336833447217941,0.7629379034042358
12,0.9943716526031494,0.9323645234107971,0.8738294839859009,0.04921150207519531,0.5169407725334167,0.18215681612491608,0.1015157550573349,0.7771140336990356
13,0.9944413900375366,0.9331673383712769,0.8757451772689819,0.04864221066236496,0.7334165573120117,0.28582853078842163,0.16946639120578766,0.59937983751297
14,0.9946876168251038,0.9388096928596497,0.8851144313812256,0.04461541399359703,0.5484541654586792,0.19291886687278748,0.10819735378026962,0.7623407244682312
15,0.994369626045227,0.9349023103713989,0.8784904479980469,0.04749215021729469,0.5412397384643555,0.18988998234272003,0.10631249099969864,0.7607773542404175
16,0.9945967197418213,0.9399813413619995,0.8871955871582031,0.04383774474263191,0.4668569266796112,0.16836082935333252,0.09306976199150085,0.8174804449081421
17,0.9946606159210205,0.9422419667243958,0.8910624384880066,0.04226452112197876,0.4476441442966461,0.16311213374137878,0.08989556133747101,0.8319796323776245
18,0.9949129819869995,0.9450801014900208,0.8961278796195984,0.04019014164805412,0.5492931008338928,0.19292834401130676,0.10820986330509186,0.7637152075767517
19,0.9949949979782104,0.9467447996139526,0.899113118648529,0.03901248425245285,0.43580368161201477,0.15998102724552155,0.08800230920314789,0.8357014060020447
20,0.9950177073478699,0.9474309682846069,0.900331437587738,0.03852655366063118,0.5536019206047058,0.19496217370033264,0.1094721108675003,0.7527201175689697
21,0.9946091175079346,0.9444236755371094,0.8950411677360535,0.04082002118229866,0.6649815440177917,0.24280644953250885,0.14028994739055634,0.6691582202911377
