epoch,train_loss,train_iou,val_loss,val_iou,lr
37,0.014305362431332468,0.6102254524827003,0.011125619709491729,0.6754333198070526,0.001
38,0.013503961090464145,0.6231734670698643,0.010547320917248726,0.6158917486667633,0.001
39,0.012264696694910527,0.6488654166460037,0.010185771156102419,0.6505694508552551,0.001
40,0.011933626350946724,0.6178936935961247,0.010968645755201577,0.5592047423124313,0.001
41,0.012056401907466352,0.587957389652729,0.010138302203267812,0.6763771831989288,0.001
42,0.012461699335835874,0.5988623715937138,0.010029296297580004,0.6552450239658356,0.001
43,0.012297840800601988,0.6470135904848575,0.010125803016126155,0.6242732405662537,0.001
44,0.012346441904082895,0.6459768280386925,0.010396962892264128,0.6325307130813599,0.001
45,0.01429126167204231,0.5945403404533863,0.01014316938817501,0.6420188188552857,0.001
46,0.011874832049943506,0.5688054986298084,0.010284839384257793,0.633205908536911,0.001
47,0.011560148652642965,0.6576054058969021,0.010285124648362398,0.6199637830257416,0.001
48,0.011598150245845318,0.6033539168536663,0.009866258502006531,0.6137090027332306,0.001
49,0.012908427556976677,0.5113514851778745,0.010344671737402677,0.7100147604942322,0.001
50,0.012004045385401696,0.6315296292304993,0.010900941211730242,0.5536151677370071,0.001
51,0.01150752413086593,0.5804945223033429,0.009946326725184917,0.6276832759380341,0.001
52,0.011632969998754562,0.6154402248561383,0.013121229130774736,0.4615198165178299,0.001
53,0.012136942334473133,0.5529574871063232,0.010519953723996878,0.6811926007270813,0.001
54,0.012089232890866696,0.5006483919918537,0.011270443350076676,0.6014212250709534,0.001
55,0.012918668542988598,0.5559792183339596,0.009538390673696995,0.6648013174533844,0.001
56,0.013121866714209318,0.6003819949924946,0.010218849498778581,0.5425477832555771,0.001
57,0.011766212224029005,0.5391846559941769,0.010145180765539408,0.6161886036396027,0.001
58,0.011806406313553452,0.613532891124487,0.010379135329276323,0.5852101892232895,0.001
59,0.011542714794632047,0.5645992912352085,0.00946424826979637,0.6257017433643342,0.001
60,0.01174320641439408,0.5907276168465614,0.010075094830244779,0.6095845818519592,0.001
61,0.011790426657535135,0.5807702803984285,0.010210898239165545,0.7006679356098175,0.001
62,0.011656073667109013,0.5546721193939448,0.009553147293627263,0.6972072422504425,0.001
63,0.012005473382305353,0.5763167936354876,0.00961588667705655,0.6503085374832154,0.001
64,0.011240723181981594,0.5949444383382797,0.009355338290333748,0.6866990923881531,0.001
65,0.01150489949504845,0.6417850434780121,0.009306974243372679,0.6379810392856597,0.001
66,0.010922248149290681,0.6282424420118332,0.00964988935738802,0.6520656049251556,0.001
67,0.014546047151088714,0.5700946412980556,0.012770893145352602,0.5188305914402008,0.001
68,0.01490479134954512,0.6027683857828379,0.012141842395067215,0.5732986152172088,0.001
69,0.016493376903235914,0.545021541044116,0.012997186370193958,0.6338034927845001,0.001
