loss,accuracy,jacard_coef,val_loss,val_accuracy,val_jacard_coef
0.05552322417497635,0.6490591764450073,0.2721204459667206,0.22429177165031433,0.8425275683403015,1.7460961062448765e-12
0.03842221945524216,0.791469156742096,0.3374367356300354,1.4650520086288452,0.14936943352222443,0.14135266840457916
0.03326805308461189,0.80267333984375,0.34906846284866333,0.22695393860340118,0.8409538269042969,0.001699967309832573
0.029085392132401466,0.8126266002655029,0.3645532429218292,0.21593031287193298,0.841952919960022,0.0011509364703670144
0.02515273727476597,0.8479403257369995,0.44724899530410767,0.06070296838879585,0.3481326997280121,0.08837250620126724
0.02237510308623314,0.8665601015090942,0.49857625365257263,0.029191965237259865,0.8425260782241821,4.731934495794121e-06
0.022597528994083405,0.8583104014396667,0.4734129309654236,0.25379806756973267,0.6485716104507446,0.19815801084041595
0.022814946249127388,0.8456767201423645,0.4410321116447449,0.0571226105093956,0.8422945141792297,0.0024550859816372395
0.019986771047115326,0.8691607713699341,0.5100201368331909,0.023707540705800056,0.8457099795341492,0.07275782525539398
0.019248533993959427,0.874109148979187,0.5160472989082336,0.025248978286981583,0.8429576754570007,0.0066153728403151035
0.017988016828894615,0.8775819540023804,0.537294328212738,0.028490129858255386,0.8365839123725891,0.1023433580994606
0.018954509869217873,0.8669553995132446,0.4939452111721039,0.024472136050462723,0.8489977121353149,0.10972525924444199
0.018023818731307983,0.8708446025848389,0.5118855834007263,0.02025224082171917,0.8516565561294556,0.17271463572978973
0.01715945266187191,0.8795486092567444,0.5437809228897095,0.04003118723630905,0.7334680557250977,0.0979836955666542
0.01622682437300682,0.8872125148773193,0.5821973085403442,0.02984437346458435,0.8461958169937134,0.1465757191181183
0.01541289035230875,0.8909465074539185,0.5863154530525208,0.030265936627984047,0.8454557657241821,0.06071356683969498
0.015062176622450352,0.89371657371521,0.6008560657501221,0.01462702639400959,0.9121748208999634,0.3491515517234802
0.015485763549804688,0.8876309394836426,0.5757242441177368,0.0238605085760355,0.8459413647651672,0.08495882898569107
0.014876077882945538,0.8925755620002747,0.6055644154548645,0.02447582222521305,0.8463380932807922,0.12726828455924988
0.01421339251101017,0.8965327143669128,0.6151820421218872,0.029559943825006485,0.8459432721138,0.11343792825937271
0.013861122541129589,0.9031039476394653,0.6390647292137146,0.019951824098825455,0.8585899472236633,0.22053372859954834
0.01335690263658762,0.904073178768158,0.6451873183250427,0.023627059534192085,0.8479326367378235,0.18949659168720245
0.012503532692790031,0.9128003120422363,0.678891122341156,0.018550584092736244,0.8616220355033875,0.2880667448043823
0.0116073964163661,0.9150772094726562,0.6915818452835083,0.018086811527609825,0.8623485565185547,0.28424763679504395
0.011360862292349339,0.9167373776435852,0.7011100053787231,0.014686411246657372,0.887651264667511,0.3363666534423828
0.011167671531438828,0.9157456755638123,0.6909504532814026,0.013466793112456799,0.8932253122329712,0.4333828091621399
0.011824379675090313,0.914250910282135,0.6865030527114868,0.014509697444736958,0.8992612957954407,0.391117125749588
0.011355862021446228,0.9146286249160767,0.6940563917160034,0.011757820844650269,0.9129379391670227,0.4486690163612366
0.012030520476400852,0.9112812876701355,0.671613335609436,0.021254803985357285,0.8755725622177124,0.35428696870803833
0.012604392133653164,0.9034463167190552,0.6328218579292297,0.01970342919230461,0.8828897476196289,0.4185205399990082
0.011160947382450104,0.9164520502090454,0.6996838450431824,0.07748228311538696,0.5723634958267212,0.1887650340795517
0.010376892052590847,0.9205228090286255,0.7085176110267639,0.012509368360042572,0.9205948114395142,0.4940221905708313
0.010353855788707733,0.918748140335083,0.7002526521682739,0.017108848318457603,0.879391074180603,0.30601269006729126
0.009539461694657803,0.925665557384491,0.7325426340103149,0.012250863946974277,0.9199157953262329,0.49511051177978516
0.009432680904865265,0.9250601530075073,0.7319604754447937,0.015797732397913933,0.8921327590942383,0.3502667546272278
0.00914772693067789,0.9283239841461182,0.7448116540908813,0.02044953964650631,0.8890426754951477,0.391480028629303
0.00912459846585989,0.9267705082893372,0.7331727743148804,0.015857025980949402,0.9098156094551086,0.4956347942352295
0.009521610103547573,0.9245185852050781,0.7298209071159363,0.012166114524006844,0.908538818359375,0.4270981252193451
0.008947600610554218,0.9284037947654724,0.744804322719574,0.01190295722335577,0.9210582971572876,0.5369531512260437
0.008959710597991943,0.9286996126174927,0.7470873594284058,0.009158531203866005,0.9314714670181274,0.5933921933174133
0.008261047303676605,0.9321743845939636,0.7617405652999878,0.011626331135630608,0.9095128774642944,0.49545687437057495
0.007955171167850494,0.9344476461410522,0.7743663787841797,0.011422708630561829,0.9127328991889954,0.508043646812439
0.007785280700773001,0.9343339204788208,0.7772361636161804,0.011850236915051937,0.9127790331840515,0.5124256014823914
0.007642240729182959,0.9348351955413818,0.7789755463600159,0.011242147535085678,0.9154056310653687,0.517803430557251
0.007613917347043753,0.9349398612976074,0.7778418660163879,0.011934456415474415,0.9151403307914734,0.5155053734779358
0.00766357034444809,0.9347430467605591,0.7721051573753357,0.01122196763753891,0.9153555035591125,0.5142563581466675
0.0075547662563622,0.9344615340232849,0.7694823741912842,0.009724978357553482,0.930789589881897,0.5916914939880371
0.007569179870188236,0.93402498960495,0.7682607173919678,0.008945988491177559,0.9310792684555054,0.5504996180534363
0.008135749958455563,0.9310005307197571,0.7383796572685242,0.02380974404513836,0.8707796335220337,0.32100072503089905
0.014708194881677628,0.8864945769309998,0.6103296279907227,0.06793278455734253,0.41149044036865234,0.17551197111606598
0.019641442224383354,0.8522790670394897,0.46357741951942444,0.2243272364139557,0.8423839807510376,2.1109455701662228e-05
0.015408487059175968,0.8761740326881409,0.563433051109314,0.3216382563114166,0.589342474937439,0.018092522397637367
0.014521065168082714,0.8858747482299805,0.5778052806854248,0.19702818989753723,0.729505717754364,0.06810858100652695
0.012065454386174679,0.9043591022491455,0.6447821855545044,0.10284624993801117,0.632590651512146,0.15623244643211365
0.010993586853146553,0.914713442325592,0.6828536987304688,0.05330745503306389,0.8087652325630188,0.20646031200885773
0.009664158336818218,0.9216479063034058,0.717570424079895,0.03608538955450058,0.882228672504425,0.38519254326820374
0.008975517936050892,0.9250218272209167,0.7336835861206055,0.020540572702884674,0.8953040838241577,0.45787638425827026
0.008385813795030117,0.9289750456809998,0.7511321306228638,0.010933367535471916,0.9192100763320923,0.5521343946456909
0.008128160610795021,0.9295957684516907,0.7509948015213013,0.013029573485255241,0.9130592346191406,0.51934415102005
0.007877126336097717,0.9304051399230957,0.7565826773643494,0.01439712941646576,0.8996692895889282,0.44967833161354065
0.007792549207806587,0.9318380355834961,0.7621961832046509,0.019512927159667015,0.9010002017021179,0.4530251622200012
0.007721268106251955,0.932023286819458,0.762023389339447,0.01562769152224064,0.9103618860244751,0.4903717041015625
0.007929112762212753,0.932306706905365,0.760621190071106,0.012338396161794662,0.9160207509994507,0.5299665927886963
0.007778300903737545,0.9325230717658997,0.7591758370399475,0.01754167303442955,0.9008987545967102,0.4684890806674957
0.007938643917441368,0.9319982528686523,0.759041428565979,0.010248436592519283,0.927482008934021,0.5853869318962097
0.00765218585729599,0.9315545558929443,0.7608968019485474,0.014878231100738049,0.9210130572319031,0.5650390386581421
0.007701930124312639,0.9325767159461975,0.7581655979156494,0.010227013379335403,0.9366159439086914,0.6322847604751587
0.00789978913962841,0.9302704930305481,0.7380584478378296,0.125023752450943,0.8321313858032227,0.16926845908164978
0.015692001208662987,0.8828389048576355,0.5533758401870728,0.22429147362709045,0.8425275683403015,1.7460961062448765e-12
0.01247088611125946,0.9051802158355713,0.6585696935653687,0.22390945255756378,0.8425687551498413,0.0022629329469054937
0.013717014342546463,0.8951205015182495,0.6097307801246643,0.2166072577238083,0.8373641967773438,0.08976640552282333
0.015530974604189396,0.8792654275894165,0.556642472743988,0.14538297057151794,0.8135841488838196,0.23110680282115936
0.012926440685987473,0.8991842269897461,0.6292256116867065,0.04682813584804535,0.8540302515029907,0.2886807322502136
0.009798169136047363,0.9209809899330139,0.7130807042121887,0.03716697543859482,0.8816217184066772,0.36135032773017883
0.008620102889835835,0.927543044090271,0.7410002946853638,0.02283993735909462,0.9037357568740845,0.4855033755302429
0.007904432713985443,0.9302098155021667,0.7489718198776245,0.026965001598000526,0.8873071670532227,0.40508586168289185
0.007497531361877918,0.9332197904586792,0.7658950090408325,0.01590580679476261,0.9001436233520508,0.45187997817993164
0.0072624278254806995,0.9343492388725281,0.7711071968078613,0.012172462418675423,0.9140323400497437,0.5125468969345093
0.007196334656327963,0.9343903660774231,0.7721201181411743,0.015079815872013569,0.9050540924072266,0.4711299538612366
0.007207693066447973,0.9346646070480347,0.7722325325012207,0.01763661578297615,0.8916427493095398,0.39802470803260803
0.007438269909471273,0.9329119920730591,0.7520056962966919,0.015713509172201157,0.9006603360176086,0.44329461455345154
0.007332744542509317,0.9345080852508545,0.7713803052902222,0.021520981565117836,0.8697711825370789,0.3397689461708069
0.00734655512496829,0.933765709400177,0.7703481912612915,0.010890450328588486,0.928122878074646,0.6003839373588562
0.006930634845048189,0.9345842003822327,0.7736639976501465,0.013215048238635063,0.9036731719970703,0.439735472202301
0.006695116404443979,0.9363477826118469,0.7828108668327332,0.013905191794037819,0.9048401117324829,0.4548678398132324
0.006569701246917248,0.9373070001602173,0.7885145545005798,0.014286363497376442,0.9052194356918335,0.44409388303756714
0.006464892532676458,0.9381152391433716,0.7888745665550232,0.013467277400195599,0.8987367749214172,0.3817214369773865
0.006347287446260452,0.9386149644851685,0.7975247502326965,0.014106407761573792,0.9016903042793274,0.42916688323020935
0.006265547126531601,0.9383729696273804,0.7979336977005005,0.014879480004310608,0.8960064053535461,0.38793984055519104
0.006273053120821714,0.9388377070426941,0.7955478429794312,0.013612133450806141,0.9027652740478516,0.41237926483154297
0.006212644279003143,0.9388174414634705,0.7993428111076355,0.01202435977756977,0.9037359356880188,0.42499542236328125
0.006173126865178347,0.9386385679244995,0.7940187454223633,0.013038110919296741,0.9070268869400024,0.4625926613807678
0.006249092519283295,0.9389453530311584,0.7988753914833069,0.015901125967502594,0.8842975497245789,0.3208024203777313
0.006901290267705917,0.9350908994674683,0.7635760307312012,0.016797669231891632,0.9053424596786499,0.4401306211948395
0.006695439573377371,0.93600994348526,0.7832953333854675,0.01150013878941536,0.9006864428520203,0.3571113646030426
0.0065867723897099495,0.9366267323493958,0.7869028449058533,0.013648760505020618,0.8981725573539734,0.39242616295814514
0.006223252043128014,0.9387258887290955,0.7978610992431641,0.012785298749804497,0.9031240344047546,0.4206532835960388
0.006119490601122379,0.9388166666030884,0.7990617752075195,0.011968313716351986,0.9097116589546204,0.44635599851608276
0.006057630758732557,0.9392381310462952,0.8030093908309937,0.013098835945129395,0.902204692363739,0.389749675989151
0.006126135587692261,0.9390394687652588,0.8005551099777222,0.011347825638949871,0.9161232113838196,0.4767177700996399
0.006197374779731035,0.9378683567047119,0.8004511594772339,0.010935352183878422,0.9150545001029968,0.49178117513656616
0.0061388262547552586,0.9390150904655457,0.7980257272720337,0.013998906128108501,0.9058435559272766,0.48261013627052307
0.0063936300575733185,0.9364029169082642,0.7705501914024353,0.01434247475117445,0.899544358253479,0.42620849609375
0.00619113352149725,0.9385004043579102,0.7921293377876282,0.013551710173487663,0.906654953956604,0.44828543066978455
0.006299189291894436,0.9375438094139099,0.7893203496932983,0.009877776727080345,0.9239177703857422,0.5265530347824097
0.006485484540462494,0.9354013204574585,0.7737177610397339,0.009633196517825127,0.9254949688911438,0.5993364453315735
0.013594388961791992,0.8987831473350525,0.6145523190498352,0.22522807121276855,0.8399965167045593,0.003447994589805603
0.017663029953837395,0.8703701496124268,0.4743436872959137,0.2265128195285797,0.8392705917358398,0.0046953847631812096
0.013021888211369514,0.8945611119270325,0.6100841164588928,0.22388002276420593,0.8403009176254272,0.004361928440630436
0.013492357917129993,0.897983968257904,0.6189365983009338,0.08087052404880524,0.8549537658691406,0.11601664125919342
0.010286765173077583,0.914495050907135,0.6782069206237793,0.024499543011188507,0.8999136090278625,0.4818677306175232
0.009144418872892857,0.9236882328987122,0.7279348373413086,0.03328569605946541,0.9079849123954773,0.4055936336517334
0.008156602270901203,0.928511381149292,0.7470248341560364,0.017047323286533356,0.9111043810844421,0.5092673301696777
0.0075298878364264965,0.9314520359039307,0.7654139399528503,0.021822672337293625,0.8848260641098022,0.35103973746299744
0.007413169369101524,0.9329143166542053,0.7595663070678711,0.02015761286020279,0.8835738897323608,0.31454887986183167
0.0073987701907753944,0.931714653968811,0.7426707744598389,0.011559044942259789,0.9183057546615601,0.5358982086181641
0.006918992847204208,0.9334249496459961,0.7696848511695862,0.009880336932837963,0.9174030423164368,0.5203931927680969
0.006584602873772383,0.9368355870246887,0.7884345650672913,0.010006812401115894,0.9141273498535156,0.5041637420654297
0.006332930643111467,0.9371665716171265,0.7942089438438416,0.011234637349843979,0.905674934387207,0.43129539489746094
0.006220972165465355,0.9386731386184692,0.7975424528121948,0.010939198546111584,0.9061943292617798,0.45092734694480896
0.006064126268029213,0.9386492967605591,0.8029014468193054,0.011131126433610916,0.9036569595336914,0.42218056321144104
0.0059634000062942505,0.9394026398658752,0.8043475151062012,0.012585923075675964,0.8963291049003601,0.3903542160987854
0.005874583963304758,0.9398143291473389,0.806395411491394,0.014194415882229805,0.8921409845352173,0.35675954818725586
0.005812594201415777,0.9399964809417725,0.8094280958175659,0.012607136741280556,0.9021745920181274,0.4220496118068695
0.005745361093431711,0.9401289820671082,0.809951663017273,0.015094636008143425,0.8917644619941711,0.3766687512397766
0.005677411332726479,0.9407344460487366,0.8129020929336548,0.015968089923262596,0.8930932879447937,0.3866756856441498
0.005736486986279488,0.9400181174278259,0.8061672449111938,0.02348451316356659,0.8737186193466187,0.3045155107975006
0.005680824164301157,0.9408596754074097,0.8148816823959351,0.014495995827019215,0.8975166082382202,0.40968331694602966
0.005875443574041128,0.9396995902061462,0.8015810251235962,0.012730171903967857,0.9135574102401733,0.49452799558639526
0.00574951246380806,0.9399339556694031,0.8074962496757507,0.011411001905798912,0.9170587658882141,0.5502228736877441
