loss,accuracy,jacard_coef,val_loss,val_accuracy,val_jacard_coef,lr
0.137105792760849,0.8796259760856628,0.3889918029308319,0.11041711270809174,0.9428481459617615,3.845535001545386e-12,0.001
0.0938461571931839,0.9643253087997437,0.5553855299949646,2.1618504524230957,0.18303459882736206,0.058819450438022614,0.001
0.06782044470310211,0.9775785207748413,0.6742675304412842,0.0681663304567337,0.9511459469795227,0.16559559106826782,0.001
0.050731971859931946,0.9851024746894836,0.7595384120941162,0.16459496319293976,0.9211634397506714,0.40505364537239075,0.001
0.04208792373538017,0.9848454594612122,0.7493126392364502,0.04732085019350052,0.9764530062675476,0.6336714625358582,0.001
0.03307700529694557,0.9884031414985657,0.8033432364463806,0.29580071568489075,0.6349034905433655,0.04617127776145935,0.001
0.027176648378372192,0.989799439907074,0.8229695558547974,0.02606882154941559,0.9858230352401733,0.7672775387763977,0.001
0.023122219368815422,0.9901776313781738,0.8259581327438354,0.023449666798114777,0.983424961566925,0.7150053977966309,0.001
0.01978888176381588,0.9910860061645508,0.8433868885040283,0.02992359548807144,0.9725269079208374,0.5173385739326477,0.001
0.016352402046322823,0.992534875869751,0.8670450448989868,0.014449026435613632,0.9900248646736145,0.8305693864822388,0.001
0.013733703643083572,0.993487536907196,0.8870659470558167,0.01358563918620348,0.9907943606376648,0.8447654843330383,0.001
0.014411800540983677,0.9911237955093384,0.8482105731964111,0.17361345887184143,0.9346708655357361,0.45473846793174744,0.001
0.011642158031463623,0.9932764768600464,0.8814933896064758,0.014186660759150982,0.9877577424049377,0.7899389863014221,0.001
0.01048853900283575,0.993497908115387,0.8859747052192688,0.012479733675718307,0.9884690642356873,0.8010547161102295,0.001
0.008988156914710999,0.9943177700042725,0.900675356388092,0.010984526947140694,0.9923466444015503,0.870344340801239,0.001
0.00906815193593502,0.9933089017868042,0.8809449076652527,0.013177426531910896,0.9884911775588989,0.8045706748962402,0.001
0.0076161702163517475,0.9946424961090088,0.9035911560058594,0.011186642572283745,0.9890437722206116,0.811456561088562,0.001
0.007122322451323271,0.9945846796035767,0.9040311574935913,0.010005024261772633,0.9922276735305786,0.8786559700965881,0.001
0.006531642749905586,0.994836151599884,0.9075874090194702,0.05330410599708557,0.9492652416229248,0.513248860836029,0.001
0.0068026259541511536,0.9941495656967163,0.8967120051383972,0.008598054759204388,0.9916226267814636,0.8537775278091431,0.001
0.0060621812008321285,0.994577169418335,0.9036563038825989,0.0064504011534154415,0.9932900071144104,0.8883630633354187,0.001
0.005499815568327904,0.9949609637260437,0.91196209192276,0.00625406950712204,0.9935711622238159,0.8916171193122864,0.001
0.005316255614161491,0.9949169158935547,0.9100375771522522,0.006579860113561153,0.9935515522956848,0.8918242454528809,0.001
0.00556136853992939,0.9943366050720215,0.8990960121154785,0.007052344735711813,0.9936113953590393,0.8935186266899109,0.001
0.004821263253688812,0.9950063824653625,0.9126562476158142,0.006396836135536432,0.9940019845962524,0.8991535305976868,0.001
0.0044365026988089085,0.9953250288963318,0.9185134768486023,0.026353057473897934,0.9699652791023254,0.6190154552459717,0.001
0.004717875272035599,0.9947962164878845,0.9085989594459534,0.008038603700697422,0.991828978061676,0.8574110269546509,0.001
0.004610165953636169,0.9948046207427979,0.907958984375,0.014513097703456879,0.9811882972717285,0.7256487607955933,0.001
0.0041197058744728565,0.9951667785644531,0.915473997592926,0.004808163270354271,0.9945574402809143,0.9074428081512451,0.001
0.003773194272071123,0.9955463409423828,0.9223475456237793,0.0058403112925589085,0.9943398237228394,0.9036416411399841,0.001
0.003632528241723776,0.9955816268920898,0.922173798084259,0.004768985789269209,0.994600236415863,0.908677339553833,0.001
0.0037564372178167105,0.9953917264938354,0.9188055992126465,0.04163358360528946,0.9375137090682983,0.39957383275032043,0.001
0.005639108829200268,0.9928842782974243,0.8747800588607788,0.009147862903773785,0.9920492768287659,0.8725242614746094,0.001
0.0037267112638801336,0.9952301979064941,0.9170801043510437,0.004460622556507587,0.9946112036705017,0.9089403748512268,0.001
0.003418285632506013,0.9955204725265503,0.9215207695960999,0.016000932082533836,0.9850342273712158,0.733200192451477,0.001
0.0033251321874558926,0.9955500960350037,0.9213937520980835,0.004691445734351873,0.9941118359565735,0.9025607705116272,0.001
0.00454317033290863,0.9940624833106995,0.8963431119918823,0.007535223383456469,0.9918026328086853,0.8681759834289551,0.001
0.0034676033537834883,0.9953286051750183,0.9174991250038147,0.00588622922077775,0.9923462271690369,0.8693017363548279,0.001
0.003277735086157918,0.9954753518104553,0.9206777811050415,0.008463802747428417,0.988609790802002,0.8169407844543457,0.001
0.004354742355644703,0.9941788911819458,0.8943135142326355,0.007713800296187401,0.9897273778915405,0.8340213894844055,0.001
0.0031093922443687916,0.9956433176994324,0.9239183068275452,0.004382794257253408,0.9944033026695251,0.906607449054718,0.001
0.0029724619816988707,0.9957558512687683,0.9248741269111633,0.004357459954917431,0.9945035576820374,0.9053655862808228,0.001
0.002749587642028928,0.996064305305481,0.9304845333099365,0.004079766105860472,0.9949684739112854,0.9158568382263184,0.0005
0.0027051439974457026,0.9961028695106506,0.931856632232666,0.003966862801462412,0.9950622916221619,0.9169014096260071,0.0005
0.0026323855854570866,0.9961767196655273,0.9326427578926086,0.004184243734925985,0.9948484897613525,0.9122289419174194,0.0005
0.0025808834470808506,0.996221661567688,0.9336649179458618,0.0040459712035954,0.9950481653213501,0.9157773852348328,0.0005
0.002542495261877775,0.996267557144165,0.9346842765808105,0.004249128513038158,0.9950353503227234,0.9160163402557373,0.0005
0.0025347911287099123,0.9962356686592102,0.9333456754684448,0.004272819496691227,0.9948880076408386,0.9142951965332031,0.0005
0.0024682008661329746,0.9963282346725464,0.9355053901672363,0.004292997531592846,0.9950653910636902,0.9177150726318359,0.0005
0.0024399198591709137,0.9963840246200562,0.9357246160507202,0.004769914783537388,0.9942337274551392,0.9010446667671204,0.0005
0.002338552614673972,0.9965181350708008,0.9384287595748901,0.0042193178087472916,0.9951760768890381,0.9178150296211243,0.0005
0.0024419783148914576,0.9963500499725342,0.9349526762962341,0.004418077412992716,0.9946872591972351,0.9122169017791748,0.0005
0.0023235559929162264,0.9965089559555054,0.9382678866386414,0.004291288089007139,0.9948025941848755,0.9127777218818665,0.0005
0.002253816230222583,0.9965996742248535,0.9400314688682556,0.004223271273076534,0.9952318668365479,0.9197897911071777,0.0005
0.0021728170104324818,0.996701717376709,0.9418324828147888,0.0048443409614264965,0.9947405457496643,0.9124210476875305,0.0005
0.0023039865773171186,0.9964882135391235,0.9380467534065247,0.004284797701984644,0.9945875406265259,0.9074534177780151,0.0005
0.0021701687946915627,0.9966979026794434,0.9419286251068115,0.003934625536203384,0.9951006770133972,0.9181084632873535,0.0005
0.002118190284818411,0.9967425465583801,0.9425532817840576,0.0045197494328022,0.9949490427970886,0.9149941802024841,0.0005
0.0020475026685744524,0.9968532919883728,0.9437524676322937,0.004585832357406616,0.9948416352272034,0.9125697612762451,0.0005
0.0019601776730269194,0.9969679713249207,0.9460271000862122,0.004648094996809959,0.9951097369194031,0.9203795194625854,0.0005
0.002004143549129367,0.996943473815918,0.9461876153945923,0.005004132632166147,0.9943186044692993,0.9052140116691589,0.0005
0.001922460738569498,0.9969912767410278,0.9463710188865662,0.0045789871364831924,0.994956910610199,0.9157295227050781,0.0005
0.0018545066704973578,0.9971093535423279,0.9484539031982422,0.004891171120107174,0.995082676410675,0.9177206158638,0.0005
0.0019052273128181696,0.997038722038269,0.9471132159233093,0.004773425403982401,0.9951260089874268,0.9179021716117859,0.0005
0.0017789371777325869,0.9972042441368103,0.9500371217727661,0.004890940617769957,0.9948470592498779,0.9139114022254944,0.0005
0.001736739999614656,0.9972726106643677,0.9514099955558777,0.0061217499896883965,0.9935522079467773,0.8887264132499695,0.0005
0.0017720989417284727,0.997212827205658,0.9497119784355164,0.015126332640647888,0.9864078760147095,0.7685904502868652,0.0005
0.0017005838453769684,0.9973031282424927,0.951749324798584,0.007642141077667475,0.9932410717010498,0.8893024921417236,0.0005
0.0014803166268393397,0.9976863265037537,0.9587147235870361,0.006036836188286543,0.9942880868911743,0.9037532806396484,0.00025
0.0013885499211028218,0.9978199005126953,0.960909903049469,0.005606844089925289,0.9949455261230469,0.9165027737617493,0.00025
0.001361861708573997,0.9978662133216858,0.961748480796814,0.006004528608173132,0.9944685101509094,0.9083555340766907,0.00025
0.0015242367517203093,0.9976128935813904,0.9567036032676697,0.005514559801667929,0.9947631359100342,0.9157955050468445,0.00025
0.0013329131761565804,0.9978973269462585,0.9622296690940857,0.0056374105624854565,0.9949917197227478,0.9164772033691406,0.00025
0.0012965536443516612,0.9979586005210876,0.963623583316803,0.006131477188318968,0.994834840297699,0.9164403676986694,0.00025
0.0013832281110808253,0.9978424906730652,0.9616193771362305,0.007330757565796375,0.9936185479164124,0.8935185670852661,0.00025
