,loss,accuracy,jacard_coef,val_loss,val_accuracy,val_jacard_coef,lr
0,0.23747020959854126,0.23075370490550995,0.08248259872198105,1.121786117553711,0.9303995966911316,1.4615610154436465e-12,0.001
1,0.19071918725967407,0.374123752117157,0.09129352122545242,1.0667074918746948,0.9303243160247803,1.459960731153842e-05,0.001
2,0.17562873661518097,0.4557134211063385,0.08144403249025345,0.16905546188354492,0.7269297242164612,0.056071873754262924,0.001
3,0.17966198921203613,0.435380220413208,0.07243818044662476,0.264703631401062,0.8980682492256165,0.021474190056324005,0.001
4,0.1741560399532318,0.5111572742462158,0.06869763135910034,0.16894109547138214,0.42629292607307434,0.059778206050395966,0.001
5,0.1694454699754715,0.6143373250961304,0.0730069950222969,0.15745232999324799,0.8245331048965454,0.043899763375520706,0.001
6,0.17681127786636353,0.519830048084259,0.06590088456869125,0.28362199664115906,0.8878926634788513,0.02689577266573906,0.001
7,0.16764481365680695,0.7178769111633301,0.058154184371232986,0.150328129529953,0.7728068232536316,0.048345450311899185,0.001
8,0.17304837703704834,0.664268434047699,0.05516935884952545,1.0588698387145996,0.9253163933753967,1.3620639947475865e-05,0.001
9,0.1616971641778946,0.8351733684539795,0.05530357360839844,0.9566145539283752,0.9189280271530151,0.004310237243771553,0.001
10,0.15851141512393951,0.8461228013038635,0.035145003348588943,0.2009100764989853,0.6620646119117737,0.04944704473018646,0.0005
11,0.1594744771718979,0.8719058036804199,0.030003808438777924,0.169145867228508,0.8771454095840454,0.032717689871788025,0.0005
12,0.15863937139511108,0.8859654068946838,0.029899563640356064,0.1685650646686554,0.7624247074127197,0.0685172975063324,0.0005
13,0.15637056529521942,0.8942503333091736,0.030148301273584366,0.16850091516971588,0.6854909062385559,0.07627612352371216,0.0005
14,0.154428169131279,0.8875992894172668,0.03769361972808838,0.1680227667093277,0.6655232906341553,0.07397675514221191,0.0005
15,0.15381638705730438,0.8418738842010498,0.054539456963539124,0.15858985483646393,0.7734954953193665,0.05048571154475212,0.0005
16,0.15415151417255402,0.8984357118606567,0.021832237020134926,0.1477629840373993,0.8905049562454224,0.04289449006319046,0.0005
17,0.1518339216709137,0.9110140800476074,0.007517332211136818,0.14770275354385376,0.9114186763763428,0.008855299092829227,0.0005
18,0.15061922371387482,0.913476288318634,0.01881657913327217,0.16664543747901917,0.8533213138580322,0.027346622198820114,0.0005
19,0.15078413486480713,0.9089959859848022,0.008768884465098381,0.16821986436843872,0.8101745843887329,0.03641968593001366,0.00025
20,0.14915195107460022,0.9132617115974426,0.009243984706699848,0.1664825826883316,0.8556050658226013,0.0317000113427639,0.00025
21,0.1484358161687851,0.9129377007484436,0.015488730743527412,0.1652928739786148,0.9199727177619934,0.015197035856544971,0.00025
22,0.14750610291957855,0.9125680923461914,0.008243110030889511,0.16443698108196259,0.9303823113441467,1.461197916136081e-12,0.00025
23,0.14718206226825714,0.9143346548080444,0.009115452878177166,0.16621670126914978,0.9137848019599915,0.04626170173287392,0.00025
