,loss,accuracy,jacard_coef,val_loss,val_accuracy,val_jacard_coef
0,0.13253119587898254,0.8623086810112,0.0832698866724968,0.2961871325969696,0.7259223461151123,0.07134194672107697
1,0.07756216078996658,0.9774203896522522,0.10589146614074707,0.10110151767730713,0.93705153465271,0.0761350467801094
2,0.05332832410931587,0.9851826429367065,0.12292422354221344,0.065997414290905,0.9562665224075317,0.0942675992846489
3,0.03849068656563759,0.9887849688529968,0.138125479221344,0.03667886182665825,0.9839628338813782,0.14237113296985626
4,0.028587765991687775,0.9911353588104248,0.15334784984588623,0.07408739626407623,0.9594172239303589,0.12503188848495483
5,0.022513803094625473,0.9918847680091858,0.16592051088809967,0.028563041239976883,0.9831395745277405,0.15916171669960022
6,0.018516985699534416,0.9921934008598328,0.17661058902740479,0.018402935937047005,0.9900885820388794,0.18488548696041107
7,0.014351151883602142,0.994023323059082,0.1925593614578247,0.01495846826583147,0.9915558099746704,0.2016814798116684
8,0.012185484170913696,0.9942147731781006,0.2031857967376709,0.01336144283413887,0.9914474487304688,0.21022483706474304
9,0.011348411440849304,0.9933499693870544,0.20914386212825775,0.011163375340402126,0.9932385683059692,0.22536800801753998
10,0.009189206175506115,0.9946300983428955,0.22360163927078247,0.009935244917869568,0.9928842186927795,0.23437397181987762
11,0.008123045787215233,0.994716465473175,0.23367545008659363,0.008522947318851948,0.9938830733299255,0.24532434344291687
12,0.00720547791570425,0.9950055480003357,0.24385809898376465,0.00831727497279644,0.9936967492103577,0.2484249323606491
13,0.006421659141778946,0.9951974749565125,0.2540198564529419,0.007837394252419472,0.9938956499099731,0.254682332277298
14,0.006849655881524086,0.9940420985221863,0.255927711725235,0.42060479521751404,0.8384028077125549,0.16733048856258392
15,0.016353890299797058,0.9849395155906677,0.21520230174064636,0.33174604177474976,0.522972583770752,0.07005881518125534
16,0.008079865016043186,0.9917404651641846,0.2511976659297943,0.007879425771534443,0.9918901324272156,0.2550259530544281
17,0.005805061664432287,0.9941144585609436,0.27502694725990295,0.00811738520860672,0.9915852546691895,0.27182137966156006
18,0.00507148215547204,0.9947311282157898,0.28807076811790466,0.00852674525231123,0.9912741184234619,0.28082939982414246
19,0.004672470968216658,0.9949811697006226,0.2981022596359253,0.005940858740359545,0.9937291145324707,0.3001340925693512
20,0.0043876091949641705,0.9951295852661133,0.3069814145565033,0.00691989716142416,0.9926405549049377,0.29901301860809326
21,0.004179535433650017,0.9952123761177063,0.3153941333293915,0.00553864985704422,0.9934987425804138,0.3149740695953369
22,0.0055145216174423695,0.9935241937637329,0.30944734811782837,0.009323840960860252,0.9904101490974426,0.3328174948692322
23,0.0045614466071128845,0.9944197535514832,0.3184000551700592,0.0046159024350345135,0.9943696856498718,0.32952171564102173
24,0.0038481371011584997,0.9951756000518799,0.335662305355072,0.005376944784075022,0.993755042552948,0.33381009101867676
25,0.0036135753616690636,0.995358407497406,0.3461037278175354,0.0043019182048738,0.9945029020309448,0.35443225502967834
26,0.00348594319075346,0.9954348802566528,0.3549669086933136,0.004281801637262106,0.994476854801178,0.3631768524646759
27,0.0033201449550688267,0.9955919981002808,0.3639123737812042,0.004973722621798515,0.9937976002693176,0.3613983988761902
28,0.0035553951747715473,0.9951693415641785,0.36729586124420166,0.005318973213434219,0.9935198426246643,0.3690643310546875
29,0.0033522294834256172,0.9954021573066711,0.3750898540019989,0.005894639994949102,0.9928869605064392,0.3807171881198883
30,0.0031082152854651213,0.9956210255622864,0.38730764389038086,0.0057018473744392395,0.9930172562599182,0.3837362229824066
31,0.0031621307134628296,0.9955205917358398,0.3925682306289673,0.004857102409005165,0.9936158657073975,0.3891727924346924
32,0.0029205705504864454,0.9957579970359802,0.4035942554473877,0.003943456336855888,0.9945688843727112,0.405378520488739
