epoch,accuracy,dice_coef,jacard_coef,loss,val_accuracy,val_dice_coef,val_jacard_coef,val_loss
0,0.8334605097770691,0.35529235005378723,0.23051440715789795,0.4792754650115967,0.056674495339393616,0.1044568344950676,0.0559706948697567,1.1117076873779297
1,0.9743861556053162,0.6166496276855469,0.4645860493183136,0.2763054668903351,0.05706315487623215,0.10456915199756622,0.05603356286883354,1.1104377508163452
2,0.9826080203056335,0.7121700048446655,0.5682782530784607,0.2069489061832428,0.07020633667707443,0.10577304661273956,0.05671944469213486,1.0972601175308228
3,0.9865520000457764,0.7587174773216248,0.6266795992851257,0.1732194870710373,0.07447729259729385,0.10627102851867676,0.05700443312525749,1.0882647037506104
4,0.9880573749542236,0.7822085022926331,0.6593205332756042,0.15632420778274536,0.12164130806922913,0.11241983622312546,0.06053614616394043,0.9868738055229187
5,0.9893351197242737,0.8150718808174133,0.6986955404281616,0.13294462859630585,0.2762208878993988,0.13041262328624725,0.0709909051656723,0.8895182013511658
6,0.9905744194984436,0.8335311412811279,0.7232692837715149,0.11963777244091034,0.39260002970695496,0.14712846279144287,0.0809018462896347,0.8400745987892151
7,0.9911755323410034,0.8428465127944946,0.7398567795753479,0.11289474368095398,0.5409451127052307,0.18415911495685577,0.10354790836572647,0.7637094855308533
8,0.9919488430023193,0.8636249899864197,0.7670981287956238,0.0981450155377388,0.5996915698051453,0.2048347294330597,0.11666488647460938,0.7223957777023315
9,0.991958498954773,0.8658012747764587,0.7734845876693726,0.09660957008600235,0.524322509765625,0.18057671189308167,0.10132254660129547,0.773659348487854
10,0.9924218654632568,0.8767452239990234,0.7877291440963745,0.08879820257425308,0.5770010352134705,0.19858185946941376,0.11263969540596008,0.7451339960098267
11,0.9930151700973511,0.884246826171875,0.7988237738609314,0.0833897814154625,0.6996117830276489,0.2550024092197418,0.14994598925113678,0.6480168104171753
12,0.9929608106613159,0.8887522220611572,0.8073133230209351,0.08024158328771591,0.6459357142448425,0.22725039720535278,0.13130053877830505,0.6908382773399353
13,0.9936578869819641,0.9019330739974976,0.8244907259941101,0.0707852840423584,0.6179865598678589,0.21430358290672302,0.12285244464874268,0.7119766473770142
14,0.9936248064041138,0.9041107892990112,0.828045666217804,0.0692933052778244,0.7098284363746643,0.263054221868515,0.15541619062423706,0.6396799087524414
15,0.993462324142456,0.902694046497345,0.8294359445571899,0.07035057991743088,0.5785203576087952,0.20049621164798737,0.11391428112983704,0.7472573518753052
16,0.9939045310020447,0.9123742580413818,0.8432221412658691,0.06339095532894135,0.623864471912384,0.2181660234928131,0.12530291080474854,0.7112360000610352
17,0.9938795566558838,0.9152253270149231,0.8458506464958191,0.06145523115992546,0.7375877499580383,0.2814595401287079,0.16822925209999084,0.6149612069129944
18,0.9942888021469116,0.9160446524620056,0.8500374555587769,0.0607205405831337,0.7273336052894592,0.2745206654071808,0.16333381831645966,0.6256986856460571
19,0.9942101836204529,0.9205425977706909,0.8567201495170593,0.05760051682591438,0.7667211890220642,0.30524760484695435,0.18518957495689392,0.587071418762207
20,0.9942827820777893,0.9214249849319458,0.8591397404670715,0.056972626596689224,0.6866029500961304,0.24996663630008698,0.14646939933300018,0.6633509993553162
21,0.9943899512290955,0.9242775440216064,0.8632236123085022,0.05493341013789177,0.7465696334838867,0.29037952423095703,0.17461609840393066,0.6071963906288147
22,0.9944353699684143,0.9247116446495056,0.8649560809135437,0.0546441450715065,0.7455140352249146,0.28892409801483154,0.17355535924434662,0.6082108020782471
23,0.994728684425354,0.9352772831916809,0.8792105913162231,0.04711949825286865,0.6919877529144287,0.25351017713546753,0.14890329539775848,0.6580864191055298
24,0.9945932030677795,0.932231068611145,0.8747966289520264,0.04932446777820587,0.7561091780662537,0.2970089316368103,0.17920264601707458,0.5990351438522339
