epoch,accuracy,dice_coef,jacard_coef,loss,val_accuracy,val_dice_coef,val_jacard_coef,val_loss
0,0.8666968941688538,0.3621870279312134,0.2347778081893921,0.46989405155181885,0.17113558948040009,0.11187465488910675,0.060504067689180374,0.8384689092636108
1,0.9709492921829224,0.600143551826477,0.4464721083641052,0.2885676324367523,0.12140491604804993,0.1142563447356224,0.06177881360054016,0.9147463440895081
2,0.9816063046455383,0.6977130174636841,0.5512101054191589,0.21703243255615234,0.632347822189331,0.21581436693668365,0.1241936981678009,0.660467803478241
3,0.9847792983055115,0.7421833276748657,0.6058655977249146,0.18512193858623505,0.0625685453414917,0.10645947605371475,0.0572567917406559,1.0692545175552368
4,0.9880372285842896,0.7927834987640381,0.667887806892395,0.1488044261932373,0.26257339119911194,0.12783357501029968,0.06960276514291763,0.8914427757263184
5,0.988913357257843,0.8103800415992737,0.6937856674194336,0.1362317055463791,0.07943670451641083,0.10899632424116135,0.05870606377720833,1.0089900493621826
6,0.9897271990776062,0.8316001892089844,0.7221447825431824,0.12120237946510315,0.7923743724822998,0.3224274814128876,0.1987358033657074,0.5429222583770752
7,0.9903964996337891,0.8427459597587585,0.7418673038482666,0.11315522342920303,0.727817714214325,0.2743642032146454,0.16399353742599487,0.5986925363540649
8,0.991542398929596,0.864669680595398,0.7700082659721375,0.09747695922851562,0.6443036794662476,0.22872312366962433,0.13274139165878296,0.6531521081924438
9,0.9919642806053162,0.8777366876602173,0.7901837825775146,0.08818197250366211,0.5728200078010559,0.19930338859558105,0.11347541958093643,0.7278130054473877
10,0.9926212430000305,0.8876007795333862,0.8038631677627563,0.08112084865570068,0.6112992763519287,0.21406665444374084,0.12306443601846695,0.6945286393165588
11,0.9926913380622864,0.8903270363807678,0.8128472566604614,0.07913894951343536,0.6400967836380005,0.22753362357616425,0.13195839524269104,0.666364848613739
12,0.9931531548500061,0.9021041393280029,0.8271097540855408,0.07079248130321503,0.6975352168083191,0.25752076506614685,0.15229560434818268,0.6193557977676392
13,0.9931286573410034,0.8999069929122925,0.826849639415741,0.07231521606445312,0.7335310578346252,0.281223326921463,0.16889290511608124,0.5906261205673218
14,0.9934866428375244,0.9095460772514343,0.841413676738739,0.06547810882329941,0.7159256339073181,0.2699303925037384,0.16095106303691864,0.6011148691177368
