image,dilution,dilution_label,n_tiles,mean_density_threshold_0.2,median_density_threshold_0.2,std_density_threshold_0.2,mean_density_threshold_0.5,median_density_threshold_0.5,std_density_threshold_0.5,mean_density_threshold_0.8,median_density_threshold_0.8,std_density_threshold_0.8,mean_density_threshold_0.95,median_density_threshold_0.95,std_density_threshold_0.95,mean_density_clahe_otsu_pred,median_density_clahe_otsu_pred,std_density_clahe_otsu_pred,mean_density_clahe_otsu_orig,median_density_clahe_otsu_orig,std_density_clahe_otsu_orig
10240x_2025-05-29_02-22-00_002.tif,10240,10240x,28,0.00286729,0.002603531,0.0016132707,0.000711986,0.0006351471,0.00045407208,3.5558427e-05,2.0980835e-05,3.9657818e-05,0.0,0.0,0.0,0.31872313363211496,0.3304119110107422,0.07834351156199346,0.4898685727800642,0.5011787414550781,0.06799856811586717
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,28,0.06042031,0.05096054,0.025076386,0.017676353,0.017326355,0.0038368423,0.0011971338,0.0011558533,0.00048422348,0.0,0.0,0.0,0.06824629647391182,0.051753997802734375,0.03823672616526648,0.06519440242222377,0.03979301452636719,0.061501443090583606
160x_2025-05-15_02-05-00.tif,160,160x,28,0.6271144,0.6114998,0.050713226,0.2808805,0.2661171,0.059188522,0.0634846,0.05637741,0.021787409,0.0005509513,0.00046730042,0.00046731776,0.4461240768432617,0.4456653594970703,0.02166542394250581,0.3147130693708147,0.30344390869140625,0.03668772482499694
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,28,0.04215336,0.03612137,0.015030698,0.0129646575,0.013017654,0.0015255113,0.0011420931,0.0012283325,0.00048785316,5.585807e-06,0.0,2.0673073e-05,0.053417205810546875,0.038143157958984375,0.037534454315327606,0.11829021998814174,0.032032012939453125,0.12806332107522195
320x_2025-05-15_02-05-00.tif,320,320x,28,0.30074963,0.29638672,0.048799388,0.09717859,0.091594696,0.021321783,0.011829649,0.009428024,0.0071069663,5.217961e-05,2.861023e-05,6.9266716e-05,0.26087869916643414,0.26519012451171875,0.02670323002011016,0.17513860974993026,0.16143035888671875,0.041329234810654904
5120x_2025-05-16_00-59-00.tif,5120,5120x,28,0.018066678,0.015785217,0.009091258,0.004738944,0.0045490265,0.001126155,0.0002683912,0.00022697449,0.00015105864,1.0899136e-06,0.0,5.76728e-06,0.15353666033063615,0.19506454467773438,0.10888129086913474,0.4044803891863142,0.41353797912597656,0.05472875054094231
640x_2025-05-16_00-59-00_002.tif,640,640x,28,0.14904213,0.121011734,0.06677355,0.04706437,0.041971207,0.01710148,0.0030232838,0.002008438,0.002810038,0.00012561253,0.0,0.00036929434,0.14182213374546596,0.12876319885253906,0.04950894931871873,0.10459068843296596,0.09724998474121094,0.026055760056356958
80x_2025-05-22_14-48-00.tif,80,80x,28,0.81534207,0.8142586,0.04318784,0.55119896,0.5490551,0.040157575,0.25046703,0.24932098,0.044285934,0.01573004,0.01581192,0.006859444,0.5049540655953544,0.503814697265625,0.0053006416978822555,0.4441615513392857,0.4429283142089844,0.006753246648845572
