image,dilution_factor,tile_idx,model_name,model_label,architecture,foreground_pct
5120x_2025-05-16_00-59-00_002,20,24,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,24,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
5120x_2025-05-16_00-59-00_002,20,24,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2002716064453125
5120x_2025-05-16_00-59-00_002,20,24,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,24,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,25,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,25,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
5120x_2025-05-16_00-59-00_002,20,25,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2086639404296875
5120x_2025-05-16_00-59-00_002,20,25,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,25,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,26,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,26,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2002716064453125
5120x_2025-05-16_00-59-00_002,20,26,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.225830078125
5120x_2025-05-16_00-59-00_002,20,26,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,26,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,27,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,27,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.201416015625
5120x_2025-05-16_00-59-00_002,20,27,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.32501220703125
5120x_2025-05-16_00-59-00_002,20,27,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,27,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,0,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,0,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1995086669921875
10240x_2560x_2025-05-16_00-59-00_002,40,0,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2017974853515625
10240x_2560x_2025-05-16_00-59-00_002,40,0,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,0,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,1,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,1,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1995086669921875
10240x_2560x_2025-05-16_00-59-00_002,40,1,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.19989013671875
10240x_2560x_2025-05-16_00-59-00_002,40,1,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,1,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,2,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,2,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.203704833984375
10240x_2560x_2025-05-16_00-59-00_002,40,2,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2223968505859375
10240x_2560x_2025-05-16_00-59-00_002,40,2,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,2,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,3,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,3,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2048492431640625
10240x_2560x_2025-05-16_00-59-00_002,40,3,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4009246826171875
10240x_2560x_2025-05-16_00-59-00_002,40,3,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,3,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,4,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,4,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2044677734375
10240x_2560x_2025-05-16_00-59-00_002,40,4,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4730224609375
10240x_2560x_2025-05-16_00-59-00_002,40,4,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,4,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,5,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,5,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2025604248046875
10240x_2560x_2025-05-16_00-59-00_002,40,5,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4520416259765625
10240x_2560x_2025-05-16_00-59-00_002,40,5,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,5,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,6,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,6,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.21514892578125
10240x_2560x_2025-05-16_00-59-00_002,40,6,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4001617431640625
10240x_2560x_2025-05-16_00-59-00_002,40,6,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,6,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,7,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,7,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
10240x_2560x_2025-05-16_00-59-00_002,40,7,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.197601318359375
10240x_2560x_2025-05-16_00-59-00_002,40,7,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,7,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,8,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,8,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1995086669921875
10240x_2560x_2025-05-16_00-59-00_002,40,8,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.205230712890625
10240x_2560x_2025-05-16_00-59-00_002,40,8,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,8,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,9,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,9,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1995086669921875
10240x_2560x_2025-05-16_00-59-00_002,40,9,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.205230712890625
10240x_2560x_2025-05-16_00-59-00_002,40,9,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,9,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,10,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,10,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2025604248046875
10240x_2560x_2025-05-16_00-59-00_002,40,10,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2315521240234375
10240x_2560x_2025-05-16_00-59-00_002,40,10,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,10,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,11,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,11,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.201416015625
10240x_2560x_2025-05-16_00-59-00_002,40,11,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4261016845703125
10240x_2560x_2025-05-16_00-59-00_002,40,11,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,11,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,12,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,12,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2025604248046875
10240x_2560x_2025-05-16_00-59-00_002,40,12,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4604339599609375
10240x_2560x_2025-05-16_00-59-00_002,40,12,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,12,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,13,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,13,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2025604248046875
10240x_2560x_2025-05-16_00-59-00_002,40,13,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4505157470703125
10240x_2560x_2025-05-16_00-59-00_002,40,13,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,13,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,14,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,14,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
10240x_2560x_2025-05-16_00-59-00_002,40,14,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.197601318359375
10240x_2560x_2025-05-16_00-59-00_002,40,14,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,14,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,15,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,15,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
10240x_2560x_2025-05-16_00-59-00_002,40,15,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2002716064453125
10240x_2560x_2025-05-16_00-59-00_002,40,15,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,15,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,16,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,16,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1995086669921875
10240x_2560x_2025-05-16_00-59-00_002,40,16,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.201416015625
10240x_2560x_2025-05-16_00-59-00_002,40,16,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,16,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,17,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,17,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.200653076171875
10240x_2560x_2025-05-16_00-59-00_002,40,17,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2033233642578125
10240x_2560x_2025-05-16_00-59-00_002,40,17,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,17,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,18,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,18,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2002716064453125
10240x_2560x_2025-05-16_00-59-00_002,40,18,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2685546875
10240x_2560x_2025-05-16_00-59-00_002,40,18,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,18,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,19,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,19,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2017974853515625
10240x_2560x_2025-05-16_00-59-00_002,40,19,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.3688812255859375
10240x_2560x_2025-05-16_00-59-00_002,40,19,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,19,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,20,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,20,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2017974853515625
10240x_2560x_2025-05-16_00-59-00_002,40,20,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.45013427734375
10240x_2560x_2025-05-16_00-59-00_002,40,20,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,20,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,21,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,21,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
10240x_2560x_2025-05-16_00-59-00_002,40,21,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.1873016357421875
10240x_2560x_2025-05-16_00-59-00_002,40,21,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,21,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,22,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,22,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
10240x_2560x_2025-05-16_00-59-00_002,40,22,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.1979827880859375
10240x_2560x_2025-05-16_00-59-00_002,40,22,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,22,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,23,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,23,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
10240x_2560x_2025-05-16_00-59-00_002,40,23,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.1987457275390625
10240x_2560x_2025-05-16_00-59-00_002,40,23,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,23,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,24,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,24,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
10240x_2560x_2025-05-16_00-59-00_002,40,24,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2025604248046875
10240x_2560x_2025-05-16_00-59-00_002,40,24,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,24,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,25,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,25,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.19989013671875
10240x_2560x_2025-05-16_00-59-00_002,40,25,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2086639404296875
10240x_2560x_2025-05-16_00-59-00_002,40,25,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,25,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,26,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,26,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1995086669921875
10240x_2560x_2025-05-16_00-59-00_002,40,26,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2166748046875
10240x_2560x_2025-05-16_00-59-00_002,40,26,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,26,attention_resunet,Attention ResUNet,attention_resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,27,unet_best,U-Net (best),unet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,27,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.205230712890625
10240x_2560x_2025-05-16_00-59-00_002,40,27,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2841949462890625
10240x_2560x_2025-05-16_00-59-00_002,40,27,resunet,ResUNet,resunet,0.0
10240x_2560x_2025-05-16_00-59-00_002,40,27,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,0,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,0,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2002716064453125
640x_2025-05-16_00-59-00_002,40,0,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.21514892578125
640x_2025-05-16_00-59-00_002,40,0,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,0,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,1,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,1,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1995086669921875
640x_2025-05-16_00-59-00_002,40,1,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2197265625
640x_2025-05-16_00-59-00_002,40,1,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,1,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,2,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,2,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2033233642578125
640x_2025-05-16_00-59-00_002,40,2,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2368927001953125
640x_2025-05-16_00-59-00_002,40,2,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,2,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,3,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,3,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2025604248046875
640x_2025-05-16_00-59-00_002,40,3,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.3688812255859375
640x_2025-05-16_00-59-00_002,40,3,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,3,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,4,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,4,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2056121826171875
640x_2025-05-16_00-59-00_002,40,4,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4589080810546875
640x_2025-05-16_00-59-00_002,40,4,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,4,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,5,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,5,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.203704833984375
640x_2025-05-16_00-59-00_002,40,5,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4505157470703125
640x_2025-05-16_00-59-00_002,40,5,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,5,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,6,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,6,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.215911865234375
640x_2025-05-16_00-59-00_002,40,6,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.405120849609375
640x_2025-05-16_00-59-00_002,40,6,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,6,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,7,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,7,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2002716064453125
640x_2025-05-16_00-59-00_002,40,7,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2105712890625
640x_2025-05-16_00-59-00_002,40,7,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,7,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,8,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,8,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
640x_2025-05-16_00-59-00_002,40,8,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.20904541015625
640x_2025-05-16_00-59-00_002,40,8,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,8,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,9,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,9,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.19989013671875
640x_2025-05-16_00-59-00_002,40,9,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2155303955078125
640x_2025-05-16_00-59-00_002,40,9,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,9,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,10,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,10,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.200653076171875
640x_2025-05-16_00-59-00_002,40,10,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2475738525390625
640x_2025-05-16_00-59-00_002,40,10,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,10,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,11,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,11,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.200653076171875
640x_2025-05-16_00-59-00_002,40,11,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.3795623779296875
640x_2025-05-16_00-59-00_002,40,11,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,11,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,12,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,12,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.202178955078125
640x_2025-05-16_00-59-00_002,40,12,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4425048828125
640x_2025-05-16_00-59-00_002,40,12,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,12,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,13,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,13,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2063751220703125
640x_2025-05-16_00-59-00_002,40,13,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4558563232421875
640x_2025-05-16_00-59-00_002,40,13,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,13,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,14,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,14,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1979827880859375
640x_2025-05-16_00-59-00_002,40,14,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.1979827880859375
640x_2025-05-16_00-59-00_002,40,14,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,14,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,15,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,15,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
640x_2025-05-16_00-59-00_002,40,15,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2033233642578125
640x_2025-05-16_00-59-00_002,40,15,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,15,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,16,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,16,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1987457275390625
640x_2025-05-16_00-59-00_002,40,16,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.206756591796875
640x_2025-05-16_00-59-00_002,40,16,resunet,ResUNet,resunet,0.0
640x_2025-05-16_00-59-00_002,40,16,attention_resunet,Attention ResUNet,attention_resunet,0.0
640x_2025-05-16_00-59-00_002,40,17,unet_best,U-Net (best),unet,0.0
640x_2025-05-16_00-59-00_002,40,17,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
640x_2025-05-16_00-59-00_002,40,17,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2117156982421875
640x_2025-05-16_00-59-00_002,40,17,resunet,ResUNet,resunet,0.0
