image,dilution_factor,tile_idx,model_name,model_label,architecture,foreground_pct
20x_2025-05-15_02-05-00,20,26,resunet,ResUNet,resunet,0.0
20x_2025-05-15_02-05-00,20,26,attention_resunet,Attention ResUNet,attention_resunet,0.0
20x_2025-05-15_02-05-00,20,27,unet_best,U-Net (best),unet,0.0
20x_2025-05-15_02-05-00,20,27,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.229644775390625
20x_2025-05-15_02-05-00,20,27,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.408935546875
20x_2025-05-15_02-05-00,20,27,resunet,ResUNet,resunet,0.0
20x_2025-05-15_02-05-00,20,27,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,0,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,0,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2002716064453125
320x_2025-05-15_02-05-00,20,0,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.3879547119140625
320x_2025-05-15_02-05-00,20,0,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,0,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,1,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,1,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2010345458984375
320x_2025-05-15_02-05-00,20,1,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.225830078125
320x_2025-05-15_02-05-00,20,1,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,1,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,2,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,2,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2017974853515625
320x_2025-05-15_02-05-00,20,2,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2376556396484375
320x_2025-05-15_02-05-00,20,2,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,2,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,3,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,3,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.203704833984375
320x_2025-05-15_02-05-00,20,3,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2552032470703125
320x_2025-05-15_02-05-00,20,3,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,3,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,4,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,4,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.200653076171875
320x_2025-05-15_02-05-00,20,4,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.23956298828125
320x_2025-05-15_02-05-00,20,4,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,4,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,5,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,5,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.200653076171875
320x_2025-05-15_02-05-00,20,5,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.270843505859375
320x_2025-05-15_02-05-00,20,5,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,5,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,6,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,6,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.22125244140625
320x_2025-05-15_02-05-00,20,6,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.3787994384765625
320x_2025-05-15_02-05-00,20,6,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,6,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,7,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,7,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1987457275390625
320x_2025-05-15_02-05-00,20,7,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2552032470703125
320x_2025-05-15_02-05-00,20,7,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,7,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,8,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,8,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.19989013671875
320x_2025-05-15_02-05-00,20,8,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2033233642578125
320x_2025-05-15_02-05-00,20,8,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,8,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,9,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,9,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2010345458984375
320x_2025-05-15_02-05-00,20,9,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.212860107421875
320x_2025-05-15_02-05-00,20,9,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,9,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,10,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,10,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2002716064453125
320x_2025-05-15_02-05-00,20,10,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.214385986328125
320x_2025-05-15_02-05-00,20,10,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,10,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,11,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,11,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.200653076171875
320x_2025-05-15_02-05-00,20,11,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.234222412109375
320x_2025-05-15_02-05-00,20,11,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,11,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,12,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,12,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
320x_2025-05-15_02-05-00,20,12,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2285003662109375
320x_2025-05-15_02-05-00,20,12,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,12,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,13,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,13,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2010345458984375
320x_2025-05-15_02-05-00,20,13,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2437591552734375
320x_2025-05-15_02-05-00,20,13,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,13,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,14,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,14,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1979827880859375
320x_2025-05-15_02-05-00,20,14,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2521514892578125
320x_2025-05-15_02-05-00,20,14,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,14,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,15,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,15,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
320x_2025-05-15_02-05-00,20,15,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.196075439453125
320x_2025-05-15_02-05-00,20,15,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,15,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,16,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,16,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
320x_2025-05-15_02-05-00,20,16,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2010345458984375
320x_2025-05-15_02-05-00,20,16,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,16,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,17,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,17,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
320x_2025-05-15_02-05-00,20,17,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2124786376953125
320x_2025-05-15_02-05-00,20,17,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,17,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,18,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,18,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.19989013671875
320x_2025-05-15_02-05-00,20,18,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2017974853515625
320x_2025-05-15_02-05-00,20,18,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,18,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,19,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,19,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
320x_2025-05-15_02-05-00,20,19,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2117156982421875
320x_2025-05-15_02-05-00,20,19,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,19,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,20,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,20,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1995086669921875
320x_2025-05-15_02-05-00,20,20,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.232696533203125
320x_2025-05-15_02-05-00,20,20,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,20,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,21,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,21,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1987457275390625
320x_2025-05-15_02-05-00,20,21,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.3566741943359375
320x_2025-05-15_02-05-00,20,21,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,21,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,22,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,22,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
320x_2025-05-15_02-05-00,20,22,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.1293182373046875
320x_2025-05-15_02-05-00,20,22,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,22,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,23,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,23,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
320x_2025-05-15_02-05-00,20,23,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.1895904541015625
320x_2025-05-15_02-05-00,20,23,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,23,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,24,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,24,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
320x_2025-05-15_02-05-00,20,24,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2017974853515625
320x_2025-05-15_02-05-00,20,24,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,24,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,25,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,25,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1979827880859375
320x_2025-05-15_02-05-00,20,25,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.209808349609375
320x_2025-05-15_02-05-00,20,25,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,25,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,26,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,26,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2002716064453125
320x_2025-05-15_02-05-00,20,26,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.209808349609375
320x_2025-05-15_02-05-00,20,26,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,26,attention_resunet,Attention ResUNet,attention_resunet,0.0
320x_2025-05-15_02-05-00,20,27,unet_best,U-Net (best),unet,0.0
320x_2025-05-15_02-05-00,20,27,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1995086669921875
320x_2025-05-15_02-05-00,20,27,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.21820068359375
320x_2025-05-15_02-05-00,20,27,resunet,ResUNet,resunet,0.0
320x_2025-05-15_02-05-00,20,27,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,0,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,0,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
5120x_2025-05-16_00-59-00_002,20,0,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.20751953125
5120x_2025-05-16_00-59-00_002,20,0,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,0,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,1,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,1,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.19989013671875
5120x_2025-05-16_00-59-00_002,20,1,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2017974853515625
5120x_2025-05-16_00-59-00_002,20,1,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,1,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,2,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,2,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2002716064453125
5120x_2025-05-16_00-59-00_002,20,2,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.23345947265625
5120x_2025-05-16_00-59-00_002,20,2,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,2,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,3,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,3,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2033233642578125
5120x_2025-05-16_00-59-00_002,20,3,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4268646240234375
5120x_2025-05-16_00-59-00_002,20,3,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,3,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,4,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,4,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2040863037109375
5120x_2025-05-16_00-59-00_002,20,4,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.45928955078125
5120x_2025-05-16_00-59-00_002,20,4,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,4,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,5,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,5,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2040863037109375
5120x_2025-05-16_00-59-00_002,20,5,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.42572021484375
5120x_2025-05-16_00-59-00_002,20,5,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,5,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,6,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,6,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.21820068359375
5120x_2025-05-16_00-59-00_002,20,6,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.39825439453125
5120x_2025-05-16_00-59-00_002,20,6,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,6,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,7,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,7,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
5120x_2025-05-16_00-59-00_002,20,7,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.1979827880859375
5120x_2025-05-16_00-59-00_002,20,7,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,7,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,8,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,8,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
5120x_2025-05-16_00-59-00_002,20,8,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.200653076171875
5120x_2025-05-16_00-59-00_002,20,8,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,8,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,9,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,9,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.201416015625
5120x_2025-05-16_00-59-00_002,20,9,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2002716064453125
5120x_2025-05-16_00-59-00_002,20,9,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,9,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,10,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,10,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2025604248046875
5120x_2025-05-16_00-59-00_002,20,10,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.240325927734375
5120x_2025-05-16_00-59-00_002,20,10,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,10,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,11,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,11,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2044677734375
5120x_2025-05-16_00-59-00_002,20,11,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.440216064453125
5120x_2025-05-16_00-59-00_002,20,11,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,11,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,12,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,12,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2056121826171875
5120x_2025-05-16_00-59-00_002,20,12,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4772186279296875
5120x_2025-05-16_00-59-00_002,20,12,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,12,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,13,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,13,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2044677734375
5120x_2025-05-16_00-59-00_002,20,13,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.4245758056640625
5120x_2025-05-16_00-59-00_002,20,13,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,13,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,14,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,14,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
5120x_2025-05-16_00-59-00_002,20,14,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.19683837890625
5120x_2025-05-16_00-59-00_002,20,14,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,14,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,15,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,15,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
5120x_2025-05-16_00-59-00_002,20,15,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.1983642578125
5120x_2025-05-16_00-59-00_002,20,15,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,15,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,16,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,16,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
5120x_2025-05-16_00-59-00_002,20,16,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.1987457275390625
5120x_2025-05-16_00-59-00_002,20,16,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,16,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,17,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,17,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1995086669921875
5120x_2025-05-16_00-59-00_002,20,17,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.2079010009765625
5120x_2025-05-16_00-59-00_002,20,17,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,17,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,18,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,18,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.200653076171875
5120x_2025-05-16_00-59-00_002,20,18,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.26702880859375
5120x_2025-05-16_00-59-00_002,20,18,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,18,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,19,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,19,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2010345458984375
5120x_2025-05-16_00-59-00_002,20,19,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.405120849609375
5120x_2025-05-16_00-59-00_002,20,19,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,19,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,20,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,20,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.2040863037109375
5120x_2025-05-16_00-59-00_002,20,20,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.464630126953125
5120x_2025-05-16_00-59-00_002,20,20,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,20,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,21,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,21,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
5120x_2025-05-16_00-59-00_002,20,21,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.1949310302734375
5120x_2025-05-16_00-59-00_002,20,21,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,21,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,22,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,22,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.1983642578125
5120x_2025-05-16_00-59-00_002,20,22,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.19683837890625
5120x_2025-05-16_00-59-00_002,20,22,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,22,attention_resunet,Attention ResUNet,attention_resunet,0.0
5120x_2025-05-16_00-59-00_002,20,23,unet_best,U-Net (best),unet,0.0
5120x_2025-05-16_00-59-00_002,20,23,unet_lr5e-05_d0.2,"U-Net (lr5e-05, d0.2)",unet,0.199127197265625
5120x_2025-05-16_00-59-00_002,20,23,unet_lr5e-05_d0.3,"U-Net (lr5e-05, d0.3)",unet,0.1987457275390625
5120x_2025-05-16_00-59-00_002,20,23,resunet,ResUNet,resunet,0.0
5120x_2025-05-16_00-59-00_002,20,23,attention_resunet,Attention ResUNet,attention_resunet,0.0
