,loss,accuracy,jacard_coef,val_loss,val_accuracy,val_jacard_coef,lr
0,0.24036157131195068,0.60760897397995,0.08195333927869797,14.369889259338379,0.09812011569738388,0.06926526129245758,0.001
1,0.18312302231788635,0.677312433719635,0.06880949437618256,14.780253410339355,0.08289896696805954,0.06953074038028717,0.001
2,0.1735796332359314,0.7610724568367004,0.08087266981601715,14.768392562866211,0.08306274563074112,0.06954073905944824,0.001
3,0.16669130325317383,0.7309055924415588,0.07217620313167572,4.666092395782471,0.27427875995635986,0.06560848653316498,0.001
4,0.16407735645771027,0.7605613470077515,0.06841334700584412,0.5318427085876465,0.44375813007354736,0.06652186065912247,0.001
5,0.16120316088199615,0.8438015580177307,0.08328823745250702,0.11782576143741608,0.8873351812362671,0.06346599012613297,0.001
6,0.16068901121616364,0.8147704601287842,0.06848308444023132,0.11269287765026093,0.9152892827987671,0.06273238360881805,0.001
7,0.16505461931228638,0.8687763214111328,0.06819689273834229,0.18744239211082458,0.4148060977458954,0.06489066034555435,0.0005
8,0.1620980054140091,0.8879077434539795,0.06840302050113678,0.14574645459651947,0.9119923710823059,0.06404585391283035,0.0005
9,0.15992075204849243,0.9048786163330078,0.07399307191371918,0.14233587682247162,0.923236072063446,0.06409197300672531,0.0005
10,0.15721799433231354,0.910031795501709,0.08497866988182068,0.15584616363048553,0.9246816039085388,0.0640912726521492,0.0005
11,0.15571440756320953,0.9160184860229492,0.07007452100515366,0.15724653005599976,0.9220428466796875,0.06434900313615799,0.0005
12,0.1540008932352066,0.9152601361274719,0.07171977311372757,0.1552388072013855,0.9257232546806335,0.06445512175559998,0.00025
