image,dilution,tile_idx,position_y,position_x,unet_density,attention_unet_density,attention_resunet_density
10240x_2025-05-29_02-22-00_002,10240,0,0,0,0.3009796142578125,0.2429962158203125,0.3452301025390625
10240x_2025-05-29_02-22-00_002,10240,1,0,512,0.1476287841796875,0.112152099609375,0.16021728515625
10240x_2025-05-29_02-22-00_002,10240,2,0,1024,0.16937255859375,0.124359130859375,0.177001953125
10240x_2025-05-29_02-22-00_002,10240,3,0,1536,0.070953369140625,0.0530242919921875,0.08392333984375
10240x_2025-05-29_02-22-00_002,10240,4,0,2048,0.24261474609375,0.168609619140625,0.2689361572265625
10240x_2025-05-29_02-22-00_002,10240,5,0,2560,0.1216888427734375,0.09613037109375,0.130462646484375
10240x_2025-05-29_02-22-00_002,10240,6,0,3072,0.0270843505859375,0.025177001953125,0.029754638671875
10240x_2025-05-29_02-22-00_002,10240,7,512,0,0.3208160400390625,0.2307891845703125,0.3284454345703125
10240x_2025-05-29_02-22-00_002,10240,8,512,512,0.183868408203125,0.1194000244140625,0.20904541015625
10240x_2025-05-29_02-22-00_002,10240,9,512,1024,0.1895904541015625,0.1476287841796875,0.2216339111328125
10240x_2025-05-29_02-22-00_002,10240,10,512,1536,0.168609619140625,0.0972747802734375,0.1834869384765625
10240x_2025-05-29_02-22-00_002,10240,11,512,2048,0.002288818359375,0.0,0.0057220458984375
10240x_2025-05-29_02-22-00_002,10240,12,512,2560,0.17242431640625,0.1346588134765625,0.203704833984375
10240x_2025-05-29_02-22-00_002,10240,13,512,3072,0.140380859375,0.1064300537109375,0.1430511474609375
10240x_2025-05-29_02-22-00_002,10240,14,1024,0,0.1445770263671875,0.1007080078125,0.167083740234375
10240x_2025-05-29_02-22-00_002,10240,15,1024,512,0.0,0.0,0.0
10240x_2025-05-29_02-22-00_002,10240,16,1024,1024,0.238800048828125,0.191497802734375,0.272369384765625
10240x_2025-05-29_02-22-00_002,10240,17,1024,1536,0.043487548828125,0.0354766845703125,0.0522613525390625
10240x_2025-05-29_02-22-00_002,10240,18,1024,2048,0.0682830810546875,0.0530242919921875,0.0823974609375
10240x_2025-05-29_02-22-00_002,10240,19,1024,2560,0.180816650390625,0.1201629638671875,0.1850128173828125
10240x_2025-05-29_02-22-00_002,10240,20,1024,3072,0.1209259033203125,0.0881195068359375,0.1255035400390625
10240x_2025-05-29_02-22-00_002,10240,21,1536,0,0.2521514892578125,0.1628875732421875,0.3063201904296875
10240x_2025-05-29_02-22-00_002,10240,22,1536,512,0.101470947265625,0.07781982421875,0.1102447509765625
10240x_2025-05-29_02-22-00_002,10240,23,1536,1024,0.1163482666015625,0.0690460205078125,0.15106201171875
10240x_2025-05-29_02-22-00_002,10240,24,1536,1536,0.0823974609375,0.0522613525390625,0.110626220703125
10240x_2025-05-29_02-22-00_002,10240,25,1536,2048,0.0705718994140625,0.0514984130859375,0.070953369140625
10240x_2025-05-29_02-22-00_002,10240,26,1536,2560,0.1110076904296875,0.0789642333984375,0.115966796875
10240x_2025-05-29_02-22-00_002,10240,27,1536,3072,0.0820159912109375,0.05340576171875,0.1171112060546875
1280x_2025-05-16_00-59-00_002,1280,0,0,0,1.81884765625,1.38092041015625,1.88751220703125
1280x_2025-05-16_00-59-00_002,1280,1,0,512,1.4434814453125,1.1280059814453125,1.4522552490234375
1280x_2025-05-16_00-59-00_002,1280,2,0,1024,1.3721466064453125,1.068878173828125,1.3645172119140625
1280x_2025-05-16_00-59-00_002,1280,3,0,1536,1.4984130859375,1.161956787109375,1.52587890625
1280x_2025-05-16_00-59-00_002,1280,4,0,2048,1.3763427734375,1.0234832763671875,1.374053955078125
1280x_2025-05-16_00-59-00_002,1280,5,0,2560,1.8482208251953125,1.42364501953125,1.9176483154296875
1280x_2025-05-16_00-59-00_002,1280,6,0,3072,1.9474029541015625,1.464080810546875,2.07672119140625
1280x_2025-05-16_00-59-00_002,1280,7,512,0,1.6658782958984375,1.31988525390625,1.64642333984375
1280x_2025-05-16_00-59-00_002,1280,8,512,512,1.214599609375,0.922393798828125,1.172637939453125
1280x_2025-05-16_00-59-00_002,1280,9,512,1024,1.1760711669921875,0.9124755859375,1.1394500732421875
1280x_2025-05-16_00-59-00_002,1280,10,512,1536,1.0040283203125,0.7633209228515625,0.9975433349609375
1280x_2025-05-16_00-59-00_002,1280,11,512,2048,1.250457763671875,0.9632110595703125,1.2371063232421875
1280x_2025-05-16_00-59-00_002,1280,12,512,2560,1.378631591796875,1.033782958984375,1.343536376953125
1280x_2025-05-16_00-59-00_002,1280,13,512,3072,2.06298828125,1.587677001953125,2.0313262939453125
1280x_2025-05-16_00-59-00_002,1280,14,1024,0,1.424407958984375,1.139068603515625,1.4148712158203125
1280x_2025-05-16_00-59-00_002,1280,15,1024,512,1.2054443359375,0.9220123291015625,1.1753082275390625
1280x_2025-05-16_00-59-00_002,1280,16,1024,1024,1.076507568359375,0.841522216796875,1.0875701904296875
1280x_2025-05-16_00-59-00_002,1280,17,1024,1536,1.053619384765625,0.8148193359375,1.039886474609375
1280x_2025-05-16_00-59-00_002,1280,18,1024,2048,1.074981689453125,0.8296966552734375,1.0906219482421875
1280x_2025-05-16_00-59-00_002,1280,19,1024,2560,1.2973785400390625,1.003265380859375,1.316070556640625
1280x_2025-05-16_00-59-00_002,1280,20,1024,3072,1.9367218017578125,1.459503173828125,1.910400390625
1280x_2025-05-16_00-59-00_002,1280,21,1536,0,1.5300750732421875,1.190948486328125,1.4781951904296875
1280x_2025-05-16_00-59-00_002,1280,22,1536,512,1.2531280517578125,0.975799560546875,1.2176513671875
1280x_2025-05-16_00-59-00_002,1280,23,1536,1024,1.0974884033203125,0.8602142333984375,1.092529296875
1280x_2025-05-16_00-59-00_002,1280,24,1536,1536,1.113128662109375,0.87127685546875,1.110076904296875
1280x_2025-05-16_00-59-00_002,1280,25,1536,2048,1.036834716796875,0.803375244140625,1.027679443359375
1280x_2025-05-16_00-59-00_002,1280,26,1536,2560,1.4179229736328125,1.0913848876953125,1.38397216796875
1280x_2025-05-16_00-59-00_002,1280,27,1536,3072,1.94244384765625,1.4675140380859375,1.938629150390625
160x_2025-05-15_02-05-00,160,0,0,0,16.079330444335938,15.472030639648438,15.599441528320312
160x_2025-05-15_02-05-00,160,1,0,512,13.572311401367188,9.105300903320312,12.141036987304688
160x_2025-05-15_02-05-00,160,2,0,1024,13.10272216796875,8.40911865234375,11.307144165039062
160x_2025-05-15_02-05-00,160,3,0,1536,14.556121826171875,10.202407836914062,12.458038330078125
160x_2025-05-15_02-05-00,160,4,0,2048,15.245437622070312,13.286590576171875,13.698196411132812
160x_2025-05-15_02-05-00,160,5,0,2560,17.670440673828125,20.170211791992188,16.765213012695312
160x_2025-05-15_02-05-00,160,6,0,3072,20.640945434570312,30.373382568359375,20.303726196289062
160x_2025-05-15_02-05-00,160,7,512,0,15.050506591796875,10.734939575195312,14.154815673828125
160x_2025-05-15_02-05-00,160,8,512,512,13.006210327148438,8.045578002929688,11.182785034179688
160x_2025-05-15_02-05-00,160,9,512,1024,11.910247802734375,7.4748992919921875,10.152816772460938
160x_2025-05-15_02-05-00,160,10,512,1536,12.604522705078125,9.1278076171875,11.053466796875
160x_2025-05-15_02-05-00,160,11,512,2048,14.42108154296875,11.128616333007812,12.833023071289062
160x_2025-05-15_02-05-00,160,12,512,2560,17.7947998046875,18.297195434570312,16.112899780273438
160x_2025-05-15_02-05-00,160,13,512,3072,24.099349975585938,38.63563537597656,24.074554443359375
160x_2025-05-15_02-05-00,160,14,1024,0,14.501571655273438,9.559249877929688,12.8326416015625
160x_2025-05-15_02-05-00,160,15,1024,512,13.6383056640625,7.79266357421875,11.685943603515625
160x_2025-05-15_02-05-00,160,16,1024,1024,13.704299926757812,7.8701019287109375,11.560821533203125
160x_2025-05-15_02-05-00,160,17,1024,1536,13.526153564453125,7.9708099365234375,11.362838745117188
160x_2025-05-15_02-05-00,160,18,1024,2048,13.903427124023438,12.092208862304688,12.926483154296875
160x_2025-05-15_02-05-00,160,19,1024,2560,15.017318725585938,15.578460693359375,13.891220092773438
160x_2025-05-15_02-05-00,160,20,1024,3072,23.765945434570312,37.61138916015625,23.351287841796875
160x_2025-05-15_02-05-00,160,21,1536,0,14.463043212890625,11.117172241210938,13.3270263671875
160x_2025-05-15_02-05-00,160,22,1536,512,12.49542236328125,7.6263427734375,11.15264892578125
160x_2025-05-15_02-05-00,160,23,1536,1024,11.954116821289062,7.61871337890625,10.608291625976562
160x_2025-05-15_02-05-00,160,24,1536,1536,13.45062255859375,8.758926391601562,11.325836181640625
160x_2025-05-15_02-05-00,160,25,1536,2048,13.769912719726562,9.857559204101562,12.119674682617188
160x_2025-05-15_02-05-00,160,26,1536,2560,16.541671752929688,15.858078002929688,14.733505249023438
160x_2025-05-15_02-05-00,160,27,1536,3072,24.065780639648438,37.90740966796875,23.556900024414062
2560x_2025-05-16_00-59-00_002,2560,0,0,0,1.2359619140625,0.948333740234375,1.25579833984375
2560x_2025-05-16_00-59-00_002,2560,1,0,512,1.0150909423828125,0.80108642578125,1.0211944580078125
2560x_2025-05-16_00-59-00_002,2560,2,0,1024,1.0585784912109375,0.8121490478515625,1.053619384765625
2560x_2025-05-16_00-59-00_002,2560,3,0,1536,1.0219573974609375,0.7938385009765625,1.0501861572265625
2560x_2025-05-16_00-59-00_002,2560,4,0,2048,1.020050048828125,0.7740020751953125,1.027679443359375
2560x_2025-05-16_00-59-00_002,2560,5,0,2560,1.2939453125,0.9670257568359375,1.3156890869140625
2560x_2025-05-16_00-59-00_002,2560,6,0,3072,1.3683319091796875,1.0234832763671875,1.4461517333984375
2560x_2025-05-16_00-59-00_002,2560,7,512,0,1.031494140625,0.806427001953125,1.042938232421875
2560x_2025-05-16_00-59-00_002,2560,8,512,512,0.8518218994140625,0.6587982177734375,0.868988037109375
2560x_2025-05-16_00-59-00_002,2560,9,512,1024,0.9918212890625,0.75225830078125,0.9738922119140625
2560x_2025-05-16_00-59-00_002,2560,10,512,1536,1.143646240234375,0.89874267578125,1.16119384765625
2560x_2025-05-16_00-59-00_002,2560,11,512,2048,1.0440826416015625,0.7904052734375,1.0456085205078125
2560x_2025-05-16_00-59-00_002,2560,12,512,2560,1.1318206787109375,0.853729248046875,1.1138916015625
2560x_2025-05-16_00-59-00_002,2560,13,512,3072,1.242828369140625,0.9265899658203125,1.2943267822265625
2560x_2025-05-16_00-59-00_002,2560,14,1024,0,1.1474609375,0.9105682373046875,1.16424560546875
2560x_2025-05-16_00-59-00_002,2560,15,1024,512,1.0211944580078125,0.7869720458984375,1.0028839111328125
2560x_2025-05-16_00-59-00_002,2560,16,1024,1024,0.922393798828125,0.7266998291015625,0.9319305419921875
2560x_2025-05-16_00-59-00_002,2560,17,1024,1536,1.1127471923828125,0.8869171142578125,1.1425018310546875
2560x_2025-05-16_00-59-00_002,2560,18,1024,2048,1.1322021484375,0.876617431640625,1.1142730712890625
2560x_2025-05-16_00-59-00_002,2560,19,1024,2560,1.1302947998046875,0.8533477783203125,1.1463165283203125
2560x_2025-05-16_00-59-00_002,2560,20,1024,3072,1.351165771484375,0.9979248046875,1.34735107421875
2560x_2025-05-16_00-59-00_002,2560,21,1536,0,1.024627685546875,0.7862091064453125,1.004791259765625
2560x_2025-05-16_00-59-00_002,2560,22,1536,512,0.977325439453125,0.768280029296875,0.9674072265625
2560x_2025-05-16_00-59-00_002,2560,23,1536,1024,0.942230224609375,0.72784423828125,0.95367431640625
2560x_2025-05-16_00-59-00_002,2560,24,1536,1536,1.084136962890625,0.8502960205078125,1.0868072509765625
2560x_2025-05-16_00-59-00_002,2560,25,1536,2048,0.9521484375,0.7419586181640625,0.975799560546875
2560x_2025-05-16_00-59-00_002,2560,26,1536,2560,1.10626220703125,0.856781005859375,1.1020660400390625
2560x_2025-05-16_00-59-00_002,2560,27,1536,3072,1.1749267578125,0.8941650390625,1.187896728515625
320x_2025-05-15_02-05-00,320,0,0,0,6.8843841552734375,5.1868438720703125,7.450103759765625
320x_2025-05-15_02-05-00,320,1,0,512,6.4678192138671875,4.7237396240234375,5.9841156005859375
