image,dilution,tile_idx,position_y,position_x,unet_density,attention_unet_density,attention_resunet_density
320x_2025-05-15_02-05-00,320,2,0,1024,6.2915802001953125,4.6417236328125,5.8223724365234375
320x_2025-05-15_02-05-00,320,3,0,1536,5.6735992431640625,4.2144775390625,5.2082061767578125
320x_2025-05-15_02-05-00,320,4,0,2048,5.4553985595703125,4.0802001953125,5.1177978515625
320x_2025-05-15_02-05-00,320,5,0,2560,5.84259033203125,4.604339599609375,5.84564208984375
320x_2025-05-15_02-05-00,320,6,0,3072,5.64727783203125,4.5989990234375,6.48040771484375
320x_2025-05-15_02-05-00,320,7,512,0,7.1292877197265625,5.4874420166015625,7.094573974609375
320x_2025-05-15_02-05-00,320,8,512,512,6.1431884765625,4.6100616455078125,5.645751953125
320x_2025-05-15_02-05-00,320,9,512,1024,5.9795379638671875,4.216766357421875,5.3989410400390625
320x_2025-05-15_02-05-00,320,10,512,1536,5.364990234375,3.9089202880859375,4.894256591796875
320x_2025-05-15_02-05-00,320,11,512,2048,5.783843994140625,4.15191650390625,5.1959991455078125
320x_2025-05-15_02-05-00,320,12,512,2560,5.356597900390625,3.9783477783203125,4.9114227294921875
320x_2025-05-15_02-05-00,320,13,512,3072,5.9665679931640625,4.7229766845703125,5.9780120849609375
320x_2025-05-15_02-05-00,320,14,1024,0,6.317138671875,4.76531982421875,6.322479248046875
320x_2025-05-15_02-05-00,320,15,1024,512,5.8979034423828125,4.3071746826171875,5.4119110107421875
320x_2025-05-15_02-05-00,320,16,1024,1024,5.8685302734375,4.1820526123046875,5.3028106689453125
320x_2025-05-15_02-05-00,320,17,1024,1536,5.6396484375,3.8196563720703125,4.929351806640625
320x_2025-05-15_02-05-00,320,18,1024,2048,5.348968505859375,3.94439697265625,4.9335479736328125
320x_2025-05-15_02-05-00,320,19,1024,2560,4.931640625,3.8204193115234375,4.633331298828125
320x_2025-05-15_02-05-00,320,20,1024,3072,6.2610626220703125,4.4864654541015625,5.785369873046875
320x_2025-05-15_02-05-00,320,21,1536,0,4.8664093017578125,3.020477294921875,5.501556396484375
320x_2025-05-15_02-05-00,320,22,1536,512,6.3945770263671875,4.486083984375,5.6758880615234375
320x_2025-05-15_02-05-00,320,23,1536,1024,6.231689453125,4.4567108154296875,5.4962158203125
320x_2025-05-15_02-05-00,320,24,1536,1536,5.590057373046875,4.007720947265625,4.961395263671875
320x_2025-05-15_02-05-00,320,25,1536,2048,6.2511444091796875,4.277801513671875,5.4836273193359375
320x_2025-05-15_02-05-00,320,26,1536,2560,5.75408935546875,4.3216705322265625,5.2822113037109375
320x_2025-05-15_02-05-00,320,27,1536,3072,6.915283203125,5.31768798828125,6.512451171875
5120x_2025-05-16_00-59-00,5120,0,0,0,0.859832763671875,0.634002685546875,0.9059906005859375
5120x_2025-05-16_00-59-00,5120,1,0,512,0.6877899169921875,0.5062103271484375,0.7183074951171875
5120x_2025-05-16_00-59-00,5120,2,0,1024,0.5615234375,0.431060791015625,0.6282806396484375
5120x_2025-05-16_00-59-00,5120,3,0,1536,0.5329132080078125,0.3948211669921875,0.589752197265625
5120x_2025-05-16_00-59-00,5120,4,0,2048,0.634002685546875,0.441741943359375,0.681304931640625
5120x_2025-05-16_00-59-00,5120,5,0,2560,0.7450103759765625,0.537109375,0.812530517578125
5120x_2025-05-16_00-59-00,5120,6,0,3072,0.653839111328125,0.4611968994140625,0.7091522216796875
5120x_2025-05-16_00-59-00,5120,7,512,0,0.6317138671875,0.4718780517578125,0.67596435546875
5120x_2025-05-16_00-59-00,5120,8,512,512,0.489044189453125,0.3757476806640625,0.5641937255859375
5120x_2025-05-16_00-59-00,5120,9,512,1024,0.5645751953125,0.42877197265625,0.6137847900390625
5120x_2025-05-16_00-59-00,5120,10,512,1536,0.5672454833984375,0.4398345947265625,0.6275177001953125
5120x_2025-05-16_00-59-00,5120,11,512,2048,0.6107330322265625,0.4528045654296875,0.6496429443359375
5120x_2025-05-16_00-59-00,5120,12,512,2560,0.653076171875,0.466156005859375,0.6710052490234375
5120x_2025-05-16_00-59-00,5120,13,512,3072,0.7778167724609375,0.5218505859375,0.80718994140625
5120x_2025-05-16_00-59-00,5120,14,1024,0,0.67291259765625,0.518035888671875,0.7411956787109375
5120x_2025-05-16_00-59-00,5120,15,1024,512,0.6031036376953125,0.4680633544921875,0.6763458251953125
5120x_2025-05-16_00-59-00,5120,16,1024,1024,0.606536865234375,0.4947662353515625,0.70343017578125
5120x_2025-05-16_00-59-00,5120,17,1024,1536,0.6450653076171875,0.5092620849609375,0.726318359375
5120x_2025-05-16_00-59-00,5120,18,1024,2048,0.50506591796875,0.39215087890625,0.5817413330078125
5120x_2025-05-16_00-59-00,5120,19,1024,2560,0.738525390625,0.553131103515625,0.803375244140625
5120x_2025-05-16_00-59-00,5120,20,1024,3072,0.7984161376953125,0.580596923828125,0.85906982421875
5120x_2025-05-16_00-59-00,5120,21,1536,0,0.679779052734375,0.5107879638671875,0.7198333740234375
5120x_2025-05-16_00-59-00,5120,22,1536,512,0.567626953125,0.437164306640625,0.641632080078125
5120x_2025-05-16_00-59-00,5120,23,1536,1024,0.52947998046875,0.406646728515625,0.6069183349609375
5120x_2025-05-16_00-59-00,5120,24,1536,1536,0.57830810546875,0.4512786865234375,0.6649017333984375
5120x_2025-05-16_00-59-00,5120,25,1536,2048,0.604248046875,0.460052490234375,0.673675537109375
5120x_2025-05-16_00-59-00,5120,26,1536,2560,0.5901336669921875,0.4451751708984375,0.6420135498046875
5120x_2025-05-16_00-59-00,5120,27,1536,3072,0.708770751953125,0.5157470703125,0.756072998046875
640x_2025-05-16_00-59-00_002,640,0,0,0,5.036163330078125,3.8501739501953125,4.7943115234375
640x_2025-05-16_00-59-00_002,640,1,0,512,3.9398193359375,3.2741546630859375,3.655242919921875
640x_2025-05-16_00-59-00_002,640,2,0,1024,3.5003662109375,2.797698974609375,3.4992218017578125
640x_2025-05-16_00-59-00_002,640,3,0,1536,3.4229278564453125,2.6615142822265625,3.394317626953125
640x_2025-05-16_00-59-00_002,640,4,0,2048,3.5816192626953125,2.8156280517578125,3.52935791015625
640x_2025-05-16_00-59-00_002,640,5,0,2560,3.8509368896484375,2.9743194580078125,3.8700103759765625
640x_2025-05-16_00-59-00_002,640,6,0,3072,4.1362762451171875,3.0841827392578125,4.22210693359375
640x_2025-05-16_00-59-00_002,640,7,512,0,3.60260009765625,3.03192138671875,3.208160400390625
640x_2025-05-16_00-59-00_002,640,8,512,512,3.485107421875,2.72674560546875,3.305816650390625
640x_2025-05-16_00-59-00_002,640,9,512,1024,2.877044677734375,2.339935302734375,2.8839111328125
640x_2025-05-16_00-59-00_002,640,10,512,1536,2.89154052734375,2.2869110107421875,2.8957366943359375
640x_2025-05-16_00-59-00_002,640,11,512,2048,2.8514862060546875,2.2388458251953125,2.858734130859375
640x_2025-05-16_00-59-00_002,640,12,512,2560,3.3924102783203125,2.646636962890625,3.2146453857421875
640x_2025-05-16_00-59-00_002,640,13,512,3072,4.1484832763671875,3.147125244140625,4.042816162109375
640x_2025-05-16_00-59-00_002,640,14,1024,0,3.88031005859375,3.0933380126953125,3.6548614501953125
640x_2025-05-16_00-59-00_002,640,15,1024,512,2.94189453125,2.31170654296875,2.8972625732421875
640x_2025-05-16_00-59-00_002,640,16,1024,1024,2.62603759765625,2.161407470703125,2.7515411376953125
640x_2025-05-16_00-59-00_002,640,17,1024,1536,2.088165283203125,1.7307281494140625,2.1610260009765625
640x_2025-05-16_00-59-00_002,640,18,1024,2048,2.2594451904296875,1.8230438232421875,2.2953033447265625
640x_2025-05-16_00-59-00_002,640,19,1024,2560,2.7088165283203125,2.092742919921875,2.67791748046875
640x_2025-05-16_00-59-00_002,640,20,1024,3072,4.1839599609375,3.1406402587890625,4.1080474853515625
640x_2025-05-16_00-59-00_002,640,21,1536,0,3.769683837890625,2.96478271484375,3.5045623779296875
640x_2025-05-16_00-59-00_002,640,22,1536,512,3.0303955078125,2.4120330810546875,2.9788970947265625
640x_2025-05-16_00-59-00_002,640,23,1536,1024,2.7202606201171875,2.2235870361328125,2.7965545654296875
640x_2025-05-16_00-59-00_002,640,24,1536,1536,2.324676513671875,2.022552490234375,2.2918701171875
640x_2025-05-16_00-59-00_002,640,25,1536,2048,2.231597900390625,1.8077850341796875,2.292633056640625
640x_2025-05-16_00-59-00_002,640,26,1536,2560,3.0292510986328125,2.4356842041015625,3.0338287353515625
640x_2025-05-16_00-59-00_002,640,27,1536,3072,4.2179107666015625,3.2321929931640625,4.083251953125
80x_2025-05-22_14-48-00,80,0,0,0,43.86253356933594,51.45072937011719,38.452911376953125
80x_2025-05-22_14-48-00,80,1,0,512,42.70439147949219,50.44059753417969,38.59748840332031
80x_2025-05-22_14-48-00,80,2,0,1024,45.32203674316406,49.97673034667969,39.46800231933594
80x_2025-05-22_14-48-00,80,3,0,1536,47.94960021972656,50.97770690917969,41.08619689941406
80x_2025-05-22_14-48-00,80,4,0,2048,46.025848388671875,49.45793151855469,38.94386291503906
80x_2025-05-22_14-48-00,80,5,0,2560,43.689727783203125,51.617431640625,38.97056579589844
80x_2025-05-22_14-48-00,80,6,0,3072,36.39259338378906,49.280548095703125,33.6822509765625
80x_2025-05-22_14-48-00,80,7,512,0,43.7652587890625,50.60615539550781,38.45252990722656
80x_2025-05-22_14-48-00,80,8,512,512,42.714691162109375,46.04377746582031,36.61384582519531
80x_2025-05-22_14-48-00,80,9,512,1024,44.936370849609375,47.28279113769531,37.876129150390625
80x_2025-05-22_14-48-00,80,10,512,1536,45.0958251953125,47.27630615234375,38.14544677734375
80x_2025-05-22_14-48-00,80,11,512,2048,45.78819274902344,49.073028564453125,38.735198974609375
80x_2025-05-22_14-48-00,80,12,512,2560,42.675018310546875,48.57444763183594,36.88011169433594
80x_2025-05-22_14-48-00,80,13,512,3072,38.88969421386719,46.85020446777344,33.14476013183594
80x_2025-05-22_14-48-00,80,14,1024,0,40.86456298828125,47.130584716796875,35.43243408203125
80x_2025-05-22_14-48-00,80,15,1024,512,42.59910583496094,46.25053405761719,36.46736145019531
80x_2025-05-22_14-48-00,80,16,1024,1024,40.118408203125,43.84117126464844,34.528350830078125
80x_2025-05-22_14-48-00,80,17,1024,1536,41.16363525390625,45.706939697265625,36.10343933105469
80x_2025-05-22_14-48-00,80,18,1024,2048,41.23039245605469,46.22955322265625,35.665130615234375
80x_2025-05-22_14-48-00,80,19,1024,2560,44.12956237792969,49.88136291503906,38.47160339355469
80x_2025-05-22_14-48-00,80,20,1024,3072,39.5751953125,46.495819091796875,33.821868896484375
80x_2025-05-22_14-48-00,80,21,1536,0,40.0726318359375,46.75788879394531,33.62846374511719
80x_2025-05-22_14-48-00,80,22,1536,512,39.05220031738281,44.70252990722656,34.30824279785156
80x_2025-05-22_14-48-00,80,23,1536,1024,37.98408508300781,44.207000732421875,33.80126953125
80x_2025-05-22_14-48-00,80,24,1536,1536,38.738250732421875,43.088531494140625,33.611297607421875
80x_2025-05-22_14-48-00,80,25,1536,2048,38.56201171875,46.37031555175781,34.29374694824219
80x_2025-05-22_14-48-00,80,26,1536,2560,39.24102783203125,45.519256591796875,34.08203125
80x_2025-05-22_14-48-00,80,27,1536,3072,38.90190124511719,47.086334228515625,32.94525146484375
