,loss,accuracy,jacard_coef,val_loss,val_accuracy,val_jacard_coef
0,0.12030231952667236,0.9202940464019775,0.08897395431995392,0.1047096997499466,0.9367728233337402,0.05865812674164772
1,0.07465746998786926,0.9772586226463318,0.10644836723804474,0.15693455934524536,0.8883463740348816,0.08896975219249725
2,0.05184713006019592,0.9833565950393677,0.12109249830245972,0.06174924969673157,0.951444685459137,0.07814077287912369
3,0.03676009550690651,0.9878759384155273,0.13828860223293304,0.04316115006804466,0.9657251238822937,0.10668481886386871
4,0.026968179270625114,0.9910619854927063,0.1555304378271103,0.028334734961390495,0.9809218049049377,0.1436273753643036
5,0.021516170352697372,0.9917803406715393,0.16761906445026398,0.023676862940192223,0.9883677363395691,0.18332207202911377
6,0.016976380720734596,0.9929478764533997,0.18158873915672302,0.030443107709288597,0.9738842844963074,0.1456892192363739
7,0.016301868483424187,0.9910007119178772,0.18534936010837555,0.025537284091114998,0.9829874038696289,0.20871561765670776
8,0.012952558696269989,0.9926971793174744,0.19761967658996582,0.029302945360541344,0.9655169248580933,0.12789125740528107
9,0.01011337898671627,0.9944566488265991,0.21494990587234497,0.03613723814487457,0.9629924297332764,0.0988035574555397
10,0.008498462848365307,0.9950956702232361,0.22795230150222778,0.06826730817556381,0.9408146142959595,0.04920857027173042
11,0.007314456161111593,0.9954935908317566,0.23975542187690735,0.06949707865715027,0.9408146142959595,0.047527872025966644
12,0.00644893292337656,0.9957095980644226,0.2506360411643982,0.08061213791370392,0.9408146142959595,0.04485359042882919
13,0.005770095624029636,0.9958427548408508,0.2610667645931244,0.07638686895370483,0.9408146142959595,0.04573768749833107
14,0.005261854734271765,0.9958866238594055,0.270871639251709,0.06564944237470627,0.9408146142959595,0.04867949336767197
15,0.015117743983864784,0.984394371509552,0.21518486738204956,0.06635133922100067,0.9408146142959595,0.04843301326036453
16,0.00683120172470808,0.9928440451622009,0.2605385482311249,0.07203990966081619,0.9408146142959595,0.04679861664772034
17,0.005219313316047192,0.9946619272232056,0.282502144575119,0.07501860707998276,0.9408146142959595,0.04606116935610771
18,0.004518364556133747,0.9953151345252991,0.29616549611091614,0.08258457481861115,0.9408146142959595,0.04432397335767746
19,0.004022921435534954,0.9957426190376282,0.30804699659347534,0.08595950901508331,0.9408146142959595,0.043583016842603683
20,0.0036866723094135523,0.9959899187088013,0.3186848759651184,0.07697957754135132,0.9408146142959595,0.04559392109513283
21,0.003372589824721217,0.9962331056594849,0.3292906880378723,0.08037973940372467,0.9408146142959595,0.04481327161192894
22,0.0033146333880722523,0.9961508512496948,0.33668026328086853,0.08429300040006638,0.9408146142959595,0.04394370689988136
23,0.0031095047015696764,0.9962722063064575,0.3458763062953949,0.08604967594146729,0.9408146142959595,0.04356043413281441
