epoch,accuracy,dice_coef,jacard_coef,loss,val_accuracy,val_dice_coef,val_jacard_coef,val_loss
0,0.8674512505531311,0.38909032940864563,0.2554580271244049,0.4471531808376312,0.05651208013296127,0.10496988892555237,0.05598828196525574,1.1068586111068726
1,0.9797430634498596,0.6724346280097961,0.5166595578193665,0.23493823409080505,0.06719085574150085,0.10591704398393631,0.056524232029914856,1.0951610803604126
2,0.9861131906509399,0.7540662884712219,0.6130772829055786,0.17602033913135529,0.17941904067993164,0.11791759729385376,0.06329718232154846,0.9660428762435913
3,0.9891870021820068,0.8007203340530396,0.6734973192214966,0.1425059288740158,0.6099722981452942,0.2133943736553192,0.12095457315444946,0.6979588866233826
4,0.9902472496032715,0.82121741771698,0.7029171586036682,0.1279144436120987,0.6035409569740295,0.21081840991973877,0.1193222925066948,0.7106339335441589
5,0.9917084574699402,0.8459401726722717,0.7382246255874634,0.11022073030471802,0.5435175895690918,0.18905521929264069,0.10566934198141098,0.7583553194999695
6,0.9921306371688843,0.862068235874176,0.760197639465332,0.09884046763181686,0.6031047701835632,0.21026839315891266,0.11897720396518707,0.7119036316871643
7,0.9930815696716309,0.8772408366203308,0.7833656072616577,0.08793385326862335,0.8202740550041199,0.36085742712020874,0.223748579621315,0.5141946077346802
8,0.9933040738105774,0.8835586905479431,0.7942986488342285,0.0834420919418335,0.7061284780502319,0.2631470859050751,0.15368956327438354,0.6316244602203369
9,0.993665874004364,0.8926591277122498,0.8082880973815918,0.0770193561911583,0.7513992786407471,0.29518187046051025,0.17579853534698486,0.5898233652114868
10,0.9941135048866272,0.9029265642166138,0.8242487907409668,0.0696825459599495,0.5837898850440979,0.2024209052324295,0.1140512004494667,0.7270098924636841
11,0.9943013787269592,0.9084601998329163,0.8333289623260498,0.06577689200639725,0.7011511921882629,0.2609967291355133,0.15225763618946075,0.639079213142395
12,0.9943640232086182,0.9111469388008118,0.8379653692245483,0.063890740275383,0.750016987323761,0.2943694293498993,0.1752529889345169,0.5917159914970398
13,0.9945197701454163,0.9169735908508301,0.8475635051727295,0.05978481471538544,0.7188352346420288,0.27264854311943054,0.16020013391971588,0.6237505078315735
14,0.9941790699958801,0.9151882529258728,0.8453013896942139,0.06116604059934616,0.7290534377098083,0.2806425094604492,0.1657600700855255,0.6112297177314758
15,0.9946585893630981,0.9234815835952759,0.8583947420120239,0.055192768573760986,0.7195487022399902,0.27259939908981323,0.1601911038160324,0.6192806363105774
