image,dilution,dilution_label,tile_idx,position_y,position_x,density_threshold_0.2,density_threshold_0.5,density_threshold_0.8,density_threshold_0.95,density_clahe_otsu_pred,density_clahe_otsu_orig
160x_2025-05-15_02-05-00.tif,160,160x,0,0,0,0.66433334,0.36027908,0.114349365,3.8146973e-05,0.4748268127441406,0.3269767761230469
160x_2025-05-15_02-05-00.tif,160,160x,1,0,512,0.6073532,0.29790115,0.0679245,7.6293945e-06,0.45721435546875,0.2939453125
160x_2025-05-15_02-05-00.tif,160,160x,2,0,1024,0.58883667,0.28318024,0.06291199,0.0,0.457977294921875,0.283599853515625
160x_2025-05-15_02-05-00.tif,160,160x,3,0,1536,0.60468674,0.2977028,0.06510544,3.0517578e-05,0.4659423828125,0.2939720153808594
160x_2025-05-15_02-05-00.tif,160,160x,4,0,2048,0.61125946,0.30345154,0.05753708,7.6293945e-06,0.46366119384765625,0.3108863830566406
160x_2025-05-15_02-05-00.tif,160,160x,5,0,2560,0.5859909,0.28370285,0.03661728,0.0,0.4528236389160156,0.3357276916503906
160x_2025-05-15_02-05-00.tif,160,160x,6,0,3072,0.54753494,0.2526245,0.0124435425,0.0,0.4391937255859375,0.4084625244140625
160x_2025-05-15_02-05-00.tif,160,160x,7,512,0,0.58532715,0.30567932,0.09568024,7.6293945e-06,0.4678535461425781,0.3111763000488281
160x_2025-05-15_02-05-00.tif,160,160x,8,512,512,0.5550461,0.2701912,0.06867218,0.00039672852,0.4552879333496094,0.2882347106933594
160x_2025-05-15_02-05-00.tif,160,160x,9,512,1024,0.52220154,0.2345314,0.048942566,0.0,0.4323310852050781,0.2690544128417969
160x_2025-05-15_02-05-00.tif,160,160x,10,512,1536,0.5576248,0.2652855,0.060451508,1.1444092e-05,0.4483604431152344,0.2881011962890625
160x_2025-05-15_02-05-00.tif,160,160x,11,512,2048,0.59225464,0.28297043,0.058403015,0.0,0.4617424011230469,0.30364227294921875
160x_2025-05-15_02-05-00.tif,160,160x,12,512,2560,0.614418,0.29327393,0.050338745,0.0,0.4668769836425781,0.3285255432128906
160x_2025-05-15_02-05-00.tif,160,160x,13,512,3072,0.6298332,0.32327652,0.04511261,0.0,0.4698143005371094,0.39292144775390625
160x_2025-05-15_02-05-00.tif,160,160x,14,1024,0,0.47529602,0.2651558,0.09313202,0.00025177002,0.4041862487792969,0.30324554443359375
160x_2025-05-15_02-05-00.tif,160,160x,15,1024,512,0.48888016,0.25422668,0.075344086,0.00016403198,0.4189872741699219,0.2877769470214844
160x_2025-05-15_02-05-00.tif,160,160x,16,1024,1024,0.52394104,0.2465477,0.05854416,4.9591064e-05,0.44586181640625,0.28485107421875
160x_2025-05-15_02-05-00.tif,160,160x,17,1024,1536,0.52754974,0.23681259,0.049308777,0.0,0.44048309326171875,0.2861213684082031
160x_2025-05-15_02-05-00.tif,160,160x,18,1024,2048,0.55753326,0.25650787,0.049430847,0.0,0.45105743408203125,0.30901336669921875
160x_2025-05-15_02-05-00.tif,160,160x,19,1024,2560,0.56822586,0.25415802,0.044143677,0.0,0.4546394348144531,0.3170204162597656
160x_2025-05-15_02-05-00.tif,160,160x,20,1024,3072,0.65688324,0.32437515,0.058963776,1.5258789e-05,0.47856903076171875,0.386932373046875
160x_2025-05-15_02-05-00.tif,160,160x,21,1536,0,0.42843628,0.2426529,0.08248901,0.00039672852,0.3728752136230469,0.31601715087890625
160x_2025-05-15_02-05-00.tif,160,160x,22,1536,512,0.43266296,0.23477936,0.07701492,0.0004196167,0.3753166198730469,0.2928047180175781
160x_2025-05-15_02-05-00.tif,160,160x,23,1536,1024,0.4764824,0.23254776,0.062286377,0.00046920776,0.41284942626953125,0.2894859313964844
160x_2025-05-15_02-05-00.tif,160,160x,24,1536,1536,0.5012779,0.22828674,0.04629898,1.5258789e-05,0.44087982177734375,0.29175567626953125
160x_2025-05-15_02-05-00.tif,160,160x,25,1536,2048,0.5074539,0.22291183,0.036071777,1.1444092e-05,0.442840576171875,0.30200958251953125
160x_2025-05-15_02-05-00.tif,160,160x,26,1536,2560,0.54561234,0.2378006,0.03791809,0.0,0.4581565856933594,0.320709228515625
160x_2025-05-15_02-05-00.tif,160,160x,27,1536,3072,0.65537643,0.30994415,0.05696106,7.6293945e-06,0.4817543029785156,0.3889961242675781
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,0,0,0,0.035533905,0.009315491,0.00020599365,0.0,0.05913543701171875,0.16543960571289062
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,1,0,512,0.034362793,0.010437012,2.2888184e-05,0.0,0.05352020263671875,0.325042724609375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,2,0,1024,0.036060333,0.012439728,5.722046e-05,0.0,0.047252655029296875,0.02635955810546875
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,3,0,1536,0.032230377,0.0122795105,7.6293945e-05,0.0,0.037555694580078125,0.02613067626953125
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,4,0,2048,0.028755188,0.011123657,0.000118255615,0.0,0.03859710693359375,0.2507514953613281
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,5,0,2560,0.04201126,0.013912201,2.2888184e-05,0.0,0.07456207275390625,0.363128662109375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,6,0,3072,0.10129547,0.015789032,0.0,0.0,0.15930557250976562,0.24284744262695312
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,7,512,0,0.027435303,0.006690979,1.9073486e-05,0.0,0.0394134521484375,0.028614044189453125
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,8,512,512,0.024040222,0.006919861,2.670288e-05,0.0,0.038543701171875,0.22090530395507812
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,9,512,1024,0.03358841,0.010887146,0.00015258789,0.0,0.046314239501953125,0.02555084228515625
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,10,512,1536,0.035137177,0.013134003,0.00061035156,0.0,0.04113006591796875,0.0271759033203125
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,11,512,2048,0.029342651,0.010852814,2.670288e-05,0.0,0.036468505859375,0.025386810302734375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,12,512,2560,0.031719208,0.011688232,2.670288e-05,0.0,0.046783447265625,0.03515625
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,13,512,3072,0.0361557,0.012386322,0.0,0.0,0.07585906982421875,0.3348197937011719
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,14,1024,0,0.028186798,0.0067596436,1.1444092e-05,0.0,0.039966583251953125,0.03417205810546875
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,15,1024,512,0.029354095,0.008449554,8.010864e-05,0.0,0.03826904296875,0.0267181396484375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,16,1024,1024,0.027828217,0.00901413,0.00039672852,0.0,0.03802490234375,0.0251312255859375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,17,1024,1536,0.03591156,0.012069702,0.00011444092,0.0,0.04804229736328125,0.3385353088378906
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,18,1024,2048,0.03439331,0.012382507,0.0005531311,0.0,0.0407867431640625,0.042339324951171875
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,19,1024,2560,0.03106308,0.0116119385,0.0001373291,0.0,0.034572601318359375,0.027698516845703125
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,20,1024,3072,0.036830902,0.013580322,0.00018692017,0.0,0.05081939697265625,0.21624755859375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,21,1536,0,0.023708344,0.006603241,3.8146973e-06,0.0,0.03534698486328125,0.02684783935546875
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,22,1536,512,0.025566101,0.007610321,0.00021743774,0.0,0.03203582763671875,0.02581024169921875
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,23,1536,1024,0.024654388,0.0070343018,3.8146973e-06,0.0,0.031463623046875,0.33161163330078125
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,24,1536,1536,0.032360077,0.010044098,1.5258789e-05,0.0,0.044681549072265625,0.0298919677734375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,25,1536,2048,0.02708435,0.0087890625,3.4332275e-05,0.0,0.03626251220703125,0.023746490478515625
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,26,1536,2560,0.031692505,0.010951996,4.5776367e-05,0.0,0.040203094482421875,0.027820587158203125
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,27,1536,3072,0.032505035,0.012119293,0.00030136108,0.0,0.03753662109375,0.03824615478515625
320x_2025-05-15_02-05-00.tif,320,320x,0,0,0,0.35317612,0.15423203,0.011631012,0.0,0.3176689147949219,0.25554656982421875
320x_2025-05-15_02-05-00.tif,320,320x,1,0,512,0.29265594,0.11249924,0.0073928833,0.0,0.2777061462402344,0.1709747314453125
320x_2025-05-15_02-05-00.tif,320,320x,2,0,1024,0.30870438,0.12079239,0.01051712,9.536743e-05,0.29443359375,0.1714324951171875
320x_2025-05-15_02-05-00.tif,320,320x,3,0,1536,0.2812004,0.10461044,0.006942749,0.0,0.28282928466796875,0.16021728515625
320x_2025-05-15_02-05-00.tif,320,320x,4,0,2048,0.23288345,0.08597565,0.005176544,0.0,0.24682998657226562,0.14879226684570312
320x_2025-05-15_02-05-00.tif,320,320x,5,0,2560,0.215168,0.077754974,0.0017700195,0.0,0.242706298828125,0.15105819702148438
320x_2025-05-15_02-05-00.tif,320,320x,6,0,3072,0.23145294,0.08142853,0.0007209778,0.0,0.24730300903320312,0.2679328918457031
320x_2025-05-15_02-05-00.tif,320,320x,7,512,0,0.2957077,0.12952042,0.014411926,0.0,0.2820320129394531,0.20389556884765625
320x_2025-05-15_02-05-00.tif,320,320x,8,512,512,0.2655754,0.10974884,0.013645172,0.0,0.2651329040527344,0.17082595825195312
320x_2025-05-15_02-05-00.tif,320,320x,9,512,1024,0.26004028,0.09597397,0.0058250427,0.0,0.2581596374511719,0.16364669799804688
