epoch,dice_coef,jacard_coef,loss,lr,val_dice_coef,val_jacard_coef,val_loss
0,0.25999510288238525,0.1556599885225296,0.03764241933822632,0.005,0.050163380801677704,0.025730740278959274,0.36892056465148926
1,0.2571299374103546,0.1536770612001419,0.025788722559809685,0.005,0.3290863633155823,0.20331835746765137,1.0457779169082642
2,0.2878945767879486,0.1750752180814743,0.020974881947040558,0.005,0.38646188378334045,0.26881617307662964,0.46050482988357544
3,0.35658198595046997,0.2250690460205078,0.019016601145267487,0.005,0.10437264293432236,0.05524597316980362,0.2742609679698944
4,0.25004634261131287,0.15102997422218323,0.023915808647871017,0.005,0.12864930927753448,0.06908713281154633,0.1116141527891159
5,0.31605955958366394,0.19591867923736572,0.020967377349734306,0.005,0.00027951496304012835,0.00013978035713080317,0.3361462652683258
6,0.29199734330177307,0.18073953688144684,0.021030306816101074,0.005,0.07084023952484131,0.03680901229381561,0.17356005311012268
7,0.3156290352344513,0.19497324526309967,0.01900530979037285,0.005,0.2785050570964813,0.1656874120235443,0.03510856628417969
8,0.3230895400047302,0.20427481830120087,0.01806906796991825,0.005,0.20817968249320984,0.12081001698970795,0.06358495354652405
9,0.28919559717178345,0.17964981496334076,0.019335836172103882,0.005,0.32306504249572754,0.20003004372119904,0.03231479600071907
10,0.33519405126571655,0.20964941382408142,0.0167499091476202,0.005,0.23865170776844025,0.13827869296073914,0.04900914803147316
11,0.3907924294471741,0.2559156119823456,0.014068224467337132,0.005,0.10575972497463226,0.055858414620161057,0.11207930743694305
12,0.39020591974258423,0.25098371505737305,0.01366515178233385,0.005,0.2004413902759552,0.11201901733875275,0.05577298253774643
13,0.3783254623413086,0.25048983097076416,0.01274515874683857,0.0025,0.21753302216529846,0.12303312867879868,0.04599295184016228
14,0.4270455837249756,0.2854612469673157,0.012990515679121017,0.0025,0.17092792689800262,0.09383907914161682,0.07146565616130829
15,0.3941248059272766,0.264311820268631,0.010785333812236786,0.0025,0.24821725487709045,0.1424144059419632,0.041146259754896164
16,0.38402071595191956,0.2624214291572571,0.011442397721111774,0.0025,0.2786352038383484,0.16415676474571228,0.03292013332247734
17,0.40846720337867737,0.27296310663223267,0.011672670021653175,0.0025,0.15433838963508606,0.08387213200330734,0.08958107978105545
18,0.4559076428413391,0.31143248081207275,0.010168076492846012,0.0025,0.12044942378997803,0.06419707834720612,0.11051315069198608
19,0.44122543931007385,0.3028055727481842,0.010216185823082924,0.0025,0.2297848016023636,0.13110902905464172,0.059071630239486694
20,0.422586590051651,0.2867638170719147,0.010840708389878273,0.0025,0.17606627941131592,0.09704148024320602,0.08488263189792633
21,0.4945656359195709,0.3440406024456024,0.009009266272187233,0.0025,0.1942765861749649,0.10848114639520645,0.08051735162734985
22,0.4482869505882263,0.3127945065498352,0.008959652855992317,0.0025,0.23226650059223175,0.13331173360347748,0.07263515889644623
