epoch,dice_coef,jacard_coef,loss,lr,val_dice_coef,val_jacard_coef,val_loss
0,0.2310287207365036,0.13550995290279388,0.05363970622420311,0.003,0.27466145157814026,0.16181209683418274,0.035084061324596405
1,0.21531903743743896,0.12645526230335236,0.03193524107336998,0.003,0.2626069188117981,0.15340809524059296,0.03352982550859451
2,0.2317665070295334,0.13584014773368835,0.02960057742893696,0.003,0.13051705062389374,0.07022903114557266,0.13003738224506378
3,0.2187075912952423,0.12876111268997192,0.027613501995801926,0.003,0.27288001775741577,0.16104920208454132,0.03383500128984451
4,0.2527213990688324,0.14985017478466034,0.02480083331465721,0.003,0.2637907564640045,0.1537751704454422,0.03344576805830002
5,0.28775137662887573,0.17386385798454285,0.021511666476726532,0.003,0.22305254638195038,0.12639620900154114,0.04111044853925705
6,0.31900668144226074,0.19769138097763062,0.01939176395535469,0.003,0.24282293021678925,0.13968554139137268,0.035071030259132385
7,0.35284072160720825,0.22313404083251953,0.01750582456588745,0.003,0.20087990164756775,0.11217071861028671,0.05157262086868286
8,0.32019633054733276,0.19743679463863373,0.019452791661024094,0.003,0.14450834691524506,0.07799414545297623,0.08390757441520691
9,0.3160821795463562,0.19863738119602203,0.01844368502497673,0.003,0.1468982696533203,0.0794610008597374,0.08250432461500168
10,0.3319944739341736,0.21030695736408234,0.01768554374575615,0.003,0.13444988429546356,0.07215012609958649,0.09072023630142212
11,0.3267345428466797,0.2115338146686554,0.01575055904686451,0.0015,0.1372644603252411,0.073733851313591,0.0898953303694725
12,0.35489511489868164,0.22597500681877136,0.015273282304406166,0.0015,0.10249097645282745,0.05402490496635437,0.11477325111627579
13,0.3647421896457672,0.2366180121898651,0.013367603532969952,0.0015,0.12038303911685944,0.06414066255092621,0.10028312355279922
14,0.42849311232566833,0.28432774543762207,0.011568493209779263,0.0015,0.10019312053918839,0.05275822430849075,0.11613862216472626
15,0.38922446966171265,0.25932127237319946,0.012111551128327847,0.0015,0.11945322901010513,0.0636870265007019,0.10294966399669647
16,0.4068695902824402,0.2681327760219574,0.014598701149225235,0.0015,0.12724506855010986,0.06803004443645477,0.09871579706668854
17,0.42545947432518005,0.27764421701431274,0.013446781784296036,0.0015,0.1303531378507614,0.0698755756020546,0.10048893839120865
18,0.41574740409851074,0.2779223918914795,0.011929807253181934,0.0015,0.156645268201828,0.08537512272596359,0.08415009081363678
19,0.4030553698539734,0.27157774567604065,0.011955063790082932,0.0015,0.15460136532783508,0.08403079956769943,0.08548478037118912
20,0.3953663110733032,0.25815558433532715,0.012948520481586456,0.0015,0.17501625418663025,0.09615892916917801,0.0846223384141922
