train_loss,train_iou,train_dice,val_loss,val_iou,val_dice
0.06509807240217924,0.31068211868405343,0.4217401176691055,0.05309405028820038,7.971218268787439e-10,7.971218268787439e-10
0.03327558301389218,0.33472976461052895,0.44863138273358344,0.031473276950418946,0.18168649226427078,0.2731559693813324
0.02918010330758989,0.21182604460045695,0.3011493967380375,0.026794145256280898,0.3624975949525833,0.4960129618644714
0.028157122572883962,0.36639274656772614,0.4854177929461002,0.026572944968938826,0.23412054479122163,0.34193968772888184
0.026520620938390492,0.3197577126324177,0.4355496853590012,0.02676616795361042,0.44186304211616517,0.5851363778114319
0.027378169167786837,0.32156155817210674,0.4369793936610222,0.027933592349290846,0.32737605571746825,0.4819070816040039
0.023814241960644723,0.3661600209772587,0.5059685096144676,0.017894432693719865,0.47011004090309144,0.6275515079498291
0.022671511489897968,0.43052140176296233,0.5693628534674644,0.018767754919826983,0.44468281269073484,0.5928111016750336
0.025028635188937186,0.31041876301169397,0.4273626558482647,0.024123620800673963,0.32985796928405764,0.4716350555419922
0.028841253696009518,0.3692497732117772,0.4969426549971104,0.02026662640273571,0.33073643743991854,0.471828418970108
0.021273381635546686,0.4001766763627529,0.5411561489105224,0.032651505619287494,0.46897622346878054,0.5974416315555573
0.018120611272752284,0.42538549304008483,0.55990040153265,0.01642751004546881,0.507013589143753,0.6307621240615845
0.020372786978259682,0.3964812524616718,0.5326978098601103,0.016179634258151054,0.399437803030014,0.5390919804573059
0.019642499624751508,0.3924167104065418,0.5312746062874794,0.017609751783311367,0.4156795144081116,0.5636161863803864
0.019486127188429236,0.40564046129584314,0.5390276610851288,0.016544647328555585,0.4449016511440277,0.5886676788330079
0.01841705245897174,0.4366768583655357,0.574413412809372,0.01491069160401821,0.44703794121742246,0.5833487391471863
0.016555535327643155,0.4629402577877045,0.6017588943243026,0.014154868200421333,0.5338081002235413,0.6742999911308288
0.016275122319348155,0.4908940255641937,0.6326619192957879,0.013126473128795623,0.5176023960113525,0.6562604546546936
0.013922880124300718,0.5031110882759094,0.6434876620769501,0.012277994770556688,0.5560141324996948,0.690597665309906
0.016373746772296728,0.45860512256622316,0.5944135904312133,0.02526688426733017,0.4616396129131317,0.5680737376213074
0.019988940213806927,0.4226478114724159,0.5557060867547989,0.03869406506419182,0.3816224992275238,0.5176333844661712
0.015394080895930529,0.4308752864599228,0.5681049481034279,0.013155813049525022,0.5159977078437805,0.657623541355133
0.019727556384168565,0.46505084335803987,0.5995395690202713,0.019491917826235293,0.5317652940750122,0.6545962750911712
0.0168860123725608,0.5011649325489997,0.6405867367982865,0.014290602132678031,0.5028402864933014,0.6303601741790772
0.015687761874869467,0.4834369972348213,0.6170132696628571,0.013748605921864509,0.591506028175354,0.7186213374137879
0.017610893212258817,0.47589615136384966,0.6123418867588043,0.013394630700349807,0.5166828691959381,0.6515138387680054
0.01642555489670485,0.46060788035392763,0.5918668210506439,0.01357809491455555,0.5817739367485046,0.709846305847168
0.014631058275699615,0.5148625463247299,0.6463039830327034,0.014127499423921108,0.448779034614563,0.5938563108444214
0.014607427502050995,0.475269278138876,0.6039973258972168,0.013313541933894158,0.4495296835899353,0.5950437903404235
0.014241471909917891,0.4535963907837868,0.581213130056858,0.01218775101006031,0.49954251646995546,0.6394425511360169
0.012968540203291922,0.48330636918544767,0.6167486771941185,0.012822536751627922,0.43376476168632505,0.571688199043274
0.012022381299175322,0.5121281668543816,0.641245274245739,0.011075702682137489,0.48636019229888916,0.6185449123382568
0.01252080376725644,0.5236915975809098,0.6582745850086212,0.011537300515919923,0.5478495478630065,0.6817155480384827
0.014631249476224184,0.47858196347951887,0.6093695998191834,0.01544446311891079,0.5762689352035523,0.7000539422035217
0.013177349767647683,0.4843617886304855,0.6134192526340485,0.011364281084388495,0.5018362939357758,0.6349237561225891
0.01187403390649706,0.4939937859773636,0.6244327932596206,0.010181738156825304,0.5365281343460083,0.6659479975700379
0.01178878970677033,0.516805861890316,0.6472950801253319,0.010527676343917847,0.48416575193405154,0.6118737995624542
0.011761533445678651,0.5311366081237793,0.6593927949666977,0.01080722026526928,0.5329905331134797,0.665958309173584
0.011495513014961035,0.5023113891482354,0.6332898586988449,0.010154752898961306,0.5461034059524537,0.6764460802078247
0.011023638327606023,0.5739799693226815,0.7026473954319954,0.010409841407090425,0.521819019317627,0.6555574297904968
0.011080919788219035,0.49243557304143903,0.622622974216938,0.009779897704720496,0.5483796834945679,0.6758317470550537
0.01056410747114569,0.5226526662707329,0.6521534278988839,0.009498782828450203,0.563800710439682,0.6902034163475037
0.011022987356409431,0.5320642232894898,0.6613775357604027,0.009627640340477228,0.5500550329685211,0.6768356919288635
0.013688248093239963,0.5201599597930908,0.6529738649725914,0.01138477548956871,0.5147038340568543,0.6561314225196838
0.013217860623262823,0.5266580000519753,0.6553726464509964,0.010011905524879693,0.5257925570011139,0.6550749063491821
