image,dilution,dilution_label,tile_idx,position_y,position_x,architecture,density_threshold_0.2,density_threshold_0.5,density_threshold_0.8,density_threshold_0.95,density_clahe_otsu_pred,density_clahe_otsu_orig
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,21,1536,0,Attention_UNet,0.08020401000976562,0.021076202392578125,0.000225067138671875,0.0,0.8218727111816406,0.048725128173828125
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,21,1536,0,Attention_ResUNet,0.040988922119140625,0.0124969482421875,0.00012969970703125,0.0,0.9414596557617188,0.048725128173828125
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,22,1536,512,UNet,0.10531234741210938,0.019222259521484375,0.00067138671875,0.0,0.856414794921875,0.041301727294921875
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,22,1536,512,Attention_UNet,0.09726715087890625,0.0131683349609375,3.814697265625e-06,0.0,0.7468643188476562,0.041301727294921875
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,22,1536,512,Attention_ResUNet,0.033977508544921875,0.009517669677734375,0.0,0.0,0.9525260925292969,0.041301727294921875
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,23,1536,1024,UNet,0.06270980834960938,0.013427734375,0.00046539306640625,0.0,0.9237060546875,0.2540092468261719
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,23,1536,1024,Attention_UNet,0.055145263671875,0.009601593017578125,1.52587890625e-05,0.0,0.8882217407226562,0.2540092468261719
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,23,1536,1024,Attention_ResUNet,0.03105926513671875,0.00884246826171875,1.9073486328125e-05,0.0,0.9608039855957031,0.2540092468261719
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,24,1536,1536,UNet,0.049045562744140625,0.013889312744140625,0.000843048095703125,0.0,0.9540634155273438,0.028778076171875
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,24,1536,1536,Attention_UNet,0.0504150390625,0.011112213134765625,7.62939453125e-06,0.0,0.9429817199707031,0.028778076171875
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,24,1536,1536,Attention_ResUNet,0.0330352783203125,0.01016998291015625,3.0517578125e-05,0.0,0.9549674987792969,0.028778076171875
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,25,1536,2048,UNet,0.03753662109375,0.01203155517578125,0.00070953369140625,0.0,0.9654350280761719,0.027950286865234375
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,25,1536,2048,Attention_UNet,0.047603607177734375,0.01073455810546875,4.1961669921875e-05,0.0,0.9436531066894531,0.027950286865234375
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,25,1536,2048,Attention_ResUNet,0.029949188232421875,0.009479522705078125,3.814697265625e-05,0.0,0.9571304321289062,0.027950286865234375
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,26,1536,2560,UNet,0.049560546875,0.0176544189453125,0.001499176025390625,0.0,0.9524574279785156,0.03949737548828125
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,26,1536,2560,Attention_UNet,0.06720352172851562,0.0161285400390625,0.00022125244140625,0.0,0.9203376770019531,0.03949737548828125
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,26,1536,2560,Attention_ResUNet,0.04217529296875,0.01435089111328125,0.0002288818359375,0.0,0.9459304809570312,0.03949737548828125
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,27,1536,3072,UNet,0.06393814086914062,0.02414703369140625,0.00177764892578125,0.0,0.9353713989257812,0.055908203125
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,27,1536,3072,Attention_UNet,0.0818634033203125,0.021854400634765625,0.000270843505859375,0.0,0.8956413269042969,0.055908203125
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,27,1536,3072,Attention_ResUNet,0.055316925048828125,0.019527435302734375,0.000186920166015625,0.0,0.9335823059082031,0.055908203125
160x_2025-05-15_02-05-00.tif,160,160x,0,0,0,UNet,0.6980667114257812,0.3475074768066406,0.10647201538085938,0.00160980224609375,0.5312309265136719,0.3269767761230469
160x_2025-05-15_02-05-00.tif,160,160x,0,0,0,Attention_UNet,0.6286506652832031,0.2909965515136719,0.02283477783203125,0.0,0.5196418762207031,0.3269767761230469
160x_2025-05-15_02-05-00.tif,160,160x,0,0,0,Attention_ResUNet,0.6643333435058594,0.3602790832519531,0.114349365234375,3.814697265625e-05,0.5251731872558594,0.3269767761230469
160x_2025-05-15_02-05-00.tif,160,160x,1,0,512,UNet,0.6435356140136719,0.274993896484375,0.0759735107421875,0.00095367431640625,0.5540885925292969,0.2939453125
160x_2025-05-15_02-05-00.tif,160,160x,1,0,512,Attention_UNet,0.557830810546875,0.22786712646484375,0.01630401611328125,7.62939453125e-06,0.53961181640625,0.2939453125
160x_2025-05-15_02-05-00.tif,160,160x,1,0,512,Attention_ResUNet,0.6073532104492188,0.2979011535644531,0.06792449951171875,7.62939453125e-06,0.54278564453125,0.2939453125
160x_2025-05-15_02-05-00.tif,160,160x,2,0,1024,UNet,0.6049919128417969,0.2569847106933594,0.0659027099609375,0.0009765625,0.5607185363769531,0.283599853515625
160x_2025-05-15_02-05-00.tif,160,160x,2,0,1024,Attention_UNet,0.5395698547363281,0.21980667114257812,0.017154693603515625,0.0,0.5477447509765625,0.283599853515625
160x_2025-05-15_02-05-00.tif,160,160x,2,0,1024,Attention_ResUNet,0.588836669921875,0.28318023681640625,0.0629119873046875,0.0,0.542022705078125,0.283599853515625
160x_2025-05-15_02-05-00.tif,160,160x,3,0,1536,UNet,0.61151123046875,0.2810821533203125,0.0717926025390625,0.00035858154296875,0.5538787841796875,0.2939720153808594
160x_2025-05-15_02-05-00.tif,160,160x,3,0,1536,Attention_UNet,0.5705528259277344,0.24491500854492188,0.018829345703125,0.0,0.5452156066894531,0.2939720153808594
160x_2025-05-15_02-05-00.tif,160,160x,3,0,1536,Attention_ResUNet,0.6046867370605469,0.2977027893066406,0.06510543823242188,3.0517578125e-05,0.5340576171875,0.2939720153808594
160x_2025-05-15_02-05-00.tif,160,160x,4,0,2048,UNet,0.6204643249511719,0.3040924072265625,0.068206787109375,0.000209808349609375,0.5470924377441406,0.3108863830566406
160x_2025-05-15_02-05-00.tif,160,160x,4,0,2048,Attention_UNet,0.6125717163085938,0.26515960693359375,0.018280029296875,0.0,0.5371513366699219,0.3108863830566406
160x_2025-05-15_02-05-00.tif,160,160x,4,0,2048,Attention_ResUNet,0.6112594604492188,0.3034515380859375,0.057537078857421875,7.62939453125e-06,0.5363388061523438,0.3108863830566406
160x_2025-05-15_02-05-00.tif,160,160x,5,0,2560,UNet,0.656280517578125,0.3455963134765625,0.0800018310546875,0.000118255615234375,0.5376472473144531,0.334197998046875
160x_2025-05-15_02-05-00.tif,160,160x,5,0,2560,Attention_UNet,0.6787261962890625,0.290679931640625,0.02429962158203125,0.0,0.5252761840820312,0.334197998046875
160x_2025-05-15_02-05-00.tif,160,160x,5,0,2560,Attention_ResUNet,0.5859909057617188,0.2837028503417969,0.036617279052734375,0.0,0.5471763610839844,0.334197998046875
160x_2025-05-15_02-05-00.tif,160,160x,6,0,3072,UNet,0.6932411193847656,0.38965606689453125,0.09078598022460938,4.9591064453125e-05,0.5295257568359375,0.4084281921386719
160x_2025-05-15_02-05-00.tif,160,160x,6,0,3072,Attention_UNet,0.789459228515625,0.3394279479980469,0.028400421142578125,0.0,0.5237846374511719,0.4084281921386719
160x_2025-05-15_02-05-00.tif,160,160x,6,0,3072,Attention_ResUNet,0.5475349426269531,0.25262451171875,0.01244354248046875,0.0,0.5608062744140625,0.4084281921386719
160x_2025-05-15_02-05-00.tif,160,160x,7,512,0,UNet,0.6701469421386719,0.288177490234375,0.06933212280273438,0.00049591064453125,0.5545883178710938,0.3111763000488281
160x_2025-05-15_02-05-00.tif,160,160x,7,512,0,Attention_UNet,0.5662002563476562,0.27562713623046875,0.026042938232421875,0.0,0.5318946838378906,0.3111763000488281
160x_2025-05-15_02-05-00.tif,160,160x,7,512,0,Attention_ResUNet,0.5853271484375,0.3056793212890625,0.09568023681640625,7.62939453125e-06,0.5321464538574219,0.3111763000488281
160x_2025-05-15_02-05-00.tif,160,160x,8,512,512,UNet,0.6268081665039062,0.2507820129394531,0.0643310546875,0.00177001953125,0.5714035034179688,0.28963470458984375
160x_2025-05-15_02-05-00.tif,160,160x,8,512,512,Attention_UNet,0.5293998718261719,0.23736190795898438,0.02167510986328125,1.1444091796875e-05,0.5452919006347656,0.28963470458984375
160x_2025-05-15_02-05-00.tif,160,160x,8,512,512,Attention_ResUNet,0.5550460815429688,0.2701911926269531,0.06867218017578125,0.000396728515625,0.5447120666503906,0.28963470458984375
160x_2025-05-15_02-05-00.tif,160,160x,9,512,1024,UNet,0.5638771057128906,0.2132720947265625,0.048252105712890625,0.00054168701171875,0.5837020874023438,0.2690544128417969
160x_2025-05-15_02-05-00.tif,160,160x,9,512,1024,Attention_UNet,0.5067024230957031,0.2065887451171875,0.01508331298828125,0.0,0.544097900390625,0.2690544128417969
160x_2025-05-15_02-05-00.tif,160,160x,9,512,1024,Attention_ResUNet,0.5222015380859375,0.23453140258789062,0.04894256591796875,0.0,0.5676689147949219,0.2690544128417969
160x_2025-05-15_02-05-00.tif,160,160x,10,512,1536,UNet,0.5745735168457031,0.23557662963867188,0.0498199462890625,0.0003509521484375,0.5568923950195312,0.2881011962890625
160x_2025-05-15_02-05-00.tif,160,160x,10,512,1536,Attention_UNet,0.5302886962890625,0.23366546630859375,0.0162200927734375,0.0,0.5433540344238281,0.2881011962890625
160x_2025-05-15_02-05-00.tif,160,160x,10,512,1536,Attention_ResUNet,0.5576248168945312,0.2652854919433594,0.060451507568359375,1.1444091796875e-05,0.5516395568847656,0.2881011962890625
160x_2025-05-15_02-05-00.tif,160,160x,11,512,2048,UNet,0.6094856262207031,0.2662239074707031,0.055263519287109375,0.000186920166015625,0.5440902709960938,0.30364227294921875
160x_2025-05-15_02-05-00.tif,160,160x,11,512,2048,Attention_UNet,0.5742874145507812,0.252197265625,0.01515960693359375,0.0,0.5331344604492188,0.30364227294921875
160x_2025-05-15_02-05-00.tif,160,160x,11,512,2048,Attention_ResUNet,0.592254638671875,0.2829704284667969,0.05840301513671875,0.0,0.5382575988769531,0.30364227294921875
160x_2025-05-15_02-05-00.tif,160,160x,12,512,2560,UNet,0.6574974060058594,0.311553955078125,0.06735992431640625,0.000133514404296875,0.5344161987304688,0.3285255432128906
160x_2025-05-15_02-05-00.tif,160,160x,12,512,2560,Attention_UNet,0.629669189453125,0.2747001647949219,0.017581939697265625,0.0,0.52716064453125,0.3285255432128906
160x_2025-05-15_02-05-00.tif,160,160x,12,512,2560,Attention_ResUNet,0.6144180297851562,0.29327392578125,0.0503387451171875,0.0,0.5331230163574219,0.3285255432128906
160x_2025-05-15_02-05-00.tif,160,160x,13,512,3072,UNet,0.7511329650878906,0.4345817565917969,0.11881256103515625,0.0001983642578125,0.5083732604980469,0.3929595947265625
160x_2025-05-15_02-05-00.tif,160,160x,13,512,3072,Attention_UNet,0.7325630187988281,0.35166168212890625,0.0373382568359375,1.52587890625e-05,0.5146484375,0.3929595947265625
160x_2025-05-15_02-05-00.tif,160,160x,13,512,3072,Attention_ResUNet,0.6298332214355469,0.3232765197753906,0.04511260986328125,0.0,0.5301856994628906,0.3929595947265625
160x_2025-05-15_02-05-00.tif,160,160x,14,1024,0,UNet,0.6246719360351562,0.26749420166015625,0.056858062744140625,0.000560760498046875,0.5607872009277344,0.30324554443359375
160x_2025-05-15_02-05-00.tif,160,160x,14,1024,0,Attention_UNet,0.43447113037109375,0.24495697021484375,0.0444183349609375,1.9073486328125e-05,0.6130905151367188,0.30324554443359375
160x_2025-05-15_02-05-00.tif,160,160x,14,1024,0,Attention_ResUNet,0.4752960205078125,0.2651557922363281,0.09313201904296875,0.00025177001953125,0.5958137512207031,0.30324554443359375
160x_2025-05-15_02-05-00.tif,160,160x,15,1024,512,UNet,0.6139488220214844,0.242828369140625,0.052288055419921875,0.000492095947265625,0.5838088989257812,0.2877769470214844
160x_2025-05-15_02-05-00.tif,160,160x,15,1024,512,Attention_UNet,0.4434700012207031,0.22984695434570312,0.025455474853515625,0.0,0.6012496948242188,0.2877769470214844
160x_2025-05-15_02-05-00.tif,160,160x,15,1024,512,Attention_ResUNet,0.4888801574707031,0.2542266845703125,0.07534408569335938,0.000164031982421875,0.5810127258300781,0.2877769470214844
160x_2025-05-15_02-05-00.tif,160,160x,16,1024,1024,UNet,0.5917625427246094,0.23087692260742188,0.048198699951171875,0.00067138671875,0.57843017578125,0.28485107421875
160x_2025-05-15_02-05-00.tif,160,160x,16,1024,1024,Attention_UNet,0.5131378173828125,0.23699569702148438,0.023166656494140625,0.0,0.5502853393554688,0.28485107421875
160x_2025-05-15_02-05-00.tif,160,160x,16,1024,1024,Attention_ResUNet,0.5239410400390625,0.24654769897460938,0.058544158935546875,4.9591064453125e-05,0.55413818359375,0.28485107421875
160x_2025-05-15_02-05-00.tif,160,160x,17,1024,1536,UNet,0.5698509216308594,0.21796035766601562,0.0376739501953125,0.000293731689453125,0.5699539184570312,0.2861213684082031
160x_2025-05-15_02-05-00.tif,160,160x,17,1024,1536,Attention_UNet,0.5450706481933594,0.2363128662109375,0.017852783203125,0.0,0.527679443359375,0.2861213684082031
160x_2025-05-15_02-05-00.tif,160,160x,17,1024,1536,Attention_ResUNet,0.5275497436523438,0.23681259155273438,0.04930877685546875,0.0,0.5595169067382812,0.2861213684082031
160x_2025-05-15_02-05-00.tif,160,160x,18,1024,2048,UNet,0.5954017639160156,0.24879074096679688,0.0466766357421875,0.000179290771484375,0.5494575500488281,0.30901336669921875
160x_2025-05-15_02-05-00.tif,160,160x,18,1024,2048,Attention_UNet,0.5683364868164062,0.25745391845703125,0.018909454345703125,0.0,0.5272102355957031,0.30901336669921875
160x_2025-05-15_02-05-00.tif,160,160x,18,1024,2048,Attention_ResUNet,0.5575332641601562,0.25650787353515625,0.04943084716796875,0.0,0.5489425659179688,0.30901336669921875
160x_2025-05-15_02-05-00.tif,160,160x,19,1024,2560,UNet,0.6114921569824219,0.2660026550292969,0.05344390869140625,0.00049591064453125,0.5442352294921875,0.3170204162597656
160x_2025-05-15_02-05-00.tif,160,160x,19,1024,2560,Attention_UNet,0.5819664001464844,0.2566642761230469,0.016391754150390625,0.0,0.525482177734375,0.3170204162597656
160x_2025-05-15_02-05-00.tif,160,160x,19,1024,2560,Attention_ResUNet,0.5682258605957031,0.25415802001953125,0.0441436767578125,0.0,0.5453605651855469,0.3170204162597656
160x_2025-05-15_02-05-00.tif,160,160x,20,1024,3072,UNet,0.7265281677246094,0.3852424621582031,0.09753799438476562,0.00048828125,0.514434814453125,0.3868865966796875
160x_2025-05-15_02-05-00.tif,160,160x,20,1024,3072,Attention_UNet,0.6812553405761719,0.3264808654785156,0.029632568359375,0.0,0.5147933959960938,0.3868865966796875
160x_2025-05-15_02-05-00.tif,160,160x,20,1024,3072,Attention_ResUNet,0.6568832397460938,0.3243751525878906,0.058963775634765625,1.52587890625e-05,0.5214309692382812,0.3868865966796875
160x_2025-05-15_02-05-00.tif,160,160x,21,1536,0,UNet,0.5819091796875,0.27559661865234375,0.05588531494140625,0.000537872314453125,0.5519676208496094,0.31601715087890625
160x_2025-05-15_02-05-00.tif,160,160x,21,1536,0,Attention_UNet,0.3863983154296875,0.23848342895507812,0.074188232421875,0.000148773193359375,0.6547470092773438,0.31601715087890625
160x_2025-05-15_02-05-00.tif,160,160x,21,1536,0,Attention_ResUNet,0.428436279296875,0.24265289306640625,0.082489013671875,0.000396728515625,0.6271247863769531,0.31601715087890625
160x_2025-05-15_02-05-00.tif,160,160x,22,1536,512,UNet,0.5861930847167969,0.23650741577148438,0.043376922607421875,0.0004119873046875,0.5788040161132812,0.2928199768066406
160x_2025-05-15_02-05-00.tif,160,160x,22,1536,512,Attention_UNet,0.38735198974609375,0.2236175537109375,0.04537200927734375,1.9073486328125e-05,0.646697998046875,0.2928199768066406
160x_2025-05-15_02-05-00.tif,160,160x,22,1536,512,Attention_ResUNet,0.4326629638671875,0.23477935791015625,0.07701492309570312,0.00041961669921875,0.6246833801269531,0.2928199768066406
160x_2025-05-15_02-05-00.tif,160,160x,23,1536,1024,UNet,0.6046562194824219,0.22504806518554688,0.042877197265625,0.001720428466796875,0.5816268920898438,0.2894859313964844
160x_2025-05-15_02-05-00.tif,160,160x,23,1536,1024,Attention_UNet,0.4426116943359375,0.2286376953125,0.03240966796875,1.1444091796875e-05,0.5972137451171875,0.2894859313964844
160x_2025-05-15_02-05-00.tif,160,160x,23,1536,1024,Attention_ResUNet,0.4764823913574219,0.23254776000976562,0.062286376953125,0.000469207763671875,0.5871505737304688,0.2894859313964844
160x_2025-05-15_02-05-00.tif,160,160x,24,1536,1536,UNet,0.5887870788574219,0.22226333618164062,0.039546966552734375,0.000446319580078125,0.576171875,0.29175567626953125
160x_2025-05-15_02-05-00.tif,160,160x,24,1536,1536,Attention_UNet,0.4993743896484375,0.23638916015625,0.023040771484375,0.0,0.557037353515625,0.29175567626953125
160x_2025-05-15_02-05-00.tif,160,160x,24,1536,1536,Attention_ResUNet,0.5012779235839844,0.2282867431640625,0.046298980712890625,1.52587890625e-05,0.5591201782226562,0.29175567626953125
160x_2025-05-15_02-05-00.tif,160,160x,25,1536,2048,UNet,0.5730819702148438,0.22298049926757812,0.033008575439453125,0.00025177001953125,0.5778732299804688,0.30200958251953125
160x_2025-05-15_02-05-00.tif,160,160x,25,1536,2048,Attention_UNet,0.525299072265625,0.24228286743164062,0.019634246826171875,0.0,0.5437049865722656,0.30200958251953125
160x_2025-05-15_02-05-00.tif,160,160x,25,1536,2048,Attention_ResUNet,0.5074539184570312,0.22291183471679688,0.03607177734375,1.1444091796875e-05,0.557159423828125,0.30200958251953125
160x_2025-05-15_02-05-00.tif,160,160x,26,1536,2560,UNet,0.595733642578125,0.25394439697265625,0.04613494873046875,0.00019073486328125,0.5621833801269531,0.320709228515625
160x_2025-05-15_02-05-00.tif,160,160x,26,1536,2560,Attention_UNet,0.5837440490722656,0.2617912292480469,0.021778106689453125,0.0,0.521881103515625,0.320709228515625
160x_2025-05-15_02-05-00.tif,160,160x,26,1536,2560,Attention_ResUNet,0.5456123352050781,0.23780059814453125,0.0379180908203125,0.0,0.5418434143066406,0.320709228515625
160x_2025-05-15_02-05-00.tif,160,160x,27,1536,3072,UNet,0.7135772705078125,0.3690032958984375,0.09175491333007812,0.000732421875,0.5144767761230469,0.3890266418457031
160x_2025-05-15_02-05-00.tif,160,160x,27,1536,3072,Attention_UNet,0.6820449829101562,0.33048248291015625,0.035266876220703125,0.0,0.5077095031738281,0.3890266418457031
160x_2025-05-15_02-05-00.tif,160,160x,27,1536,3072,Attention_ResUNet,0.6553764343261719,0.30994415283203125,0.0569610595703125,7.62939453125e-06,0.5182456970214844,0.3890266418457031
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,0,0,0,UNet,0.048244476318359375,0.0140533447265625,0.001277923583984375,7.62939453125e-06,0.9550971984863281,0.16543960571289062
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,0,0,0,Attention_UNet,0.051441192626953125,0.010860443115234375,0.00016021728515625,0.0,0.9338531494140625,0.16543960571289062
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,0,0,0,Attention_ResUNet,0.035533905029296875,0.00931549072265625,0.00020599365234375,0.0,0.9408645629882812,0.16543960571289062
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,1,0,512,UNet,0.03597259521484375,0.01229095458984375,0.00128173828125,0.0,0.9714012145996094,0.325042724609375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,1,0,512,Attention_UNet,0.048358917236328125,0.01074981689453125,2.6702880859375e-05,0.0,0.9371261596679688,0.325042724609375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,1,0,512,Attention_ResUNet,0.03436279296875,0.01043701171875,2.288818359375e-05,0.0,0.9464797973632812,0.325042724609375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,2,0,1024,UNet,0.03386688232421875,0.013523101806640625,0.001953125,0.0,0.9678611755371094,0.02602386474609375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,2,0,1024,Attention_UNet,0.042957305908203125,0.0135040283203125,0.00032806396484375,0.0,0.9449577331542969,0.02602386474609375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,2,0,1024,Attention_ResUNet,0.036060333251953125,0.012439727783203125,5.7220458984375e-05,0.0,0.9527473449707031,0.02602386474609375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,3,0,1536,UNet,0.030239105224609375,0.01277923583984375,0.001880645751953125,0.0,0.9727401733398438,0.02613067626953125
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,3,0,1536,Attention_UNet,0.027431488037109375,0.01145172119140625,0.00128173828125,3.814697265625e-06,0.8191986083984375,0.02613067626953125
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,3,0,1536,Attention_ResUNet,0.032230377197265625,0.012279510498046875,7.62939453125e-05,0.0,0.9624443054199219,0.02613067626953125
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,4,0,2048,UNet,0.0286407470703125,0.01172637939453125,0.001453399658203125,0.0,0.9722633361816406,0.2507514953613281
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,4,0,2048,Attention_UNet,0.019687652587890625,0.00847625732421875,0.001895904541015625,6.103515625e-05,0.8412322998046875,0.2507514953613281
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,4,0,2048,Attention_ResUNet,0.02875518798828125,0.0111236572265625,0.000118255615234375,0.0,0.9614028930664062,0.2507514953613281
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,5,0,2560,UNet,0.03603363037109375,0.0135345458984375,0.0009613037109375,0.0,0.95477294921875,0.363128662109375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,5,0,2560,Attention_UNet,0.02674102783203125,0.00789642333984375,0.00118255615234375,4.1961669921875e-05,0.8536949157714844,0.363128662109375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,5,0,2560,Attention_ResUNet,0.042011260986328125,0.013912200927734375,2.288818359375e-05,0.0,0.9254379272460938,0.363128662109375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,6,0,3072,UNet,0.03870391845703125,0.011295318603515625,9.1552734375e-05,0.0,0.8795166015625,0.24284744262695312
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,6,0,3072,Attention_UNet,0.044551849365234375,0.004852294921875,0.000274658203125,3.814697265625e-06,0.8525047302246094,0.24284744262695312
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,6,0,3072,Attention_ResUNet,0.10129547119140625,0.015789031982421875,0.0,0.0,0.8406944274902344,0.24284744262695312
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,7,512,0,UNet,0.055164337158203125,0.012447357177734375,0.00095367431640625,0.0,0.9026069641113281,0.028614044189453125
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,7,512,0,Attention_UNet,0.0410919189453125,0.008941650390625,2.288818359375e-05,0.0,0.9199714660644531,0.028614044189453125
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,7,512,0,Attention_ResUNet,0.027435302734375,0.00669097900390625,1.9073486328125e-05,0.0,0.9605865478515625,0.028614044189453125
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,8,512,512,UNet,0.033275604248046875,0.0093994140625,0.000858306884765625,0.0,0.9682350158691406,0.22090530395507812
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,8,512,512,Attention_UNet,0.0360107421875,0.0076141357421875,3.814697265625e-05,0.0,0.9550056457519531,0.22090530395507812
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,8,512,512,Attention_ResUNet,0.02404022216796875,0.00691986083984375,2.6702880859375e-05,0.0,0.961456298828125,0.22090530395507812
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,9,512,1024,UNet,0.035358428955078125,0.0126953125,0.001369476318359375,0.0,0.9690628051757812,0.02555084228515625
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,9,512,1024,Attention_UNet,0.047882080078125,0.0120849609375,0.000209808349609375,0.0,0.944580078125,0.02555084228515625
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,9,512,1024,Attention_ResUNet,0.033588409423828125,0.01088714599609375,0.000152587890625,0.0,0.9536857604980469,0.02555084228515625
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,10,512,1536,UNet,0.0352020263671875,0.014598846435546875,0.001922607421875,0.0,0.9663619995117188,0.0271759033203125
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,10,512,1536,Attention_UNet,0.0409698486328125,0.0142059326171875,0.00081634521484375,0.0,0.939453125,0.0271759033203125
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,10,512,1536,Attention_ResUNet,0.035137176513671875,0.013134002685546875,0.0006103515625,0.0,0.9588699340820312,0.0271759033203125
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,11,512,2048,UNet,0.029689788818359375,0.012042999267578125,0.001094818115234375,0.0,0.9719314575195312,0.025386810302734375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,11,512,2048,Attention_UNet,0.024288177490234375,0.009876251220703125,0.001331329345703125,7.62939453125e-06,0.8274993896484375,0.025386810302734375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,11,512,2048,Attention_ResUNet,0.0293426513671875,0.010852813720703125,2.6702880859375e-05,0.0,0.963531494140625,0.025386810302734375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,12,512,2560,UNet,0.0327301025390625,0.01268768310546875,0.00087738037109375,0.0,0.9627532958984375,0.03515625
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,12,512,2560,Attention_UNet,0.023723602294921875,0.0095062255859375,0.00154876708984375,1.9073486328125e-05,0.8290672302246094,0.03515625
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,12,512,2560,Attention_ResUNet,0.031719207763671875,0.011688232421875,2.6702880859375e-05,0.0,0.953216552734375,0.03515625
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,13,512,3072,UNet,0.03385162353515625,0.012630462646484375,0.000606536865234375,0.0,0.9552650451660156,0.3348197937011719
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,13,512,3072,Attention_UNet,0.027111053466796875,0.007930755615234375,0.000774383544921875,7.62939453125e-06,0.8387069702148438,0.3348197937011719
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,13,512,3072,Attention_ResUNet,0.03615570068359375,0.012386322021484375,0.0,0.0,0.9241409301757812,0.3348197937011719
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,14,1024,0,UNet,0.08639144897460938,0.016693115234375,0.000858306884765625,0.0,0.8661384582519531,0.03417205810546875
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,14,1024,0,Attention_UNet,0.08136367797851562,0.011821746826171875,4.1961669921875e-05,0.0,0.764190673828125,0.03417205810546875
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,14,1024,0,Attention_ResUNet,0.028186798095703125,0.0067596435546875,1.1444091796875e-05,0.0,0.9600334167480469,0.03417205810546875
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,15,1024,512,UNet,0.054965972900390625,0.013439178466796875,0.000946044921875,0.0,0.9365043640136719,0.0267181396484375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,15,1024,512,Attention_UNet,0.04764556884765625,0.010089874267578125,1.52587890625e-05,0.0,0.9182014465332031,0.0267181396484375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,15,1024,512,Attention_ResUNet,0.029354095458984375,0.008449554443359375,8.0108642578125e-05,0.0,0.96173095703125,0.0267181396484375
