,loss,accuracy,jacard_coef,val_loss,val_accuracy,val_jacard_coef,lr
0,0.2135496586561203,0.24164113402366638,0.08712385594844818,1.121643304824829,0.9303517937660217,3.4079197797076688e-12,0.001
1,0.17952074110507965,0.4356599450111389,0.07564708590507507,1.1107250452041626,0.9302470088005066,3.396791311768843e-12,0.001
2,0.1772335320711136,0.48571279644966125,0.07831007987260818,0.7899578213691711,0.9259989261627197,0.0017679075244814157,0.001
3,0.16808471083641052,0.647537112236023,0.07320944219827652,0.13075557351112366,0.8974446654319763,0.01208139955997467,0.001
4,0.16161014139652252,0.8139057159423828,0.042058609426021576,0.16695664823055267,0.47438761591911316,0.07997260987758636,0.001
5,0.1586594432592392,0.839575469493866,0.04994982108473778,0.20426218211650848,0.1394500732421875,0.06803703308105469,0.001
6,0.1605806052684784,0.7795403003692627,0.02883184887468815,0.08425386995077133,0.9240814447402954,0.005383047740906477,0.001
7,0.15102605521678925,0.9146760702133179,0.011712287552654743,0.13279780745506287,0.9235382080078125,0.006391528993844986,0.001
8,0.15062497556209564,0.9160314798355103,0.000356715900124982,0.13930939137935638,0.9267018437385559,0.0066601065918803215,0.001
9,0.14515595138072968,0.8928184509277344,0.030618365854024887,0.1576591432094574,0.9288920164108276,0.0030619334429502487,0.001
10,0.14473506808280945,0.9154449105262756,0.0006857003318145871,0.14303509891033173,0.9282572269439697,0.0021234217565506697,0.0005
11,0.14221921563148499,0.9166049361228943,0.0004923879751004279,0.1290704309940338,0.9302968382835388,3.39989061209911e-12,0.0005
12,0.13910724222660065,0.9149504899978638,0.0035370506811887026,0.13382135331630707,0.9303995966911316,3.4109980465157896e-12,0.0005
13,0.13708095252513885,0.9160527586936951,0.007612406276166439,0.13350071012973785,0.9303995966911316,3.4109980465157896e-12,0.0005
14,0.13550494611263275,0.9134880900382996,0.001804955885745585,0.12649790942668915,0.9303995966911316,3.4109980465157896e-12,0.0005
