image,dilution,n_tiles,unet_mean_density,unet_std_density,unet_median_density,attention_unet_mean_density,attention_unet_std_density,attention_unet_median_density,attention_resunet_mean_density,attention_resunet_std_density,attention_resunet_median_density
10240x_2025-05-29_02-22-00_002,10240,28,0.13825552804129465,0.08147702147260649,0.13103485107421875,0.09976795741489955,0.060549702767742616,0.09670257568359375,0.1556260245186942,0.0899437159164426,0.14705657958984375
1280x_2025-05-16_00-59-00_002,1280,28,1.4113426208496094,0.3142870156743869,1.3742446899414062,1.086575644356864,0.2361596553023957,1.0286331176757812,1.4089311872209822,0.3295372586171378,1.3540267944335938
160x_2025-05-15_02-05-00,160,28,15.519700731549944,3.4691074841934766,14.442062377929688,14.56010001046317,9.488437280257779,10.468673706054688,14.152581351143974,3.9283212081084424,12.832832336425781
2560x_2025-05-16_00-59-00_002,2560,28,1.090376717703683,0.12391590694350414,1.0713577270507812,0.838266100202288,0.08625660425432531,0.8312225341796875,1.0999679565429688,0.13395158076977629,1.0702133178710938
320x_2025-05-15_02-05-00,320,28,5.937671661376953,0.5413632473497596,5.883216857910156,4.369299752371652,0.4937902614474219,4.314422607421875,5.616419655936105,0.6621919641165235,5.489921569824219
5120x_2025-05-16_00-59-00,5120,28,0.6356103079659599,0.08879073614682774,0.6212234497070312,0.4752159118652344,0.0579632839829741,0.46367645263671875,0.6946836199079242,0.08297507912470617,0.6761550903320312
640x_2025-05-16_00-59-00_002,640,28,3.3117566789899553,0.7120845973125192,3.4076690673828125,2.6188577924455916,0.5139887545743789,2.6540756225585938,3.2464981079101562,0.6465179708947684,3.2114028930664062
80x_2025-05-22_14-48-00,80,28,41.85874121529715,2.8769713295613504,41.91474914550781,47.57772173200335,2.336314317180943,47.10845947265625,36.29320689610073,2.3197022362166706,36.285400390625
