image,dilution,dilution_label,tile_idx,position_y,position_x,density_threshold,density_clahe_otsu_pred,density_clahe_otsu_orig
10x_2025-05-15_02-05-00.tif,10,10x,2,0,1024,0.8697853,0.3673248291015625,0.346893310546875
10x_2025-05-15_02-05-00.tif,10,10x,3,0,1536,0.8745537,0.3654975891113281,0.3411712646484375
10x_2025-05-15_02-05-00.tif,10,10x,4,0,2048,0.84664536,0.3770294189453125,0.3434410095214844
10x_2025-05-15_02-05-00.tif,10,10x,5,0,2560,0.8207512,0.4000892639160156,0.34938812255859375
10x_2025-05-15_02-05-00.tif,10,10x,6,0,3072,0.77788544,0.41588592529296875,0.3493995666503906
10x_2025-05-15_02-05-00.tif,10,10x,7,512,0,0.8359413,0.3988037109375,0.3871879577636719
10x_2025-05-15_02-05-00.tif,10,10x,8,512,512,0.8726616,0.36473846435546875,0.3742218017578125
10x_2025-05-15_02-05-00.tif,10,10x,9,512,1024,0.8733597,0.3536872863769531,0.3488311767578125
10x_2025-05-15_02-05-00.tif,10,10x,10,512,1536,0.87007904,0.3575096130371094,0.3258552551269531
10x_2025-05-15_02-05-00.tif,10,10x,11,512,2048,0.8487892,0.3727760314941406,0.3288421630859375
10x_2025-05-15_02-05-00.tif,10,10x,12,512,2560,0.8159294,0.3954963684082031,0.3276176452636719
10x_2025-05-15_02-05-00.tif,10,10x,13,512,3072,0.7790909,0.41684722900390625,0.3428993225097656
10x_2025-05-15_02-05-00.tif,10,10x,14,1024,0,0.8313103,0.4062919616699219,0.388824462890625
10x_2025-05-15_02-05-00.tif,10,10x,15,1024,512,0.8506279,0.37191009521484375,0.3241424560546875
10x_2025-05-15_02-05-00.tif,10,10x,16,1024,1024,0.87036514,0.3466339111328125,0.3518943786621094
10x_2025-05-15_02-05-00.tif,10,10x,17,1024,1536,0.8659096,0.3652458190917969,0.332611083984375
10x_2025-05-15_02-05-00.tif,10,10x,18,1024,2048,0.8473129,0.371307373046875,0.3252067565917969
10x_2025-05-15_02-05-00.tif,10,10x,19,1024,2560,0.8097191,0.39781951904296875,0.3158721923828125
10x_2025-05-15_02-05-00.tif,10,10x,20,1024,3072,0.79624176,0.4020881652832031,0.3382453918457031
10x_2025-05-15_02-05-00.tif,10,10x,21,1536,0,0.79068756,0.4238166809082031,0.39580535888671875
10x_2025-05-15_02-05-00.tif,10,10x,22,1536,512,0.8385849,0.3852996826171875,0.3756103515625
10x_2025-05-15_02-05-00.tif,10,10x,23,1536,1024,0.85490036,0.3634986877441406,0.3785209655761719
10x_2025-05-15_02-05-00.tif,10,10x,24,1536,1536,0.8469238,0.37955474853515625,0.3432960510253906
10x_2025-05-15_02-05-00.tif,10,10x,25,1536,2048,0.83501816,0.3872718811035156,0.3374671936035156
10x_2025-05-15_02-05-00.tif,10,10x,26,1536,2560,0.80426025,0.4126319885253906,0.35382843017578125
10x_2025-05-15_02-05-00.tif,10,10x,27,1536,3072,0.7789688,0.4274139404296875,0.3509941101074219
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,0,0,0,0.021278381,0.9100341796875,0.8658180236816406
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,1,0,512,0.018184662,0.9468765258789062,0.8384971618652344
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,2,0,1024,0.018226624,0.9510002136230469,0.6606178283691406
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,3,0,1536,0.019233704,0.9528999328613281,0.9405326843261719
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,4,0,2048,0.016204834,0.9609222412109375,0.8151130676269531
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,5,0,2560,0.019470215,0.9419479370117188,0.7463798522949219
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,6,0,3072,0.014808655,0.920013427734375,0.6557044982910156
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,7,512,0,0.022819519,0.8872032165527344,0.9338569641113281
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,8,512,512,0.016586304,0.9319343566894531,0.9436454772949219
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,9,512,1024,0.015907288,0.9626884460449219,0.9593925476074219
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,10,512,1536,0.013256073,0.9668350219726562,0.6742019653320312
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,11,512,2048,0.016357422,0.9601554870605469,0.9521064758300781
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,12,512,2560,0.017028809,0.9582595825195312,0.7108879089355469
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,13,512,3072,0.02532959,0.9359130859375,0.8237419128417969
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,14,1024,0,0.021186829,0.861968994140625,0.9492568969726562
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,15,1024,512,0.017623901,0.9098854064941406,0.955841064453125
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,16,1024,1024,0.013332367,0.9531974792480469,0.6788253784179688
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,17,1024,1536,0.013217926,0.9657363891601562,0.6265144348144531
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,18,1024,2048,0.0126953125,0.9614028930664062,0.7667083740234375
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,19,1024,2560,0.015029907,0.9564285278320312,0.9493942260742188
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,20,1024,3072,0.023605347,0.9375953674316406,0.857666015625
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,21,1536,0,0.023181915,0.8383216857910156,0.939727783203125
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,22,1536,512,0.01922226,0.8653182983398438,0.9499702453613281
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,23,1536,1024,0.013427734,0.9281082153320312,0.9603385925292969
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,24,1536,1536,0.013889313,0.9553451538085938,0.6851806640625
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,25,1536,2048,0.012031555,0.9654426574707031,0.5124626159667969
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,26,1536,2560,0.017654419,0.9525947570800781,0.9295578002929688
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,27,1536,3072,0.024147034,0.9362220764160156,0.9199752807617188
160x_2025-05-15_02-05-00.tif,160,160x,0,0,0,0.3475113,0.5334930419921875,0.6689338684082031
160x_2025-05-15_02-05-00.tif,160,160x,1,0,512,0.2749939,0.5611419677734375,0.6973037719726562
160x_2025-05-15_02-05-00.tif,160,160x,2,0,1024,0.2569847,0.5668373107910156,0.7065238952636719
160x_2025-05-15_02-05-00.tif,160,160x,3,0,1536,0.28107834,0.5561294555664062,0.6975975036621094
160x_2025-05-15_02-05-00.tif,160,160x,4,0,2048,0.30409622,0.5528450012207031,0.6844902038574219
160x_2025-05-15_02-05-00.tif,160,160x,5,0,2560,0.34560013,0.5429840087890625,0.6656150817871094
160x_2025-05-15_02-05-00.tif,160,160x,6,0,3072,0.38965607,0.5287704467773438,0.5882225036621094
160x_2025-05-15_02-05-00.tif,160,160x,7,512,0,0.28817368,0.5591201782226562,0.680572509765625
160x_2025-05-15_02-05-00.tif,160,160x,8,512,512,0.25078583,0.5714836120605469,0.7054290771484375
160x_2025-05-15_02-05-00.tif,160,160x,9,512,1024,0.21327591,0.5862960815429688,0.7217674255371094
160x_2025-05-15_02-05-00.tif,160,160x,10,512,1536,0.23557281,0.5615501403808594,0.7048110961914062
160x_2025-05-15_02-05-00.tif,160,160x,11,512,2048,0.26623154,0.5505867004394531,0.687652587890625
160x_2025-05-15_02-05-00.tif,160,160x,12,512,2560,0.31155396,0.5407180786132812,0.6640510559082031
160x_2025-05-15_02-05-00.tif,160,160x,13,512,3072,0.43458176,0.510040283203125,0.6042251586914062
160x_2025-05-15_02-05-00.tif,160,160x,14,1024,0,0.2674942,0.5655250549316406,0.6893081665039062
160x_2025-05-15_02-05-00.tif,160,160x,15,1024,512,0.24282837,0.5894699096679688,0.7030601501464844
160x_2025-05-15_02-05-00.tif,160,160x,16,1024,1024,0.23087692,0.5797004699707031,0.7079734802246094
160x_2025-05-15_02-05-00.tif,160,160x,17,1024,1536,0.21796036,0.5746650695800781,0.7064781188964844
160x_2025-05-15_02-05-00.tif,160,160x,18,1024,2048,0.24879074,0.5567092895507812,0.6875648498535156
160x_2025-05-15_02-05-00.tif,160,160x,19,1024,2560,0.26600266,0.5508193969726562,0.675689697265625
160x_2025-05-15_02-05-00.tif,160,160x,20,1024,3072,0.38524246,0.5133018493652344,0.6063919067382812
160x_2025-05-15_02-05-00.tif,160,160x,21,1536,0,0.27560043,0.5548820495605469,0.6782684326171875
160x_2025-05-15_02-05-00.tif,160,160x,22,1536,512,0.2365036,0.5809860229492188,0.7020759582519531
160x_2025-05-15_02-05-00.tif,160,160x,23,1536,1024,0.2250557,0.5854263305664062,0.7057228088378906
160x_2025-05-15_02-05-00.tif,160,160x,24,1536,1536,0.22226715,0.58270263671875,0.7017288208007812
160x_2025-05-15_02-05-00.tif,160,160x,25,1536,2048,0.22298431,0.5804481506347656,0.6889381408691406
160x_2025-05-15_02-05-00.tif,160,160x,26,1536,2560,0.2539444,0.5652389526367188,0.6722679138183594
160x_2025-05-15_02-05-00.tif,160,160x,27,1536,3072,0.3690071,0.5160026550292969,0.6091079711914062
20x_2025-05-15_02-05-00.tif,20,20x,0,0,0,0.8110161,0.3916587829589844,0.4297637939453125
20x_2025-05-15_02-05-00.tif,20,20x,1,0,512,0.8181839,0.35828399658203125,0.42848968505859375
20x_2025-05-15_02-05-00.tif,20,20x,2,0,1024,0.8202095,0.3614349365234375,0.43367767333984375
20x_2025-05-15_02-05-00.tif,20,20x,3,0,1536,0.8090172,0.37961578369140625,0.42777252197265625
20x_2025-05-15_02-05-00.tif,20,20x,4,0,2048,0.7991257,0.3861351013183594,0.4300727844238281
20x_2025-05-15_02-05-00.tif,20,20x,5,0,2560,0.80747604,0.4078025817871094,0.4106101989746094
20x_2025-05-15_02-05-00.tif,20,20x,6,0,3072,0.76146317,0.4482536315917969,0.4194984436035156
20x_2025-05-15_02-05-00.tif,20,20x,7,512,0,0.8030586,0.3829498291015625,0.44373321533203125
20x_2025-05-15_02-05-00.tif,20,20x,8,512,512,0.80524826,0.3591194152832031,0.44618988037109375
20x_2025-05-15_02-05-00.tif,20,20x,9,512,1024,0.80259323,0.3594818115234375,0.44445037841796875
20x_2025-05-15_02-05-00.tif,20,20x,10,512,1536,0.80319977,0.367095947265625,0.4348907470703125
20x_2025-05-15_02-05-00.tif,20,20x,11,512,2048,0.7995453,0.3907928466796875,0.4337120056152344
20x_2025-05-15_02-05-00.tif,20,20x,12,512,2560,0.7875595,0.415283203125,0.4217109680175781
20x_2025-05-15_02-05-00.tif,20,20x,13,512,3072,0.759346,0.4407157897949219,0.4319572448730469
20x_2025-05-15_02-05-00.tif,20,20x,14,1024,0,0.78673553,0.3905754089355469,0.4551849365234375
20x_2025-05-15_02-05-00.tif,20,20x,15,1024,512,0.789814,0.37366485595703125,0.4500999450683594
20x_2025-05-15_02-05-00.tif,20,20x,16,1024,1024,0.7923317,0.3659515380859375,0.4451637268066406
20x_2025-05-15_02-05-00.tif,20,20x,17,1024,1536,0.7979927,0.3715858459472656,0.42942047119140625
20x_2025-05-15_02-05-00.tif,20,20x,18,1024,2048,0.78697586,0.3932647705078125,0.4317131042480469
20x_2025-05-15_02-05-00.tif,20,20x,19,1024,2560,0.7719574,0.4195899963378906,0.4407768249511719
20x_2025-05-15_02-05-00.tif,20,20x,20,1024,3072,0.7504463,0.443206787109375,0.4443244934082031
20x_2025-05-15_02-05-00.tif,20,20x,21,1536,0,0.76849747,0.41394805908203125,0.4502830505371094
20x_2025-05-15_02-05-00.tif,20,20x,22,1536,512,0.753273,0.3939361572265625,0.46429443359375
20x_2025-05-15_02-05-00.tif,20,20x,23,1536,1024,0.76804733,0.3789329528808594,0.4525947570800781
20x_2025-05-15_02-05-00.tif,20,20x,24,1536,1536,0.77160263,0.3856353759765625,0.4477119445800781
20x_2025-05-15_02-05-00.tif,20,20x,25,1536,2048,0.7522354,0.4091453552246094,0.45977783203125
20x_2025-05-15_02-05-00.tif,20,20x,26,1536,2560,0.7394638,0.4322547912597656,0.45563507080078125
20x_2025-05-15_02-05-00.tif,20,20x,27,1536,3072,0.716095,0.4615631103515625,0.4581871032714844
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,0,0,0,0.0055236816,0.9839134216308594,0.6388511657714844
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,1,0,512,0.0026893616,0.7051925659179688,0.5080032348632812
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,2,0,1024,0.0026741028,0.7235069274902344,0.5186424255371094
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,3,0,1536,0.003353119,0.9703025817871094,0.56976318359375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,4,0,2048,0.0035209656,0.7414054870605469,0.5911216735839844
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,5,0,2560,0.0021400452,0.6526565551757812,0.536773681640625
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,6,0,3072,0.002708435,0.6066246032714844,0.6151504516601562
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,7,512,0,0.003025055,0.7290496826171875,0.5031623840332031
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,8,512,512,0.0027313232,0.7287368774414062,0.6056098937988281
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,9,512,1024,0.0029029846,0.6666831970214844,0.4558982849121094
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,10,512,1536,0.002670288,0.8048286437988281,0.4413948059082031
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,11,512,2048,0.0015296936,0.7522430419921875,0.5768623352050781
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,12,512,2560,0.0032806396,0.7440910339355469,0.5756072998046875
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,13,512,3072,0.0035133362,0.6727104187011719,0.5162315368652344
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,14,1024,0,0.0034370422,0.7420196533203125,0.5409164428710938
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,15,1024,512,0.0015106201,0.6545829772949219,0.4841423034667969
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,16,1024,1024,0.0021438599,0.7242279052734375,0.5757904052734375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,17,1024,1536,0.0038490295,0.7389564514160156,0.4831581115722656
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,18,1024,2048,0.003162384,0.8179092407226562,0.5607070922851562
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,19,1024,2560,0.0033950806,0.9696083068847656,0.5097618103027344
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,20,1024,3072,0.0040359497,0.8003196716308594,0.590911865234375
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,21,1536,0,0.0022506714,0.7492027282714844,0.5335960388183594
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,22,1536,512,0.0028419495,0.7320594787597656,0.5306777954101562
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,23,1536,1024,0.0012130737,0.6808738708496094,0.44730377197265625
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,24,1536,1536,0.0018920898,0.7060508728027344,0.5978202819824219
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,25,1536,2048,0.002735138,0.6779823303222656,0.4979362487792969
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,26,1536,2560,0.0039520264,0.7578773498535156,0.5067939758300781
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,27,1536,3072,0.0031547546,0.8219337463378906,0.58660888671875
320x_2025-05-15_02-05-00.tif,320,320x,0,0,0,0.17082596,0.6824760437011719,0.7609748840332031
320x_2025-05-15_02-05-00.tif,320,320x,1,0,512,0.11412048,0.7282905578613281,0.8211517333984375
320x_2025-05-15_02-05-00.tif,320,320x,2,0,1024,0.112716675,0.7269058227539062,0.8212509155273438
320x_2025-05-15_02-05-00.tif,320,320x,3,0,1536,0.10053635,0.7499465942382812,0.8292961120605469
320x_2025-05-15_02-05-00.tif,320,320x,4,0,2048,0.09215164,0.7839164733886719,0.8426246643066406
320x_2025-05-15_02-05-00.tif,320,320x,5,0,2560,0.09078598,0.7830276489257812,0.844451904296875
320x_2025-05-15_02-05-00.tif,320,320x,6,0,3072,0.09902191,0.7703819274902344,0.7579612731933594
320x_2025-05-15_02-05-00.tif,320,320x,7,512,0,0.13254547,0.7212867736816406,0.8048286437988281
320x_2025-05-15_02-05-00.tif,320,320x,8,512,512,0.10512161,0.7325439453125,0.8207015991210938
320x_2025-05-15_02-05-00.tif,320,320x,9,512,1024,0.096637726,0.7284164428710938,0.8251304626464844
320x_2025-05-15_02-05-00.tif,320,320x,10,512,1536,0.085357666,0.7417793273925781,0.8402786254882812
320x_2025-05-15_02-05-00.tif,320,320x,11,512,2048,0.08862686,0.7449226379394531,0.8354721069335938
320x_2025-05-15_02-05-00.tif,320,320x,12,512,2560,0.083805084,0.7760276794433594,0.8431892395019531
320x_2025-05-15_02-05-00.tif,320,320x,13,512,3072,0.08831787,0.7814140319824219,0.83734130859375
320x_2025-05-15_02-05-00.tif,320,320x,14,1024,0,0.12067795,0.7149391174316406,0.8009147644042969
320x_2025-05-15_02-05-00.tif,320,320x,15,1024,512,0.093803406,0.7397308349609375,0.8297615051269531
320x_2025-05-15_02-05-00.tif,320,320x,16,1024,1024,0.083789825,0.7347908020019531,0.8343048095703125
320x_2025-05-15_02-05-00.tif,320,320x,17,1024,1536,0.07745743,0.7501487731933594,0.8403282165527344
320x_2025-05-15_02-05-00.tif,320,320x,18,1024,2048,0.075984955,0.7606773376464844,0.8412933349609375
320x_2025-05-15_02-05-00.tif,320,320x,19,1024,2560,0.06952667,0.7746543884277344,0.8546333312988281
320x_2025-05-15_02-05-00.tif,320,320x,20,1024,3072,0.0838356,0.7741317749023438,0.8370475769042969
320x_2025-05-15_02-05-00.tif,320,320x,21,1536,0,0.12933731,0.6868629455566406,0.7300491333007812
320x_2025-05-15_02-05-00.tif,320,320x,22,1536,512,0.097724915,0.7232322692871094,0.8181648254394531
320x_2025-05-15_02-05-00.tif,320,320x,23,1536,1024,0.09103775,0.7255325317382812,0.82183837890625
320x_2025-05-15_02-05-00.tif,320,320x,24,1536,1536,0.078567505,0.7445030212402344,0.8355636596679688
320x_2025-05-15_02-05-00.tif,320,320x,25,1536,2048,0.08644867,0.7372512817382812,0.8219528198242188
320x_2025-05-15_02-05-00.tif,320,320x,26,1536,2560,0.07731247,0.7689781188964844,0.8360099792480469
320x_2025-05-15_02-05-00.tif,320,320x,27,1536,3072,0.09492493,0.7387351989746094,0.82049560546875
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,0,0,0,0.0075531006,0.9590911865234375,0.6407279968261719
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,1,0,512,0.005001068,0.9876441955566406,0.5794677734375
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,2,0,1024,0.0046577454,0.8277206420898438,0.5830764770507812
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,3,0,1536,0.0052108765,0.9598617553710938,0.5696487426757812
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,4,0,2048,0.003768921,0.86224365234375,0.6601676940917969
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,5,0,2560,0.0028800964,0.6968879699707031,0.5511398315429688
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,6,0,3072,0.0037384033,0.6648941040039062,0.5978927612304688
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,7,512,0,0.011577606,0.90863037109375,0.6568794250488281
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,8,512,512,0.005126953,0.88739013671875,0.5615997314453125
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,9,512,1024,0.0055656433,0.9836769104003906,0.65643310546875
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,10,512,1536,0.0062561035,0.9619636535644531,0.5707473754882812
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,11,512,2048,0.005859375,0.9635772705078125,0.6041603088378906
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,12,512,2560,0.0053634644,0.9621963500976562,0.623565673828125
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,13,512,3072,0.0047683716,0.7602767944335938,0.5848312377929688
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,14,1024,0,0.008865356,0.8195228576660156,0.6493568420410156
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,15,1024,512,0.007499695,0.9228057861328125,0.587066650390625
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,16,1024,1024,0.0065345764,0.9562530517578125,0.6678085327148438
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,17,1024,1536,0.0058898926,0.9718475341796875,0.6093063354492188
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,18,1024,2048,0.0048103333,0.9460945129394531,0.5487327575683594
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,19,1024,2560,0.005104065,0.9581794738769531,0.5039863586425781
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,20,1024,3072,0.004135132,0.9075088500976562,0.6428947448730469
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,21,1536,0,0.008289337,0.8209342956542969,0.6936759948730469
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,22,1536,512,0.007637024,0.851806640625,0.6164131164550781
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,23,1536,1024,0.0061531067,0.9128303527832031,0.6674957275390625
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,24,1536,1536,0.008934021,0.9498023986816406,0.5925712585449219
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,25,1536,2048,0.0061187744,0.9747200012207031,0.5561141967773438
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,26,1536,2560,0.005470276,0.9561347961425781,0.5242881774902344
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,27,1536,3072,0.0061798096,0.9296989440917969,0.5498886108398438
640x_2025-05-16_00-59-00_002.tif,640,640x,0,0,0,0.08602905,0.7775154113769531,0.8443222045898438
640x_2025-05-16_00-59-00_002.tif,640,640x,1,0,512,0.07746887,0.8219108581542969,0.8621253967285156
640x_2025-05-16_00-59-00_002.tif,640,640x,2,0,1024,0.056316376,0.8668708801269531,0.8915901184082031
640x_2025-05-16_00-59-00_002.tif,640,640x,3,0,1536,0.04889679,0.8905296325683594,0.8984413146972656
640x_2025-05-16_00-59-00_002.tif,640,640x,4,0,2048,0.043567657,0.8974800109863281,0.8882865905761719
640x_2025-05-16_00-59-00_002.tif,640,640x,5,0,2560,0.03834915,0.8877944946289062,0.8722343444824219
640x_2025-05-16_00-59-00_002.tif,640,640x,6,0,3072,0.030887604,0.8745536804199219,0.8229751586914062
640x_2025-05-16_00-59-00_002.tif,640,640x,7,512,0,0.07864761,0.7785873413085938,0.8675308227539062
640x_2025-05-16_00-59-00_002.tif,640,640x,8,512,512,0.059509277,0.8249664306640625,0.8814697265625
640x_2025-05-16_00-59-00_002.tif,640,640x,9,512,1024,0.042907715,0.8742637634277344,0.8939704895019531
640x_2025-05-16_00-59-00_002.tif,640,640x,10,512,1536,0.04039383,0.88836669921875,0.9032135009765625
640x_2025-05-16_00-59-00_002.tif,640,640x,11,512,2048,0.034687042,0.9127044677734375,0.9069175720214844
640x_2025-05-16_00-59-00_002.tif,640,640x,12,512,2560,0.04102707,0.8992462158203125,0.8918380737304688
640x_2025-05-16_00-59-00_002.tif,640,640x,13,512,3072,0.0410347,0.8825340270996094,0.8478469848632812
640x_2025-05-16_00-59-00_002.tif,640,640x,14,1024,0,0.07449341,0.7682075500488281,0.8655891418457031
