,loss,accuracy,jacard_coef,val_loss,val_accuracy,val_jacard_coef
0,0.21772237122058868,0.701708197593689,0.07815813273191452,0.24749167263507843,0.900909423828125,0.040936313569545746
1,0.17357195913791656,0.7503496408462524,0.077945776283741,0.9014588594436646,0.9045867919921875,0.010992909781634808
2,0.1748601347208023,0.8163496851921082,0.07710172235965729,13.915312767028809,0.09492085874080658,0.09205703437328339
3,0.1629401296377182,0.8775029182434082,0.07693818211555481,9.039705276489258,0.09234008938074112,0.09179062396287918
4,0.16931071877479553,0.8460288643836975,0.07736966013908386,7.902949810028076,0.0949147567152977,0.09097440540790558
5,0.16199618577957153,0.9094927906990051,0.07617484778165817,0.22268694639205933,0.7351094484329224,0.0833173543214798
6,0.1524757742881775,0.9144532084465027,0.07682546973228455,0.20352502167224884,0.8412160277366638,0.08419112116098404
7,0.14798124134540558,0.9155426025390625,0.0779435858130455,0.1556939035654068,0.9083617925643921,0.08365963399410248
8,0.15427422523498535,0.8800681829452515,0.0771326869726181,0.44842883944511414,0.15013834834098816,0.08871465176343918
9,0.14760474860668182,0.9157474637031555,0.0765438824892044,0.6886752843856812,0.4625132381916046,0.08873631060123444
10,0.14093025028705597,0.9152976274490356,0.07619557529687881,0.1509808599948883,0.9035421013832092,0.08336777985095978
11,0.14728137850761414,0.8782116770744324,0.07677880674600601,0.1283276379108429,0.9057566523551941,0.08249981701374054
12,0.13910804688930511,0.9189805388450623,0.07639946788549423,0.1348663866519928,0.9058390259742737,0.08265887200832367
13,0.13355174660682678,0.9169120192527771,0.07734352350234985,0.136606827378273,0.9083404541015625,0.0828663781285286
14,0.13320580124855042,0.9183619022369385,0.07674755156040192,0.12589207291603088,0.9066457152366638,0.08179083466529846
15,0.13375349342823029,0.9180581569671631,0.07627484202384949,0.11359047144651413,0.9078654050827026,0.0799175277352333
16,0.12631919980049133,0.919119656085968,0.07627851516008377,0.12240781635046005,0.9079254269599915,0.08180854469537735
17,0.12194741517305374,0.9182604551315308,0.07614611834287643,0.13073870539665222,0.9077718257904053,0.08243396878242493
18,0.1192794144153595,0.9193403720855713,0.07606679201126099,0.12777508795261383,0.9077585935592651,0.08223909139633179
19,0.11711153388023376,0.919784665107727,0.0760248452425003,0.12906859815120697,0.9078298211097717,0.08241963386535645
20,0.11514053493738174,0.9198262095451355,0.07596513628959656,0.12651385366916656,0.9078236818313599,0.08222657442092896
21,0.11330438405275345,0.9198460578918457,0.07587452977895737,0.12433359026908875,0.9079294800758362,0.08215594291687012
22,0.11125089228153229,0.9199376106262207,0.07592253386974335,0.1206948384642601,0.908007800579071,0.08200589567422867
23,0.10975014418363571,0.919941246509552,0.07578760385513306,0.1195453330874443,0.9080190062522888,0.08188477903604507
24,0.10787412524223328,0.9200215935707092,0.07582118362188339,0.11567886918783188,0.9081044793128967,0.08169443905353546
25,0.10636918246746063,0.920024573802948,0.07576707750558853,0.11483161896467209,0.9081034064292908,0.08159877359867096
26,0.10486580431461334,0.9200438261032104,0.07579416781663895,0.1117565929889679,0.9081481695175171,0.08135885000228882
27,0.10345888882875443,0.9200499653816223,0.07575803250074387,0.1089908555150032,0.9081502556800842,0.08115360140800476
28,0.10217910259962082,0.9200530648231506,0.07574878633022308,0.10789266973733902,0.9081288576126099,0.08100670576095581
29,0.10089980065822601,0.9200725555419922,0.0757022500038147,0.10461916774511337,0.9081898927688599,0.08085897564888
30,0.0999111458659172,0.9194688200950623,0.07574295252561569,0.09938540309667587,0.9081949591636658,0.07995329052209854
31,0.09857809543609619,0.9200581312179565,0.0756107047200203,0.09922090917825699,0.9082539677619934,0.08027471601963043
32,0.10884904861450195,0.9058705568313599,0.07493852078914642,0.7139050960540771,0.8985443115234375,0.029731471091508865
33,0.1018657311797142,0.9174901843070984,0.07420004904270172,1.4053387641906738,0.9083617925643921,0.001849538180977106
34,0.10380470752716064,0.9194473028182983,0.07439786195755005,0.2445148527622223,0.9076303839683533,0.055783964693546295
35,0.09932606667280197,0.9196908473968506,0.07428722083568573,0.16379591822624207,0.9082509279251099,0.06965969502925873
36,0.09638793021440506,0.9196221232414246,0.07405075430870056,0.09042306989431381,0.9081278443336487,0.07876791059970856
37,0.09504014998674393,0.9198418855667114,0.07387926429510117,0.09607494622468948,0.9081329107284546,0.07841868698596954
38,0.09362383931875229,0.9193429946899414,0.07418270409107208,0.09488093852996826,0.9081135988235474,0.0792386382818222
39,0.09552668035030365,0.9197382926940918,0.07380038499832153,0.10091552883386612,0.9076985716819763,0.07843205332756042
40,0.09388381242752075,0.9197737574577332,0.07383549213409424,0.1012321338057518,0.9004109501838684,0.08037437498569489
41,0.09215197712182999,0.9198944568634033,0.07404808700084686,0.09866993874311447,0.9049265384674072,0.08026334643363953
42,0.09066606312990189,0.9197776913642883,0.07459105551242828,0.09393855929374695,0.9082743525505066,0.0792146623134613
43,0.0907747820019722,0.9198980927467346,0.07374315708875656,0.09712117165327072,0.9080179929733276,0.07940161973237991
44,0.09064002335071564,0.9190261960029602,0.0766509398818016,0.09503279626369476,0.9082987308502197,0.07960988581180573
45,0.09137839823961258,0.9187796115875244,0.07340075075626373,0.10364516824483871,0.9076731204986572,0.07696875929832458
46,0.09764982014894485,0.9190205335617065,0.07305306196212769,0.14845512807369232,0.9060658812522888,0.06946756690740585
47,0.09524555504322052,0.9193306565284729,0.07284063845872879,0.35750624537467957,0.6031178832054138,0.08296865224838257
48,0.0921255424618721,0.9194987416267395,0.07285211980342865,0.10076244920492172,0.9020630121231079,0.07928250730037689
49,0.08943880349397659,0.9197423458099365,0.07286913692951202,0.09288891404867172,0.9080454707145691,0.07878200709819794
