Model,Total_Epochs,Best_Epoch,Best_Val_Jaccard,Final_Val_Jaccard,Best_Val_Loss,Final_Val_Loss,Best_Train_Jaccard,Final_Train_Jaccard,Convergence_Stability,Learning_Rate
UNet,19,4,0.1275393068790435,1.4985216843441118e-12,3.320517063140869,0.120457574725151,0.5003740191459656,0.5584361553192139,0.006910375485665205,0.001
Attention_UNet,16,1,0.110457956790924,1.4985216843441118e-12,0.1743849813938141,0.1395509392023086,0.1778803318738937,0.4884630143642425,0.005891609163544217,0.0001
Attention_ResUNet,16,1,0.1426785886287689,0.0002246303920401,0.171294018626213,0.1537219882011413,0.228349357843399,0.5421075224876404,0.45355309765341867,0.0005
