epoch,accuracy,dice_coef,jacard_coef,loss,val_accuracy,val_dice_coef,val_jacard_coef,val_loss
0,0.8952099680900574,0.4096434712409973,0.2761273980140686,0.4330069422721863,0.94325190782547,0.03652576729655266,0.018619081005454063,0.688999593257904
1,0.9769892692565918,0.6878892779350281,0.5427923798561096,0.22520437836647034,0.9531529545783997,0.5098094344139099,0.3563307821750641,0.35516804456710815
2,0.9842283129692078,0.7722794413566589,0.6397184133529663,0.16403372585773468,0.8902554512023926,0.46319544315338135,0.31395599246025085,0.4172130823135376
3,0.986128568649292,0.795113205909729,0.6745334267616272,0.1476077288389206,0.8503943085670471,0.3947702944278717,0.2557908594608307,0.47902461886405945
4,0.9885557889938354,0.8261759281158447,0.7132609486579895,0.1251518726348877,0.8858779668807983,0.4541168212890625,0.3061084747314453,0.42455384135246277
5,0.9891689419746399,0.8415408730506897,0.737625002861023,0.11422641575336456,0.8460964560508728,0.391169935464859,0.2530739903450012,0.4840148985385895
6,0.9903693199157715,0.8576227426528931,0.7614381909370422,0.10262782126665115,0.8825143575668335,0.45082762837409973,0.30331262946128845,0.4285619556903839
7,0.99067223072052,0.8630027770996094,0.7701107859611511,0.09879845380783081,0.6782164573669434,0.24476103484630585,0.143586203455925,0.6572162508964539
8,0.9917982816696167,0.8800679445266724,0.7937986254692078,0.08654838055372238,0.6943151950836182,0.2540053725242615,0.14991359412670135,0.6455057859420776
9,0.9925553798675537,0.8910121917724609,0.809232771396637,0.0786389708518982,0.7220853567123413,0.2719328999519348,0.16238932311534882,0.6199951171875
