epoch,dice_coef,jacard_coef,loss,val_dice_coef,val_jacard_coef,val_loss
0,0.4015357196331024,0.2718236744403839,0.45926934480667114,0.1664533168077469,0.09988409280776978,0.6084879636764526
1,0.47786998748779297,0.3511132299900055,0.3889773488044739,0.1334857940673828,0.07602115720510483,0.6283493638038635
2,0.580332338809967,0.44938191771507263,0.3174547851085663,0.08408574759960175,0.045023608952760696,0.6653671264648438
3,0.6508322358131409,0.5081467628479004,0.26716238260269165,0.07080759108066559,0.03739723935723305,0.6764993071556091
4,0.6178865432739258,0.48755326867103577,0.2700856029987335,0.04450087994337082,0.02294900454580784,0.7006518840789795
5,0.6975700855255127,0.5671074986457825,0.20622293651103973,0.03802693262696266,0.019507693126797676,0.7071799039840698
6,0.7012680172920227,0.573570728302002,0.2285318523645401,0.029012344777584076,0.014780938625335693,0.7170153856277466
7,0.6480858325958252,0.5239725112915039,0.2560909688472748,0.019487999379634857,0.00986151397228241,0.7287634611129761
