epoch,dice_coef,jacard_coef,loss,val_dice_coef,val_jacard_coef,val_loss
0,0.3045692443847656,0.1889689862728119,0.5053920745849609,0.21802197396755219,0.13761946558952332,0.5773817896842957
1,0.38422882556915283,0.25704526901245117,0.44780445098876953,0.20338672399520874,0.1254304051399231,0.5838661789894104
2,0.4470977187156677,0.32006561756134033,0.4108521342277527,0.18671248853206635,0.1122952550649643,0.5934287905693054
3,0.47370681166648865,0.33448147773742676,0.3895360231399536,0.1577099710702896,0.09104109555482864,0.6127484440803528
4,0.4793502688407898,0.3446837365627289,0.3827855587005615,0.1521812081336975,0.08723148703575134,0.6167856454849243
5,0.556061327457428,0.41894134879112244,0.31240254640579224,0.1270083636045456,0.07059141248464584,0.6361086964607239
6,0.6114059686660767,0.46761012077331543,0.2828480005264282,0.12085708975791931,0.06672532111406326,0.6410841345787048
7,0.5600082874298096,0.4279114007949829,0.32048338651657104,0.11303368955850601,0.0618770532310009,0.6475129127502441
