epoch,dice_coef,jacard_coef,loss,val_dice_coef,val_jacard_coef,val_loss
0,0.31370577216148376,0.19883716106414795,0.5074940919876099,0.15779811143875122,0.09325570613145828,0.6132736206054688
1,0.4826974868774414,0.3344053328037262,0.39644721150398254,0.12487966567277908,0.07023326307535172,0.634473979473114
2,0.49655336141586304,0.3606186509132385,0.3650301694869995,0.11846169084310532,0.06605919450521469,0.638996958732605
3,0.5452374219894409,0.4099697470664978,0.3254767656326294,0.09319460391998291,0.050388552248477936,0.6581634879112244
4,0.5861706137657166,0.44606924057006836,0.3004297614097595,0.08054903894662857,0.042952198535203934,0.6683818101882935
5,0.6215301156044006,0.4908532500267029,0.2829187512397766,0.06276395171880722,0.03288581594824791,0.6836758852005005
6,0.668037474155426,0.5382196307182312,0.2273542881011963,0.05501798167824745,0.028625011444091797,0.6907178163528442
7,0.6480260491371155,0.5211547613143921,0.24266685545444489,0.04860643297433853,0.025149481371045113,0.6967313885688782
