epoch,accuracy,dice_coef,jacard_coef,loss,val_accuracy,val_dice_coef,val_jacard_coef,val_loss
0,0.7650320529937744,0.2644137442111969,0.1577589213848114,0.5443071722984314,0.0566624253988266,0.10532286018133163,0.0562540702521801,1.094009280204773
1,0.9669073820114136,0.5158960223197937,0.3558546006679535,0.3476676344871521,0.05672420188784599,0.10511400550603867,0.05613233894109726,1.1091731786727905
2,0.9788280129432678,0.6219652891159058,0.4604111611843109,0.2702912390232086,0.06069090962409973,0.10549405962228775,0.05634507164359093,1.1043554544448853
3,0.9837307333946228,0.6834827065467834,0.5271720886230469,0.225862517952919,0.06113163381814957,0.1055498942732811,0.05637722834944725,1.1038646697998047
4,0.985947847366333,0.7152789235115051,0.5653749704360962,0.20297634601593018,0.06292724609375,0.10572431981563568,0.056476231664419174,1.1017301082611084
5,0.9876505732536316,0.7433003187179565,0.5978879332542419,0.1829136162996292,0.39800381660461426,0.14927707612514496,0.08164754509925842,0.8218053579330444
6,0.9889154434204102,0.7651530504226685,0.6260862946510315,0.1672990322113037,0.21321533620357513,0.12382218986749649,0.0668095201253891,0.8991536498069763
7,0.9898599982261658,0.7811599373817444,0.6471993327140808,0.15584056079387665,0.2776089310646057,0.1299120932817459,0.07030390948057175,0.8955110311508179
8,0.9907674193382263,0.7970909476280212,0.6692526340484619,0.14449343085289001,0.38924744725227356,0.147646963596344,0.08068762719631195,0.8356227874755859
9,0.9916440844535828,0.8150184154510498,0.6919863224029541,0.13167524337768555,0.12127570062875748,0.11426453292369843,0.061321891844272614,0.9610617756843567
10,0.9922084808349609,0.8238062858581543,0.705230712890625,0.12538789212703705,0.14554470777511597,0.11757586151361465,0.06322059035301208,0.9312179088592529
11,0.9925676584243774,0.8373920917510986,0.7237863540649414,0.11580970138311386,0.17323613166809082,0.12010088562965393,0.06466152518987656,0.9214655756950378
12,0.9927850961685181,0.8444709777832031,0.7338272333145142,0.1108013242483139,0.11223107576370239,0.11242777854204178,0.060268230736255646,0.9877761602401733
13,0.9933468103408813,0.855440616607666,0.7498438954353333,0.10295850783586502,0.10744166374206543,0.11136937141418457,0.0596696101129055,1.0027391910552979
