epoch,accuracy,dice_coef,jacard_coef,loss,val_accuracy,val_dice_coef,val_jacard_coef,val_loss
0,0.8131362199783325,0.3015335202217102,0.1872399002313614,0.5157526135444641,0.07823661714792252,0.10649677366018295,0.0572105348110199,1.0725501775741577
1,0.9677562117576599,0.5382067561149597,0.38495591282844543,0.3317868709564209,0.06675022095441818,0.10587964951992035,0.05684163048863411,1.096143126487732
2,0.9790305495262146,0.6393351554870605,0.4851924479007721,0.25801900029182434,0.08815106749534607,0.1079656332731247,0.058029890060424805,1.069582462310791
3,0.9826419949531555,0.6825209259986877,0.5351940393447876,0.2269059419631958,0.06819922477006912,0.10608429461717606,0.05695680156350136,1.0945357084274292
4,0.9860339760780334,0.7256366014480591,0.585589587688446,0.19580484926700592,0.07084967941045761,0.10640399903059006,0.05713576823472977,1.0822852849960327
5,0.9873884916305542,0.7546700239181519,0.6216025948524475,0.17514845728874207,0.08054987341165543,0.10777441412210464,0.057916224002838135,1.048422932624817
6,0.9891345500946045,0.7797712683677673,0.6513823866844177,0.15713298320770264,0.06421395391225815,0.10558811575174332,0.05667411908507347,1.103561282157898
7,0.9899210333824158,0.8004903793334961,0.6785545349121094,0.14244996011257172,0.07436992973089218,0.1066909208893776,0.057299185544252396,1.0835367441177368
8,0.9902870059013367,0.8083851933479309,0.6930666565895081,0.1368575543165207,0.218057319521904,0.12254466116428375,0.06639283150434494,0.9288480877876282
9,0.9910247921943665,0.8241947889328003,0.7113860845565796,0.12559820711612701,0.06814751029014587,0.10595248639583588,0.05688135698437691,1.0997644662857056
10,0.9912782907485962,0.8371509909629822,0.7308416366577148,0.1164642795920372,0.29465606808662415,0.13265511393547058,0.07232541590929031,0.8842401504516602
11,0.992188036441803,0.8530224561691284,0.7521508932113647,0.10511378943920135,0.2645580768585205,0.1281544268131256,0.06967178732156754,0.9001579284667969
12,0.9920942187309265,0.8516857028007507,0.7550500631332397,0.10612121224403381,0.48201441764831543,0.16964495182037354,0.09468554705381393,0.7847335338592529
13,0.9927066564559937,0.8650991916656494,0.7707728743553162,0.09655414521694183,0.6247093677520752,0.219208225607872,0.12627650797367096,0.6899393200874329
14,0.99305260181427,0.875832736492157,0.785426676273346,0.08891270309686661,0.10557715594768524,0.11118853837251663,0.05986339598894119,1.0102417469024658
15,0.9930487275123596,0.8765243887901306,0.7895615100860596,0.08846177905797958,0.4678017497062683,0.16667111217975616,0.09285125881433487,0.7952677607536316
16,0.9937044382095337,0.892220139503479,0.8087100982666016,0.07730761170387268,0.5190393328666687,0.18088366091251373,0.10167830437421799,0.7594987154006958
17,0.9936771392822266,0.8899962306022644,0.8088166117668152,0.07890043407678604,0.35228151082992554,0.14135724306106567,0.0774853304028511,0.8556622266769409
18,0.9938284158706665,0.8950854539871216,0.8167682886123657,0.0752730518579483,0.6689563989639282,0.2398137003183365,0.14005792140960693,0.6406059861183167
19,0.9938470721244812,0.8980972766876221,0.8222290873527527,0.07319368422031403,0.7094900608062744,0.26286134123802185,0.15578815340995789,0.6085575222969055
20,0.994027316570282,0.9018068313598633,0.8283118009567261,0.07054785639047623,0.7034964561462402,0.2596561312675476,0.15349812805652618,0.615702211856842
21,0.99415522813797,0.9058148860931396,0.8320888876914978,0.06772443652153015,0.6763181686401367,0.24511630833148956,0.143552765250206,0.631108283996582
22,0.9941748380661011,0.9091078042984009,0.8385313749313354,0.06541730463504791,0.7141880989074707,0.26824501156806946,0.15940029919147491,0.6061839461326599
23,0.9945230484008789,0.9182156920433044,0.851477324962616,0.05893766134977341,0.758546769618988,0.29774153232574463,0.18038097023963928,0.5625817775726318
24,0.9943791031837463,0.917303740978241,0.8502130508422852,0.059656333178281784,0.8103602528572083,0.34589269757270813,0.2158881276845932,0.5070939064025879
