image,dilution_factor,method,foreground_pct
10240x_2560x_2025-05-16_00-59-00_002,40,unet,21.68091982603073
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.26920237578451633
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2622181549668312
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2846469637006521
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.4497936926782131
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.48691662959754467
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2582014771178365
10240x_2560x_2025-05-16_00-59-00_002,40,unet,41.084301471710205
10240x_2560x_2025-05-16_00-59-00_002,40,unet,92.85544157028198
10240x_2560x_2025-05-16_00-59-00_002,40,unet,97.86087274551392
10240x_2560x_2025-05-16_00-59-00_002,40,unet,99.13720488548279
10240x_2560x_2025-05-16_00-59-00_002,40,unet,98.43587875366211
10240x_2560x_2025-05-16_00-59-00_002,40,unet,99.5347797870636
10240x_2560x_2025-05-16_00-59-00_002,40,unet,98.20984601974487
10240x_2560x_2025-05-16_00-59-00_002,40,unet,96.48605585098267
10240x_2560x_2025-05-16_00-59-00_002,40,unet,61.17239594459534
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.27085626497864723
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.26815528981387615
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2619122387841344
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.28037168085575104
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.338682159781456
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.3819094505161047
10240x_2560x_2025-05-16_00-59-00_002,40,unet,16.746225953102112
10240x_2560x_2025-05-16_00-59-00_002,40,unet,94.78434920310974
10240x_2560x_2025-05-16_00-59-00_002,40,unet,98.25159907341003
10240x_2560x_2025-05-16_00-59-00_002,40,unet,97.37806916236877
10240x_2560x_2025-05-16_00-59-00_002,40,unet,98.27439188957214
10240x_2560x_2025-05-16_00-59-00_002,40,unet,99.5229721069336
10240x_2560x_2025-05-16_00-59-00_002,40,unet,98.66743683815002
10240x_2560x_2025-05-16_00-59-00_002,40,unet,97.43034839630127
10240x_2560x_2025-05-16_00-59-00_002,40,unet,90.00272750854492
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.27241818606853485
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2708936110138893
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2695145783945918
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.26353211142122746
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.32173183280974627
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.4068878013640642
10240x_2560x_2025-05-16_00-59-00_002,40,unet,1.1985378339886665
10240x_2560x_2025-05-16_00-59-00_002,40,unet,53.0056357383728
10240x_2560x_2025-05-16_00-59-00_002,40,unet,89.10341262817383
10240x_2560x_2025-05-16_00-59-00_002,40,unet,94.91724967956543
10240x_2560x_2025-05-16_00-59-00_002,40,unet,97.54247665405273
10240x_2560x_2025-05-16_00-59-00_002,40,unet,98.81094098091125
10240x_2560x_2025-05-16_00-59-00_002,40,unet,99.53492283821106
10240x_2560x_2025-05-16_00-59-00_002,40,unet,98.65081310272217
10240x_2560x_2025-05-16_00-59-00_002,40,unet,98.47139120101929
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.27567159850150347
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2737932372838259
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2721636090427637
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.26932619512081146
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.26056787464767694
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.32587279565632343
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.28737899847328663
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.3384798998013139
10240x_2560x_2025-05-16_00-59-00_002,40,unet,2.054261416196823
10240x_2560x_2025-05-16_00-59-00_002,40,unet,42.83072352409363
10240x_2560x_2025-05-16_00-59-00_002,40,unet,92.92598366737366
10240x_2560x_2025-05-16_00-59-00_002,40,unet,95.33252716064453
10240x_2560x_2025-05-16_00-59-00_002,40,unet,98.41908812522888
10240x_2560x_2025-05-16_00-59-00_002,40,unet,96.90896272659302
10240x_2560x_2025-05-16_00-59-00_002,40,unet,99.35804009437561
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.27807755395770073
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.27739061042666435
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2742716111242771
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.27161575853824615
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2691259142011404
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2695093862712383
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.3295020665973425
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.4127462860196829
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.3175237216055393
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.3215772798284888
10240x_2560x_2025-05-16_00-59-00_002,40,unet,36.52072250843048
10240x_2560x_2025-05-16_00-59-00_002,40,unet,35.26119291782379
10240x_2560x_2025-05-16_00-59-00_002,40,unet,89.87261056900024
10240x_2560x_2025-05-16_00-59-00_002,40,unet,95.26889324188232
10240x_2560x_2025-05-16_00-59-00_002,40,unet,98.70320558547974
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2777964109554887
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2781826537102461
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2773293759673834
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2750111510977149
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2723749494180083
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2687233965843916
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.2729223342612386
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.27650517877191305
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.35527758300304413
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.28519188053905964
10240x_2560x_2025-05-16_00-59-00_002,40,unet,11.372976005077362
10240x_2560x_2025-05-16_00-59-00_002,40,unet,0.38031437434256077
10240x_2560x_2025-05-16_00-59-00_002,40,unet,14.943936467170715
10240x_2560x_2025-05-16_00-59-00_002,40,unet,87.0684564113617
10240x_2560x_2025-05-16_00-59-00_002,40,unet,97.6902961730957
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.12933044927194715
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.1362076378427446
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.0633477175142616
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.06392232608050108
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,6.299919635057449
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,57.4307382106781
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,93.14291477203369
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,97.85904884338379
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,99.46908950805664
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,99.8601496219635
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,98.11735153198242
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,98.15943241119385
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,91.45109057426453
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,32.4234664440155
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.6536189932376146
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.4675842821598053
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.2684070495888591
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.16884657088667154
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.06804007571190596
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.0677255738992244
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,12.650993466377258
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,63.24787139892578
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,95.30807137489319
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,96.31514549255371
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,99.17612671852112
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,99.45666790008545
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,99.57330226898193
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,99.28854703903198
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,95.3128457069397
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,17.148135602474213
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.4351609852164984
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.620380649343133
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.38292575627565384
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.2327742287889123
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.06010426441207528
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.05205021589063108
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,13.797976076602936
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,75.59453845024109
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,94.23868060112
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,98.19085001945496
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,98.71774911880493
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,99.65758919715881
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,98.63370060920715
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,98.79904985427856
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,56.72789216041565
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.19227260490879416
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.5887964274734259
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.7113483268767595
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.37660254165530205
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.17021882813423872
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.05491236806847155
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,4.855000972747803
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,75.14500021934509
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,87.51710653305054
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,94.48204636573792
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,96.63662314414978
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,99.11872148513794
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,99.46169853210449
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,98.76255989074707
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,89.86417055130005
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.10073104640468955
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.22931282874196768
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.3606645856052637
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.7957596331834793
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.2696919720619917
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.10444815270602703
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.16238362295553088
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,16.283124685287476
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,40.54269790649414
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,81.24256730079651
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,92.36257672309875
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,95.85662484169006
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,99.2624282836914
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,98.9553689956665
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,99.41598176956177
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.04812999104615301
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.06014536484144628
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.11963988654315472
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.3332864260300994
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.53785708732903
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.5002494901418686
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.08581625297665596
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.057747255777940154
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.18495204858481884
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,12.39946112036705
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,40.2484267950058
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,82.99957513809204
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,92.140793800354
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,95.70561051368713
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,99.6350347995758
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.04256313550285995
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.04531505110207945
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.05616400740109384
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.1172076677903533
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.40026456117630005
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.7667576894164085
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.26591275818645954
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.08982997387647629
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.0674604088999331
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.05447271978482604
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,9.343072772026062
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,12.790460884571075
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,42.1381413936615
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,87.16307282447815
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,98.1674313545227
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.04166220314800739
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.04226222517900169
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.045109965139999986
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.05140717257745564
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.16603568801656365
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.5736777558922768
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.4358065314590931
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.23687644861638546
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.14781388454139233
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.06598202744498849
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,2.226000465452671
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,0.056513689924031496
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,2.1827002987265587
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,39.30550217628479
10240x_2560x_2025-05-16_00-59-00_002,40,resunet,97.10546135902405
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.06768450257368386
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.06132378475740552
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05440880777314305
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05046686856076121
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,2.2823993116617203
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,9.651701152324677
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,41.108474135398865
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,76.95156335830688
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,93.17107796669006
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,90.02172350883484
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,72.77811765670776
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,77.09012627601624
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,39.498814940452576
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,4.931948333978653
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05462352419272065
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.08314556325785816
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.07002149359323084
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.06490768864750862
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05436644423753023
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.0492973776999861
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,2.023705840110779
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,13.772782683372498
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,56.64069652557373
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,61.04777455329895
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,88.42384815216064
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,86.7611289024353
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,88.18661570549011
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,76.90674662590027
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,42.24555492401123
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,3.5026047378778458
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.06629411363974214
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.08257182780653238
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.08567740442231297
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.06269717123359442
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05483898567035794
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.050425605149939656
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,2.226385474205017
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,12.411555647850037
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,44.939613342285156
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,67.04487204551697
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,90.94034433364868
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,82.0749580860138
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,84.42297577857971
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,85.21725535392761
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,24.60583746433258
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.061302114045247436
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.06899127620272338
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.08118054829537868
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.08113155490718782
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.059832900296896696
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05345647223293781
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,1.2482245452702045
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,20.54220736026764
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,27.260643243789673
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,48.7771213054657
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,67.90704727172852
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,78.22721004486084
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,96.33702039718628
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,92.31082201004028
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,52.44263410568237
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05794274038635194
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.06050016381777823
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.06545513169839978
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.07751922239549458
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.08026197319850326
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.054626434575766325
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,1.081795897334814
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,2.94500719755888
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,4.849747568368912
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,20.207245647907257
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,41.83169603347778
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,53.534770011901855
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,92.88961291313171
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,90.0479257106781
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,91.79437160491943
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.056874018628150225
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05733628058806062
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05871150642633438
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.0646511500235647
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.07556864875368774
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.08520918199792504
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05536913522519171
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05228182999417186
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.047285869368351996
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,4.6837810426950455
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,6.173570826649666
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,14.215824007987976
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,37.90903091430664
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,61.25215291976929
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,86.7107093334198
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.056141545064747334
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05646690260618925
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.057079573161900043
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.0587109534535557
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.06588678224943578
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.08464969578199089
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.09413474472239614
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.09803554276004434
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05296551389619708
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05134111852385104
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,2.697768062353134
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,1.782350055873394
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,3.9540033787488937
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,26.943203806877136
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,84.2603325843811
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05559489945881069
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05584007012657821
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05651045357808471
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05708652315661311
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.058883451856672764
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.06760825053788722
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.07794457487761974
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.07041912176646292
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.059403147315606475
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05383447278290987
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05083087016828358
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.05072308122180402
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,0.5352834239602089
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,10.382311791181564
10240x_2560x_2025-05-16_00-59-00_002,40,attention_resunet,76.59225463867188
10240x_2560x_2025-05-16_00-59-00_002,40,clahe_otsu,29.67376708984375
10240x_2560x_2025-05-16_00-59-00_002,40,clahe_otsu,3.9764404296875
10240x_2560x_2025-05-16_00-59-00_002,40,clahe_otsu,3.53240966796875
10240x_2560x_2025-05-16_00-59-00_002,40,clahe_otsu,2.7496337890625
10240x_2560x_2025-05-16_00-59-00_002,40,clahe_otsu,2.24761962890625
