loss,accuracy,advanced_jaccard_coefficient,val_loss,val_accuracy,val_advanced_jaccard_coefficient,lr
0.008964135311543941,0.9983815550804138,0.9704167246818542,0.03148655965924263,0.9960106015205383,0.9294330477714539,0.00010091159
0.009807082824409008,0.998257577419281,0.9678125977516174,0.031482890248298645,0.9960021376609802,0.9285642504692078,9.8826866e-05
0.009397166781127453,0.9984363317489624,0.9720550775527954,0.03049974888563156,0.9961073398590088,0.9310714602470398,9.673047e-05
0.009109125472605228,0.9985049366950989,0.9728216528892517,0.0310027077794075,0.9961029887199402,0.9308799505233765,9.462407e-05
0.007961627095937729,0.9985404014587402,0.973671555519104,0.031221115961670876,0.996116042137146,0.9304960370063782,9.25093e-05
0.009436731226742268,0.9983821511268616,0.9691500663757324,0.031184256076812744,0.9960338473320007,0.9305254220962524,9.038784e-05
0.008422047831118107,0.9985384345054626,0.9720243215560913,0.030876100063323975,0.9961097240447998,0.9314141273498535,8.826135e-05
0.0072789001278579235,0.9986792802810669,0.9760487079620361,0.032086603343486786,0.9961174726486206,0.9314596056938171,8.613151e-05
0.0079712625592947,0.9985936284065247,0.9737627506256104,0.03268341347575188,0.9960507750511169,0.9298341274261475,8.4e-05
0.008123785257339478,0.9987055063247681,0.976538360118866,0.031407300382852554,0.9962072372436523,0.9316277503967285,8.1868486e-05
0.006424885243177414,0.998846173286438,0.9788106083869934,0.032620444893836975,0.9961858987808228,0.9322525858879089,7.9738646e-05
0.006244409363716841,0.9988787770271301,0.9794164896011353,0.0329735241830349,0.9961796998977661,0.9317656755447388,7.761216e-05
0.0062194629572331905,0.9988825917243958,0.9794626235961914,0.03331323713064194,0.9961702823638916,0.9314954876899719,7.54907e-05
0.006252290215343237,0.9988716244697571,0.9793677926063538,0.03301670029759407,0.9962263107299805,0.9323466420173645,7.337594e-05
0.006606292445212603,0.9988361597061157,0.9782516956329346,0.033062275499105453,0.9962316751480103,0.9327039122581482,7.1269526e-05
0.005847372114658356,0.9989503622055054,0.9808294177055359,0.0336715430021286,0.9962123036384583,0.9125511050224304,6.917313e-05
0.0057984390296041965,0.9989742040634155,0.9809033274650574,0.034299448132514954,0.9961826801300049,0.9320706129074097,6.708841e-05
0.005488096736371517,0.9990200400352478,0.982101321220398,0.03407551720738411,0.9962216019630432,0.9328868389129639,6.501699e-05
0.006264003925025463,0.998924970626831,0.9792965054512024,0.032967910170555115,0.9962757229804993,0.9339073300361633,6.29605e-05
0.00607206579297781,0.9990872740745544,0.9831433892250061,0.03479224070906639,0.9962390661239624,0.9331492781639099,6.0920567e-05
0.005646516568958759,0.9990391135215759,0.9816552400588989,0.03461860865354538,0.9962473511695862,0.9330238103866577,5.889879e-05
0.004886390641331673,0.9991509914398193,0.98412024974823,0.035439010709524155,0.9962553381919861,0.9331610798835754,5.6896763e-05
0.004615267273038626,0.9992255568504333,0.9849315285682678,0.03640927001833916,0.9962363243103027,0.9330199956893921,5.4916058e-05
0.005284405779093504,0.9991713762283325,0.9827718734741211,0.0364292711019516,0.9962598085403442,0.9337031841278076,5.2958236e-05
0.004229008220136166,0.9992554783821106,0.9864020347595215,0.03700948879122734,0.9962737560272217,0.9339015483856201,5.1024836e-05
0.004190123174339533,0.999271810054779,0.9863969683647156,0.03799578547477722,0.9962312579154968,0.9333491325378418,4.9117378e-05
0.005247033201158047,0.9992542266845703,0.9857563376426697,0.0379878431558609,0.9962410926818848,0.9330847859382629,4.7237365e-05
0.0040979753248393536,0.9992899894714355,0.9867305755615234,0.0380210280418396,0.9962810277938843,0.9137647747993469,4.5386274e-05
0.004301371052861214,0.9992631077766418,0.9859870076179504,0.03914840891957283,0.9962185025215149,0.9327543377876282,4.3565564e-05
0.004234661348164082,0.9992753267288208,0.986832320690155,0.03806791454553604,0.9962701797485352,0.9336773753166199,4.177666e-05
0.0043800449930131435,0.9994044303894043,0.9889646768569946,0.039313726127147675,0.9963038563728333,0.9340582489967346,4.0020983e-05
0.00345937954261899,0.9994321465492249,0.9889519810676575,0.040369849652051926,0.996279239654541,0.9338123202323914,3.8299902e-05
0.003383354749530554,0.9994388222694397,0.9891509413719177,0.041107311844825745,0.996252179145813,0.9135223627090454,3.6614776e-05
0.00370996305719018,0.9994010329246521,0.9880224466323853,0.041197434067726135,0.9962738752365112,0.9337135553359985,3.4966928e-05
0.004018368199467659,0.9994708299636841,0.9902570247650146,0.04202300310134888,0.9962491393089294,0.9334242939949036,3.335766e-05
0.004153432324528694,0.9994542598724365,0.9896036386489868,0.042179569602012634,0.9962745308876038,0.9337795376777649,3.1788233e-05
0.003004346275702119,0.9995042681694031,0.9905927181243896,0.042737577110528946,0.9962784051895142,0.9337114095687866,3.0259886e-05
0.002869043732061982,0.9995265007019043,0.9910295009613037,0.04337666556239128,0.9962865114212036,0.9338845610618591,2.8773815e-05
0.002753863111138344,0.9995447993278503,0.9914482831954956,0.04408290982246399,0.9962652325630188,0.933624804019928,2.7331196e-05
0.0037736250087618828,0.9995164275169373,0.9912480711936951,0.044861968606710434,0.9962507486343384,0.9333995580673218,2.593316e-05
0.002629428869113326,0.9995567202568054,0.992010235786438,0.04493574798107147,0.996273934841156,0.9337902665138245,2.4580808e-05
0.003349501173943281,0.9996067881584167,0.9925884008407593,0.04553530737757683,0.9962857961654663,0.933937668800354,2.3275203e-05
0.002332304837182164,0.9996235370635986,0.9930840134620667,0.046449124813079834,0.9962714314460754,0.9338446855545044,2.2017373e-05
0.0032141574192792177,0.9996210336685181,0.9930762648582458,0.04702363535761833,0.9962798357009888,0.9339821338653564,2.080831e-05
0.00237108301371336,0.9996157288551331,0.992856502532959,0.047427963465452194,0.996278703212738,0.9338600635528564,1.964896e-05
0.0022409362718462944,0.9996418952941895,0.9933938980102539,0.04808667302131653,0.9962611198425293,0.9334809184074402,1.854024e-05
0.0034716599620878696,0.9995517730712891,0.9918708801269531,0.047647539526224136,0.9962833523750305,0.9339439272880554,1.748302e-05
0.002145053120329976,0.9996606707572937,0.993735134601593,0.04866475611925125,0.9962811470031738,0.9339200854301453,1.6478132e-05
0.0020230235531926155,0.9996882081031799,0.9942893385887146,0.048950668424367905,0.996283769607544,0.9339268207550049,1.5526366e-05
0.0029016565531492233,0.9996044635772705,0.9913672804832458,0.04947073757648468,0.9962494969367981,0.9135216474533081,1.4628472e-05
0.0028471124824136496,0.9995192289352417,0.9913056492805481,0.04979031905531883,0.9962485432624817,0.9334057569503784,1.3785156e-05
0.002345326589420438,0.9996388554573059,0.9929195046424866,0.049742620438337326,0.9962587952613831,0.9336482286453247,1.299708e-05
0.0030078920535743237,0.9996678233146667,0.9917465448379517,0.04982994869351387,0.9962612390518188,0.9336979389190674,1.2264867e-05
0.0020390748977661133,0.9996837973594666,0.99425208568573,0.049905624240636826,0.9962646961212158,0.9337631464004517,1.1589091e-05
0.0019894277211278677,0.9996953010559082,0.9944941997528076,0.05005321651697159,0.9962665438652039,0.9337992668151855,1.0970283e-05
0.0029284143820405006,0.9996636509895325,0.9939213395118713,0.0510602630674839,0.9962221384048462,0.9332060813903809,1.0408932e-05
