loss,accuracy,advanced_jaccard_coefficient,val_loss,val_accuracy,val_advanced_jaccard_coefficient,lr
0.4039231240749359,0.9289474487304688,0.002183192642405629,0.40060341358184814,0.9453997611999512,0.019999999552965164,2e-05
0.3776930868625641,0.9375815391540527,0.06713951379060745,0.2725699841976166,0.9420357346534729,0.34172749519348145,4e-05
0.23859690129756927,0.949918270111084,0.4137267470359802,0.27028688788414,0.9585957527160645,0.34896212816238403,6e-05
0.1534784734249115,0.9715646505355835,0.5984241962432861,0.10914114862680435,0.9816927909851074,0.708555281162262,8e-05
0.09538798034191132,0.9831546545028687,0.7340937256813049,0.08225997537374496,0.9855859875679016,0.7756727337837219,1e-04
0.0854375883936882,0.9850978851318359,0.7601577639579773,0.06365906447172165,0.9896750450134277,0.8253045082092285,0.00012
0.05935542285442352,0.9900351166725159,0.824880063533783,0.05488910153508186,0.9913593530654907,0.828702986240387,0.00014
0.06250572204589844,0.9894798994064331,0.8201293349266052,0.06788791716098785,0.989665150642395,0.7944898009300232,0.00016
0.041185397654771805,0.9929537773132324,0.8759261965751648,0.05924595147371292,0.9908244609832764,0.8405786752700806,0.00016
0.03714447095990181,0.993602454662323,0.8872271776199341,0.06250160187482834,0.9896358847618103,0.8109067678451538,0.0001599701
0.03407339006662369,0.9940726161003113,0.8946897387504578,0.04106436297297478,0.9938756227493286,0.8901844024658203,0.00015988044
0.03209085762500763,0.9943300485610962,0.9011319279670715,0.04010271281003952,0.9940500855445862,0.8913323879241943,0.00015973108
0.038363758474588394,0.9934528470039368,0.888153612613678,0.06099828705191612,0.9899755716323853,0.8110654950141907,0.00015952213
0.0812605544924736,0.9851543307304382,0.7929413318634033,0.03695846349000931,0.9942728877067566,0.8992593288421631,0.00015925376
0.027938542887568474,0.9949930906295776,0.9122292399406433,0.032316140830516815,0.9950253963470459,0.9121527671813965,0.0001589262
0.026486819609999657,0.9954217672348022,0.9167784452438354,0.05528568476438522,0.9911767840385437,0.8506316542625427,0.00015853968
0.03178364783525467,0.9942799806594849,0.9030070900917053,0.03649682551622391,0.9942477345466614,0.9007263779640198,0.00015809452
0.025274382904171944,0.9955975413322449,0.9203088879585266,0.030820904299616814,0.9952675700187683,0.9170116186141968,0.00015759107
0.023642975836992264,0.995728611946106,0.9258084893226624,0.03237880766391754,0.9950289726257324,0.9110336899757385,0.00015702972
0.02487488090991974,0.9954929947853088,0.9221224784851074,0.03476983681321144,0.9949052333831787,0.9088224172592163,0.00015641091
0.037584688514471054,0.993718147277832,0.8911921977996826,0.030552057549357414,0.9953107833862305,0.9169531464576721,0.00015573514
0.022906912490725517,0.9958509802818298,0.9274216294288635,0.02968289703130722,0.9954646825790405,0.9203701615333557,0.00015500293
0.020743101835250854,0.9962406158447266,0.9340196847915649,0.029445448890328407,0.9955596923828125,0.9214238524436951,0.00015421484
0.020217295736074448,0.9964531064033508,0.9383735060691833,0.029736455529928207,0.9955334663391113,0.9206407070159912,0.00015337153
0.021504798904061317,0.9964033961296082,0.9371795058250427,0.033228375017642975,0.9950239658355713,0.9105402231216431,0.00015247363
0.029977543279528618,0.9947386980056763,0.9083769917488098,0.03182302787899971,0.9951242804527283,0.9144396185874939,0.00015152188
0.02482815645635128,0.9958733320236206,0.9249445199966431,0.04426560923457146,0.9932077527046204,0.8580883145332336,0.00015051698
0.023161975666880608,0.9958437085151672,0.9264917969703674,0.028595108538866043,0.995659351348877,0.9235758781433105,0.00014945975
0.019588187336921692,0.9965798258781433,0.9401512145996094,0.028540950268507004,0.9956482648849487,0.9239597320556641,0.00014835104
0.024808358401060104,0.9958614110946655,0.9239950180053711,0.03449275344610214,0.9947279095649719,0.9060045480728149,0.00014719169
0.020359646528959274,0.9964544773101807,0.9376803040504456,0.028106987476348877,0.9957906007766724,0.9254099130630493,0.00014598263
0.01894533447921276,0.9967527389526367,0.9418835043907166,0.028214823454618454,0.9958328008651733,0.9255865216255188,0.00014472479
0.01618405245244503,0.9970468878746033,0.9478079080581665,0.0274957325309515,0.9959456920623779,0.9286403656005859,0.0001434192
0.020112067461013794,0.9968349933624268,0.94391268491745,0.0307888463139534,0.995243489742279,0.9185062646865845,0.00014206684
0.016520122066140175,0.9969378113746643,0.9467924237251282,0.028735043480992317,0.9957775473594666,0.9270266890525818,0.00014066881
0.014886674471199512,0.997269868850708,0.9518489241600037,0.0282118059694767,0.9958624243736267,0.9277212619781494,0.00013922619
0.014299280941486359,0.9973699450492859,0.9534991383552551,0.028568021953105927,0.9958527684211731,0.9274798035621643,0.00013774012
0.01480661891400814,0.9974218606948853,0.9549326300621033,0.02878742106258869,0.995797872543335,0.9261850118637085,0.00013621176
0.014484048821032047,0.9974903464317322,0.955710232257843,0.0280426237732172,0.9959701895713806,0.9283431768417358,0.00013464234
0.015793966129422188,0.9972707033157349,0.9520695209503174,0.03043079562485218,0.9955491423606873,0.9236079454421997,0.00013303307
0.025238411501049995,0.99592125415802,0.9244431257247925,0.0297328382730484,0.9956511855125427,0.9212294816970825,0.00013138523
0.014806189574301243,0.9973942637443542,0.9513230323791504,0.02876966819167137,0.9958162307739258,0.9068524241447449,0.0001297001
0.014595432206988335,0.9973922967910767,0.9528292417526245,0.028391016647219658,0.9960004091262817,0.9293109774589539,0.00012797902
0.012327280826866627,0.9977909922599792,0.9594292640686035,0.02969186194241047,0.9958482384681702,0.9260410070419312,0.00012622334
0.012649979442358017,0.9978760480880737,0.9593203663825989,0.029886415228247643,0.9958535432815552,0.9272142052650452,0.00012443443
0.01165090873837471,0.9980272650718689,0.964669942855835,0.030064839869737625,0.9959025382995605,0.927337646484375,0.00012261372
0.010846792720258236,0.998022735118866,0.9643535614013672,0.029638512060046196,0.9959584474563599,0.9288110136985779,0.000120762634
0.018351085484027863,0.9972093105316162,0.9453444480895996,0.029586445540189743,0.995853841304779,0.9269134402275085,0.00011888262
0.01657393015921116,0.9973704814910889,0.947575569152832,0.02930692955851555,0.9958764910697937,0.9263004064559937,0.00011697516
0.01087446790188551,0.9980350136756897,0.9645372629165649,0.029417574405670166,0.9960997700691223,0.9302931427955627,0.00011504177
0.010421057231724262,0.9983106851577759,0.968662440776825,0.030732259154319763,0.9960346221923828,0.9294018745422363,0.00011308394
0.009378375485539436,0.9983276724815369,0.9691000580787659,0.030807849019765854,0.9960148334503174,0.9294679760932922,0.00011110324
0.010202080011367798,0.9983397126197815,0.9691674113273621,0.031259115785360336,0.9959439635276794,0.9284588694572449,0.00010910121
0.010829065926373005,0.9983615875244141,0.9701693654060364,0.031174607574939728,0.9959869384765625,0.929215669631958,0.00010707943
0.010052323341369629,0.9983460903167725,0.9696534276008606,0.030978431925177574,0.9960318803787231,0.9294450283050537,0.0001050395
0.009871939197182655,0.9983688592910767,0.9703440070152283,0.031327102333307266,0.9959666728973389,0.9287550449371338,0.00010298301
