epoch,dice_coef,jacard_coef,loss,lr,val_dice_coef,val_jacard_coef,val_loss
0,0.25427037477493286,0.15155605971813202,0.04719771444797516,0.005,0.3218960762023926,0.19825081527233124,0.8876394033432007
1,0.26212337613105774,0.15627196431159973,0.026551350951194763,0.005,0.3411036431789398,0.2122761458158493,1.3707481622695923
2,0.25556522607803345,0.15386579930782318,0.022786537185311317,0.005,0.002519184723496437,0.001261211233213544,0.3397822380065918
3,0.25492700934410095,0.154209703207016,0.0237269327044487,0.005,0.21070507168769836,0.13527892529964447,0.35369640588760376
4,0.28451237082481384,0.1708201766014099,0.022193340584635735,0.005,0.0012603314826264977,0.0006305729039013386,0.3385735750198364
5,0.3120367228984833,0.18935692310333252,0.01889977604150772,0.005,7.106036355253309e-05,3.5537923395168036e-05,0.33730196952819824
6,0.31114882230758667,0.19193366169929504,0.01868501305580139,0.005,0.001164512592367828,0.0005826943670399487,0.33529987931251526
7,0.26764610409736633,0.16202183067798615,0.02425195835530758,0.005,0.024647677317261696,0.012705507688224316,0.2937183380126953
8,0.2741226553916931,0.16582457721233368,0.022301048040390015,0.005,0.11078616231679916,0.05890769883990288,0.14422328770160675
9,0.28158479928970337,0.17009954154491425,0.021451033651828766,0.005,0.14182892441749573,0.07728331536054611,0.17281410098075867
10,0.3033493161201477,0.18339666724205017,0.02036787010729313,0.005,0.38255172967910767,0.2666771411895752,0.058397989720106125
11,0.2945154905319214,0.18113739788532257,0.020219026133418083,0.005,0.19218650460243225,0.10695402324199677,0.07459184527397156
12,0.3146703541278839,0.19316454231739044,0.01862177811563015,0.005,0.3113771677017212,0.19070690870285034,0.04836152121424675
13,0.32696378231048584,0.20388174057006836,0.017991775646805763,0.005,0.2867986559867859,0.17195256054401398,0.04741809889674187
14,0.3330271542072296,0.2085777074098587,0.017216313630342484,0.005,0.2554895281791687,0.14832721650600433,0.045449674129486084
15,0.34785670042037964,0.21711845695972443,0.016067882999777794,0.005,0.13376009464263916,0.0716869980096817,0.09578083455562592
16,0.3048519790172577,0.1912076771259308,0.020076949149370193,0.005,0.42670971155166626,0.3287781774997711,0.1152707189321518
17,0.3183748424053192,0.19570481777191162,0.018105652183294296,0.005,0.37883344292640686,0.26651114225387573,0.05374749377369881
18,0.31226950883865356,0.19663143157958984,0.016885748133063316,0.005,0.32419443130493164,0.20429404079914093,0.03702680021524429
19,0.33291664719581604,0.20787648856639862,0.016844216734170914,0.005,0.2574642300605774,0.1484377682209015,0.04810253530740738
20,0.33777517080307007,0.21073782444000244,0.016545576974749565,0.005,0.29624539613723755,0.1748240888118744,0.028304601088166237
21,0.3444269001483917,0.21976575255393982,0.01632767729461193,0.005,0.2976331114768982,0.17718881368637085,0.0356784351170063
22,0.316704660654068,0.19951984286308289,0.01815449632704258,0.005,0.37597450613975525,0.2428811490535736,0.025564363226294518
23,0.37127000093460083,0.23667669296264648,0.014814987778663635,0.005,0.4089787006378174,0.26374417543411255,0.021181967109441757
24,0.3696964383125305,0.23862309753894806,0.014784629456698895,0.005,0.35478177666664124,0.22227802872657776,0.02897002175450325
25,0.30664515495300293,0.195180281996727,0.017608633264899254,0.005,0.37930065393447876,0.23536653816699982,0.02078825607895851
26,0.3432571291923523,0.2198224812746048,0.015146980062127113,0.005,0.3243396580219269,0.19542695581912994,0.05557180568575859
27,0.3665558993816376,0.23605597019195557,0.015044989995658398,0.0025,0.3840446472167969,0.24775786697864532,0.022517429664731026
28,0.3358636796474457,0.21157817542552948,0.0161090400069952,0.0025,0.390094518661499,0.24608035385608673,0.02658209577202797
29,0.37711721658706665,0.24806685745716095,0.013515562750399113,0.0025,0.4343501925468445,0.2856091558933258,0.013829553499817848
30,0.38932695984840393,0.25219446420669556,0.012314642779529095,0.0025,0.39448851346969604,0.2526422142982483,0.024326475337147713
31,0.39087650179862976,0.25903409719467163,0.011524313129484653,0.0025,0.3178509771823883,0.19061848521232605,0.040891073644161224
32,0.39011356234550476,0.2533313035964966,0.013927023857831955,0.0025,0.4225861132144928,0.27468255162239075,0.018486393615603447
33,0.36390256881713867,0.23428349196910858,0.015885382890701294,0.0025,0.32472527027130127,0.19811153411865234,0.026615742594003677
34,0.3751752972602844,0.24609997868537903,0.013078112155199051,0.0025,0.4223567843437195,0.2751719653606415,0.021302085369825363
35,0.3486260175704956,0.22180357575416565,0.014902908354997635,0.0025,0.40219512581825256,0.25508224964141846,0.03199920803308487
36,0.4017995297908783,0.26824232935905457,0.012552971951663494,0.0025,0.45591872930526733,0.3037913143634796,0.014486158266663551
