image,dilution,dilution_label,n_tiles,mean_density_threshold_0.2,median_density_threshold_0.2,std_density_threshold_0.2,mean_density_threshold_0.5,median_density_threshold_0.5,std_density_threshold_0.5,mean_density_threshold_0.8,median_density_threshold_0.8,std_density_threshold_0.8,mean_density_threshold_0.95,median_density_threshold_0.95,std_density_threshold_0.95,mean_density_clahe_otsu_pred,median_density_clahe_otsu_pred,std_density_clahe_otsu_pred,mean_density_clahe_otsu_orig,median_density_clahe_otsu_orig,std_density_clahe_otsu_orig
10240x_2560x_2025-05-16_00-59-00_002.tif,10240,10240x,28,0.04215322,0.036123276,0.0150302015,0.0129647935,0.013017654,0.0015254939,0.0011420931,0.0012283325,0.00048785316,5.585807e-06,0.0,2.0673073e-05,0.0534167970929827,0.038143157958984375,0.037534622679907065,0.11829021998814174,0.032032012939453125,0.12806332107522195
10x_2025-05-15_02-05-00.tif,10,10x,28,0.958919,0.9586563,0.008514765,0.83526,0.84261894,0.03182287,0.44332504,0.43979454,0.07834682,0.027543886,0.018684387,0.021872504,0.6129482814243862,0.6176872253417969,0.02352138997438613,0.6465283802577427,0.6515388488769531,0.023691163561718007
1280x_2025-05-16_00-59-00_002.tif,1280,1280x,28,0.06042031,0.05096054,0.025076019,0.017676217,0.017326355,0.0038368825,0.0011971338,0.0011558533,0.00048422348,0.0,0.0,0.0,0.06824806758335658,0.05178070068359375,0.038235942186004984,0.06519440242222377,0.03979301452636719,0.061501443090583606
160x_2025-05-15_02-05-00.tif,160,160x,28,0.6271146,0.6114998,0.050713543,0.28088024,0.2661152,0.059188183,0.06348447,0.056375504,0.02178736,0.000550815,0.00046730042,0.00046732227,0.44612148829868864,0.4456634521484375,0.02166637640038492,0.3147130693708147,0.30344390869140625,0.03668772482499694
20x_2025-05-15_02-05-00.tif,20,20x,28,0.8987485,0.9011116,0.018773325,0.7833045,0.78868866,0.02602212,0.5166306,0.5367832,0.07018393,0.10357939,0.10304642,0.052501883,0.6039116723196847,0.6089820861816406,0.029320924361006043,0.5556719643729073,0.5551242828369141,0.01391040243593933
2560x_2025-05-16_00-59-00_002.tif,2560,2560x,28,0.011620249,0.009145737,0.007303783,0.0029227394,0.002872467,0.00089124154,0.00026920863,0.0002746582,0.00015550727,0.0,0.0,0.0,0.2574272155761719,0.27141571044921875,0.09460075262214712,0.4375268391200474,0.44964599609375,0.06063389406538405
320x_2025-05-15_02-05-00.tif,320,320x,28,0.30074963,0.2963848,0.048799872,0.09717887,0.091594696,0.021321712,0.011829649,0.009428024,0.0071071708,5.217961e-05,2.861023e-05,6.9266716e-05,0.26087965284075054,0.2651863098144531,0.026705842988800254,0.17513860974993026,0.16143035888671875,0.041329234810654904
5120x_2025-05-16_00-59-00_002.tif,5120,5120x,28,0.027414868,0.020137787,0.0173982,0.0060338974,0.005712509,0.0018562147,0.00038760048,0.0004043579,0.00016832553,0.0,0.0,0.0,0.10966627938406807,0.07537460327148438,0.08843879715185751,0.38560363224574495,0.3924903869628906,0.050934849838727224
640x_2025-05-16_00-59-00_002.tif,640,640x,28,0.14904213,0.121011734,0.06677269,0.047064237,0.041971207,0.01710155,0.00302342,0.002008438,0.0028099937,0.00012561253,0.0,0.00036929434,0.1418200901576451,0.12876319885253906,0.04949817567535566,0.10459068843296596,0.09724998474121094,0.026055760056356958
80x_2_2025-05-22_14-48-00.tif,80,80x,28,0.8153425,0.8142586,0.043188136,0.55119896,0.549057,0.04015844,0.25046661,0.24932289,0.04428559,0.015729904,0.015810013,0.0068596066,0.5049510683332171,0.5038070678710938,0.005303472506162554,0.4441615513392857,0.4429283142089844,0.006753246648845572
