loss,accuracy,jacard_coef,dice_coef,val_loss,val_accuracy,val_jacard_coef,val_dice_coef,lr
0.8193036913871765,0.8433201909065247,4.612373850909623e-13,0.1806962937116623,0.8043779730796814,0.8242700695991516,0.0024556564167141914,0.19562196731567383,1e-04
0.8023858666419983,0.07961323857307434,0.12314009666442871,0.19761420786380768,0.8043766021728516,0.8242700695991516,0.0024556564167141914,0.19562342762947083,1e-04
0.8328083753585815,0.06324577331542969,0.100376196205616,0.16719159483909607,0.8043748736381531,0.8242700695991516,0.0024556564167141914,0.19562512636184692,1e-04
0.8061639070510864,0.07679176330566406,0.12021690607070923,0.19383607804775238,0.804373025894165,0.8242714405059814,0.0024777750950306654,0.19562698900699615,1e-04
0.8116281032562256,0.07351227104663849,0.11604035645723343,0.18837188184261322,0.8043717741966248,0.8242700695991516,0.002490969141945243,0.19562827050685883,1e-04
0.810807466506958,0.07412007451057434,0.1166624128818512,0.1891925036907196,0.8043701648712158,0.824272871017456,0.0025238830130547285,0.1956297606229782,1e-04
0.8262988924980164,0.06651662290096283,0.1051013395190239,0.17370112240314484,0.8043685555458069,0.8242714405059814,0.00252385507337749,0.19563142955303192,1e-04
0.7774949669837952,0.091705322265625,0.14307676255702972,0.22250506281852722,0.8043660521507263,0.8242714405059814,0.0025485556107014418,0.19563400745391846,1e-04
0.7873553037643433,0.08630943298339844,0.1350228190422058,0.21264472603797913,0.8043634295463562,0.8242700695991516,0.0025595712941139936,0.1956365555524826,1e-04
0.8404342532157898,0.060263633728027344,0.09492243826389313,0.159565731883049,0.8043596744537354,0.8242700695991516,0.002562721027061343,0.19564035534858704,1e-04
0.829480767250061,0.06604054570198059,0.10277625918388367,0.17051923274993896,0.8043550848960876,0.8242686986923218,0.002579322550445795,0.19564488530158997,1e-04
0.8375892043113708,0.06153564527630806,0.09694104641675949,0.16241078078746796,0.8043510913848877,0.8242631554603577,0.0025986379478126764,0.1956489384174347,5e-05
0.8099923729896545,0.07505035400390625,0.11727403104305267,0.19000761210918427,0.8043466806411743,0.8242617249488831,0.0026313283015042543,0.19565334916114807,5e-05
0.8140015006065369,0.0731058120727539,0.11423391848802567,0.18599849939346313,0.804341733455658,0.8242603540420532,0.002653381321579218,0.19565825164318085,5e-05
0.821287214756012,0.07056188583374023,0.10878576338291168,0.17871280014514923,0.8043364882469177,0.8242645263671875,0.002719712443649769,0.19566355645656586,5e-05
0.8279789090156555,0.0671086311340332,0.10386623442173004,0.17202110588550568,0.804330587387085,0.8242700695991516,0.002827051794156432,0.19566938281059265,5e-05
0.8151379227638245,0.07207082211971283,0.11337591707706451,0.18486209213733673,0.8043239116668701,0.8242631554603577,0.002919703722000122,0.19567608833312988,5e-05
0.8686316013336182,0.04798685759305954,0.07561013102531433,0.13136841356754303,0.8043164610862732,0.8242617249488831,0.0030375896021723747,0.1956835836172104,5e-05
0.8193496465682983,0.0714569091796875,0.11022274196147919,0.18065035343170166,0.804308295249939,0.8242464661598206,0.003147456096485257,0.19569167494773865,5e-05
0.812989354133606,0.07234621047973633,0.11499469727277756,0.18701063096523285,0.8042995929718018,0.8242534399032593,0.0033707565162330866,0.19570040702819824,5e-05
0.821377158164978,0.06960678100585938,0.10871578752994537,0.17862285673618317,0.8042900562286377,0.8242409229278564,0.003537287237122655,0.1957099437713623,5e-05
0.8306930661201477,0.06536509096622467,0.10189070552587509,0.1693069338798523,0.8042800426483154,0.8242450952529907,0.003775971010327339,0.19572000205516815,2.5e-05
0.8482524752616882,0.05688578262925148,0.0894344300031662,0.15174753963947296,0.8042688965797424,0.8242437243461609,0.0041690003126859665,0.19573107361793518,2.5e-05
0.8391953110694885,0.06068776547908783,0.09579402953386307,0.16080467402935028,0.8042569756507874,0.8242340087890625,0.004648749250918627,0.19574308395385742,2.5e-05
0.8038909435272217,0.07819315791130066,0.12195055931806564,0.19610907137393951,0.8042440414428711,0.8242173790931702,0.005190455820411444,0.1957559883594513,2.5e-05
0.800403892993927,0.07968749850988388,0.12465877830982208,0.1995961219072342,0.8042303323745728,0.8242326378822327,0.006034105084836483,0.19576966762542725,2.5e-05
0.8317728042602539,0.06550547480583191,0.10110848397016525,0.16822722554206848,0.8042163848876953,0.8242409229278564,0.007064956706017256,0.1957836002111435,2.5e-05
0.8083587884902954,0.07610880583524704,0.11851317435503006,0.1916412115097046,0.8042020797729492,0.8242104053497314,0.008339591324329376,0.19579792022705078,2.5e-05
0.8367697596549988,0.06253509223461151,0.09751946479082108,0.16323025524616241,0.8041875958442688,0.8241396546363831,0.010028138756752014,0.1958124041557312,2.5e-05
0.8096556067466736,0.07631734013557434,0.11752218753099442,0.19034433364868164,0.8041728734970093,0.8239704370498657,0.012127241119742393,0.1958271563053131,2.5e-05
0.8487103581428528,0.056740760803222656,0.0891149714589119,0.15128962695598602,0.8041576147079468,0.8234724402427673,0.014547845348715782,0.19584238529205322,2.5e-05
