loss,accuracy,jacard_coef,dice_coef,val_loss,val_accuracy,val_jacard_coef,val_dice_coef,lr
0.06240065023303032,0.41974660754203796,0.10299225151538849,0.18599103391170502,0.04301784932613373,0.8925380706787109,0.08446010947227478,0.15576434135437012,0.0002
0.051996223628520966,0.4124569296836853,0.10877250134944916,0.19538040459156036,0.03290051966905594,0.888824462890625,0.09630094468593597,0.1756834238767624,0.0002
0.047213245183229446,0.42649856209754944,0.1036289781332016,0.1875266283750534,0.025949519127607346,0.8783588409423828,0.09981855005025864,0.18151821196079254,0.0002
0.045733124017715454,0.4518786668777466,0.10870802402496338,0.19512617588043213,0.02866525389254093,0.8680820465087891,0.09778725355863571,0.1781533807516098,0.0002
0.04510358348488808,0.4532181918621063,0.10126011818647385,0.18126416206359863,0.021516377106308937,0.9153871536254883,0.0717562660574913,0.13390406966209412,0.0002
0.044336557388305664,0.5326934456825256,0.1005963683128357,0.18158428370952606,0.03507360443472862,0.8738555908203125,0.10853298753499985,0.19581371545791626,0.0002
0.04513320326805115,0.5261611938476562,0.11103912442922592,0.19891849160194397,0.02767237275838852,0.920619010925293,0.06903307884931564,0.12915049493312836,0.0002
0.04482929781079292,0.5238455533981323,0.11286837607622147,0.20226989686489105,0.01992282271385193,0.9205384254455566,0.06630687415599823,0.12436733394861221,0.0002
0.044457416981458664,0.4858021140098572,0.10629349946975708,0.19092799723148346,0.022929735481739044,0.8979997634887695,0.08354061096906662,0.15419931709766388,0.0002
0.04420597851276398,0.5273505449295044,0.1039389818906784,0.1873699426651001,0.026189157739281654,0.8662142753601074,0.1032048836350441,0.1871001124382019,0.0002
0.0436704158782959,0.5644763708114624,0.10696180164813995,0.19239158928394318,0.026702426373958588,0.8689680099487305,0.09815927594900131,0.17877057194709778,0.0002
0.0434991829097271,0.5674089789390564,0.10736487805843353,0.19331292808055878,0.027929406613111496,0.8518476486206055,0.11252971738576889,0.2022952139377594,0.0002
0.04387581720948219,0.5756186246871948,0.10618247836828232,0.19169770181179047,0.03871825709939003,0.9008517265319824,0.08949735015630722,0.16429108381271362,0.0002
